COBYLA,time
[3.18725628 7.09790752],0.01872110366821289
[3.14147566 6.66501164],0.012172222137451172
[3.14146919 6.6647769 ],0.012619256973266602
[3.14146137 6.9469651 ],0.011631250381469727
[3.14166836 6.66365731],0.011295080184936523
[4.44678351 6.48496146],0.016718149185180664
[3.14147419 6.98491088],0.014225959777832031
[3.14144595 6.66390564],0.013184547424316406
[3.00611105 5.778298  ],0.01107931137084961
[3.14173608 6.98920911],0.011660099029541016
