Powell,time
[1.44966671 1.25188204],0.08976340293884277
[1.66005737 1.75730607],0.03131222724914551
[4.59938044e-05 4.71239284e+00],0.031107187271118164
[3.14159265 4.71240119],0.048850059509277344
[0.52201502 1.82083001],0.12370872497558594
[1.56834173 1.6172071 ],0.03286433219909668
[1.53748869 4.58512913],0.03236556053161621
[1.73955683 2.72360916],0.03254055976867676
[1.36531785 6.08452714],0.03356504440307617
[1.73298923 3.18049841],0.029535770416259766
