differential_evolution,time,matrix,degree
[3.14159265 3.14300643],0.23644232749938965,"[[ 3.74939946e-33+9.26745946e-53j -1.83048943e-36+6.12323400e-17j]
 [-1.83048943e-36-6.12323400e-17j  1.00000000e+00+5.40237855e-20j]]",(0.5359881671279725+3.8200585097582675e-20j)
[4.06358373e-06 3.82866085e+00],0.35323238372802734,"[[ 1.00000000e+00-1.05354530e-17j -2.49424068e-23+2.03179187e-06j]
 [-2.49424068e-23-2.03179187e-06j  4.12817819e-12-6.57033517e-29j]]",(0.6706150780810755-7.449690241150636e-18j)
[6.25614297e-07 4.87226978e+00],0.2836644649505615,"[[ 1.00000000e+00+3.40418640e-18j -1.10473979e-23+3.12807149e-07j]
 [-1.10473979e-23-3.12807149e-07j  9.78483122e-14-3.09426103e-30j]]",(0.2035449294724051+2.407123287774326e-18j)
[0.65722789 1.49693551],0.4081432819366455,"[[ 8.95844411e-01+2.39997517e-17j -7.42213413e-18+3.05462276e-01j]
 [-7.42213413e-18-3.05462276e-01j  1.04155589e-01+3.17709246e-18j]]",(0.30533225035372186-0.28229095336270194j)
[0.        4.1856829],0.3049941062927246,"[[1.+8.54351428e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.34907415940003633+6.041176880065874e-18j)
[3.1415918  5.70941524],0.33780503273010254,"[[1.82467514e-13-1.60262319e-30j 1.21673562e-24+4.27162163e-07j]
 [1.21673562e-24-4.27162163e-07j 1.00000000e+00-1.46860304e-17j]]",(0.0039445158235645-1.0384591750651912e-17j)
[1.39695837 6.20990796],0.2650582790374756,"[[ 5.86481862e-01+1.18675619e-18j -1.88476318e-18+4.92464098e-01j]
 [-1.88476318e-18-4.92464098e-01j  4.13518138e-01+5.54214488e-19j]]",(0.03605417476212023+0.2274580865271632j)
[0.         4.80923222],0.24618268013000488,"[[1.-1.87529195e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.23212159347912087-1.3260316511580948e-18j)
[1.45433808 3.15489832],0.2645554542541504,"[[5.58097588e-01+1.92444953e-20j 7.78381991e-19+4.96613200e-01j]
 [7.78381991e-19-4.96613200e-01j 4.41902412e-01+1.99592069e-19j]]",(0.0066075792476002464+0.7231154309601885j)
[1.21854621 5.8998256 ],0.33274126052856445,"[[ 6.72505318e-01+8.11523124e-19j -8.39549799e-18+4.69299388e-01j]
 [-8.39549799e-18-4.69299388e-01j  3.27494682e-01-1.48511599e-18j]]",(0.17553626321973795+0.18263552849744816j)
