Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 4.39868865],0.026813507080078125,[1.3454768  2.89309118],0.04725170135498047,[4.93764073 6.02752105],0.017174959182739258,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.611699  +0.j         0.11986738-0.26903062j]
 [0.11986738+0.26903062j 0.388301  +0.j        ]]",[1.34550294 2.89139747],0.40792526908572335
[3.14159265 3.62244948],0.024154186248779297,[1.34484947 4.71239927],0.04589033126831055,[3.14145963 6.87733847],0.011591911315917969,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.61201463 0.        ]
 [0.         0.38798537]]",[1.34339276 1.57079496],0.9756758179382989
[2.50663283 4.8813411 ],0.03431081771850586,[1.80063712 4.81498435],0.028343677520751953,[1.80065628 4.81508763],0.013587474822998047,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.38609778+0.j         -0.29235038+0.04986023j]
 [-0.29235038-0.04986023j  0.61390222+0.j        ]]",[1.80260062 4.81681745],0.38691049955599505
[3.14159265 4.26931546],0.02423882484436035,[3.38216119e-05 4.71239284e+00],0.03528189659118652,[3.14153035 6.87506061],0.0278475284576416,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.74476528 0.        ]
 [0.         0.25523472]]",[0.00489005 4.71360442],0.515353456887099
[1.86938359 4.69295155],0.027784109115600586,[1.8693693  4.69288773],0.03235960006713867,[1.89619319 4.69282873],0.015255928039550781,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.35291772+0.j         -0.32207003-0.00931576j]
 [-0.32207003+0.00931576j  0.64708228+0.j        ]]",[1.86885004 4.6918495 ],0.3130734237060342
[2.78965144 6.28318531],0.01968550682067871,[2.25895803 1.10826758],0.03883647918701172,[3.92716911 4.1629684 ],0.06254053115844727,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.20319984+0.j         0.30153181+0.17233125j]
 [0.30153181-0.17233125j 0.79680016+0.j        ]]",[2.26374567 1.10628759],0.1299904171068056
[3.14159265 4.39868865],0.02490401268005371,[5.56787766e-05 4.71239284e+00],0.03090500831604004,[3.14145963 6.87733847],0.012542247772216797,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.78024973 0.        ]
 [0.         0.21975027]]",[2.11798917e-05 4.71360442e+00],0.4395217410819042
[2.82598815 6.28318531],0.02123546600341797,[1.51990601 1.25478311],0.02790236473083496,[2.82519403 6.21791029],0.011156320571899414,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.52543027+0.j         0.00725764+0.15519085j]
 [0.00725764-0.15519085j 0.47456973+0.j        ]]",[1.51892696 1.25482813],0.9357506515062191
[3.14159265 3.1049567 ],0.027868986129760742,[1.54502523 1.68864664],0.07118582725524902,[4.73814032 4.83015439],0.012508630752563477,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.51289211+0.j         0.09542462-0.05876933j]
 [0.09542462+0.05876933j 0.48710789+0.j        ]]",[1.54614213 1.68863813],0.8030512943009788
[1.10497043 6.28318531],0.02225327491760254,[1.1049842  0.15945676],0.03353452682495117,[1.10490991 6.4427186 ],0.015461444854736328,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.72457445+0.j         0.07093155+0.34449354j]
 [0.07093155-0.34449354j 0.27542555+0.j        ]]",[1.10279666 0.159752  ],0.1941798321269225
