Nelder-Mead,time,matrix,degree
[3.14159265 3.93566361],0.03498196601867676,"[[3.74939946e-33-5.19583025e-50j 1.67419550e-33+6.12323400e-17j]
 [1.67419550e-33-6.12323400e-17j 1.00000000e+00-7.34512586e-18j]]",(0.6537189538135024-0.02567346507636307j)
[2.64318583 3.4154927 ],0.04333901405334473,"[[ 6.08273715e-02+2.94606302e-19j -1.38289108e-18+2.39013394e-01j]
 [-1.38289108e-18-2.39013394e-01j  9.39172628e-01-7.21544822e-18j]]",(0.2742016009998392+0.11058344892226073j)
[3.14159265 4.42762157],0.03976869583129883,"[[ 3.74939946e-33-8.32555833e-50j -5.05101667e-33+6.12323400e-17j]
 [-5.05101667e-33-6.12323400e-17j  1.00000000e+00+8.42564408e-18j]]",(0.6072539561508862+5.957830068109517e-18j)
[3.14159265 4.42762157],0.028479814529418945,"[[ 3.74939946e-33-8.32555833e-50j -5.05101667e-33+6.12323400e-17j]
 [-5.05101667e-33-6.12323400e-17j  1.00000000e+00+8.42564408e-18j]]",(1.3977252321119624+5.957830068109517e-18j)
[0.96502938 5.26803933],0.055151939392089844,"[[7.84696360e-01+4.41926269e-18j 2.96639285e-17+4.11032824e-01j]
 [2.96639285e-17-4.11032824e-01j 2.15303640e-01+3.73881060e-18j]]",(0.27494837655760596+0.19423186881802168j)
[3.14159265 4.42762157],0.026201248168945312,"[[ 3.74939946e-33-8.32555833e-50j -5.05101667e-33+6.12323400e-17j]
 [-5.05101667e-33-6.12323400e-17j  1.00000000e+00+8.42564408e-18j]]",(1.337450336747034+5.957830068109518e-18j)
[1.92317098 3.30805804],0.058309078216552734,"[[ 3.27436240e-01-1.84440931e-20j -8.47908054e-19+4.69277901e-01j]
 [-8.47908054e-19-4.69277901e-01j  6.72563760e-01+1.69372728e-18j]]",(0.07775078931543997+0.7963325405816714j)
[3.14159265 4.48228356],0.029541492462158203,"[[3.74939946e-33-1.38402023e-49j 3.99870324e-34+6.12323400e-17j]
 [3.99870324e-34-6.12323400e-17j 1.00000000e+00+6.02420527e-18j]]",(0.24143044237603412+4.2597564006431276e-18j)
[1.21042748 3.55408658],0.04280233383178711,"[[6.76309704e-01+1.65281237e-19j 2.53052651e-17+4.67883413e-01j]
 [2.53052651e-17-4.67883413e-01j 3.23690296e-01-3.20148747e-18j]]",(0.18754535364745709+0.7488943818730713j)
[3.14159265 4.42762157],0.03178143501281738,"[[ 3.74939946e-33-8.32555833e-50j -5.05101667e-33+6.12323400e-17j]
 [-5.05101667e-33-6.12323400e-17j  1.00000000e+00+8.42564408e-18j]]",(1.3871545061033839+5.957830068109517e-18j)
