Powell,time,matrix,degree
[3.14154666 4.71239284],0.12292695045471191,"[[ 5.28857511e-10+1.83559022e-26j -1.10431440e-22+2.29969022e-05j]
 [-1.10431440e-22-2.29969022e-05j  9.99999999e-01+2.56113006e-17j]]",(0.0018099697273321305+1.811138463143658e-17j)
[1.91473819 4.71238898],0.09774279594421387,"[[ 3.31399648e-01+5.66062843e-18j -1.32381812e-17+4.70716392e-01j]
 [-1.32381812e-17-4.70716392e-01j  6.68600352e-01-1.61212931e-17j]]",(2.882306608578953e-17-0.4707163911399968j)
[3.14154666 4.71239284],0.08082032203674316,"[[5.28857510e-10-2.15296491e-27j 2.80328593e-22+2.29969022e-05j]
 [2.80328593e-22-2.29969022e-05j 9.99999999e-01+4.41563316e-18j]]",(0.19137419273906495+3.122324205915535e-18j)
[3.10705387e-10 4.71239266e+00],0.12869477272033691,"[[ 1.00000000e+00+1.37342165e-17j -6.69428779e-27+1.55352693e-10j]
 [-6.69428779e-27-1.55352693e-10j  2.41344593e-20-1.63986500e-37j]]",(0.03379093548662404+5.207093394394746e-18j)
[1.53442539 4.71239284],0.08120608329772949,"[[ 5.18181462e-01+4.48116922e-18j -8.78323551e-18+4.99669325e-01j]
 [-8.78323551e-18-4.99669325e-01j  4.81818538e-01+1.14252915e-17j]]",(3.0595921970739803e-17-0.4996693249358407j)
[3.10705387e-10 4.71239266e+00],0.1234736442565918,"[[ 1.00000000e+00+1.37342165e-17j -6.69428779e-27+1.55352693e-10j]
 [-6.69428779e-27-1.55352693e-10j  2.41344593e-20-1.63986500e-37j]]",(0.04307213305721881+1.4002579351886656e-17j)
[1.17792563 4.71239284],0.08580541610717773,"[[6.91420989e-01+9.14170838e-18j 2.50103119e-17+4.61906922e-01j]
 [2.50103119e-17-4.61906922e-01j 3.08579011e-01+6.72124419e-18j]]",(2.828364170484699e-17+0.461906922461875j)
[1.77058423 4.71238898],0.0877995491027832,"[[ 4.00769270e-01-5.15471882e-18j -3.82057407e-17+4.90054346e-01j]
 [-3.82057407e-17-4.90054346e-01j  5.99230730e-01-2.48383673e-17j]]",(3.0007174315938184e-17-0.490054346066643j)
[1.59433252 4.71239284],0.07583475112915039,"[[ 4.88232990e-01-1.30451735e-17j -5.77050209e-17+4.99861518e-01j]
 [-5.77050209e-17-4.99861518e-01j  5.11767010e-01-1.07824992e-17j]]",(3.060769041241494e-17-0.4998615181736514j)
[2.09479727 4.37011203],0.08911514282226562,"[[2.49825878e-01+4.78648198e-18j 7.37975483e-18+4.32912126e-01j]
 [7.37975483e-18-4.32912126e-01j 7.50174122e-01+4.01348602e-18j]]",(0.3223169613968871+0.5782108576105184j)
