dual_annealing,time,matrix,degree
[1.67320275 5.08332416],2.3532159328460693,"[[4.48886237e-01-9.81127797e-18j 2.83444644e-17+4.97380522e-01j]
 [2.83444644e-17-4.97380522e-01j 5.51113763e-01-2.15978903e-17j]]",(1.1232546632032352+2.2908753282415334e-17j)
[2.44899884 5.99829136],2.2085347175598145,"[[1.15203819e-01+1.64182047e-18j 3.83959723e-18+3.19267755e-01j]
 [3.83959723e-18-3.19267755e-01j 8.84796181e-01-1.27964880e-18j]]",(0.18130031018416642+1.5969096702240505e-26j)
[1.86780674 3.067568  ],2.2322351932525635,"[[3.53668586e-01+1.22219228e-19j 2.70249516e-18+4.78107851e-01j]
 [2.70249516e-18-4.78107851e-01j 6.46331414e-01+6.27652587e-19j]]",(1.911121623351687-6.1623833676162965e-18j)
[0.07963001 5.83357802],2.443524122238159,"[[9.98415603e-01-8.56198229e-18j 4.37379666e-19+3.97729423e-02j]
 [4.37379666e-19-3.97729423e-02j 1.58439725e-03-1.71786469e-20j]]",(0.03546394661667901+6.764295377682252e-18j)
[1.7758374  5.17067571],2.0543947219848633,"[[3.98196311e-01+1.29755454e-17j 1.36240246e-17+4.89526311e-01j]
 [1.36240246e-17-4.89526311e-01j 6.01803689e-01+1.43132914e-17j]]",(1.0338978684176463-4.714221024674709e-17j)
[0.27430604 4.88281817],2.328094482421875,"[[9.81306705e-01-2.03764143e-17j 2.21452612e-19+1.35439492e-01j]
 [2.21452612e-19-1.35439492e-01j 1.86932953e-02+7.78518810e-19j]]",(0.3490846225152026-6.382255638459509e-24j)
[1.04905931 1.28290671],2.1015546321868896,"[[7.49193403e-01+2.35657065e-17j 1.26950183e-17+4.33477391e-01j]
 [1.26950183e-17-4.33477391e-01j 2.50806597e-01-5.98281881e-18j]]",(1.0375063193620293-1.1119104602276118e-17j)
[0.75296669 2.9750475 ],2.1044609546661377,"[[8.64831720e-01+2.64501614e-18j 3.27423405e-18+3.41903226e-01j]
 [3.27423405e-18-3.41903226e-01j 1.35168280e-01+6.50227089e-19j]]",(1.3628739141783521-1.6127332964252534e-17j)
[1.6380243  4.50311353],2.15962290763855,"[[ 4.66411330e-01-1.29439329e-18j -3.84643967e-17+4.98870526e-01j]
 [-3.84643967e-17-4.98870526e-01j  5.33588670e-01+3.74791532e-18j]]",(1.5506778192730881-5.5420291653470325e-25j)
[0.98207397 0.79237736],2.1568942070007324,"[[7.77649462e-01-1.19165882e-17j 2.45234945e-17+4.15825416e-01j]
 [2.45234945e-17-4.15825416e-01j 2.22350538e-01+4.06509904e-18j]]",(0.6418765437623719+5.121117396816089e-17j)
