Powell,time,matrix,degree
[2.36420912 2.38725044],0.03538680076599121,"[[1.43624396e-01+1.59643884e-18j 9.50653019e-18+3.50708467e-01j]
 [9.50653019e-18-3.50708467e-01j 8.56375604e-01+1.37208460e-17j]]",(0.2533336085162465-0.5722576436535575j)
[1.91330036 3.27574341],0.03608345985412598,"[[ 3.32076636e-01-1.85708651e-19j -2.85922265e-18+4.70958325e-01j]
 [-2.85922265e-18-4.70958325e-01j  6.67923364e-01-1.38525216e-18j]]",(0.06297458109263955+0.798924264602093j)
[1.90235166 1.57079242],0.031070232391357422,"[[ 3.37242978e-01-1.32465429e-17j -2.16694235e-17+4.72768603e-01j]
 [-2.16694235e-17-4.72768603e-01j  6.62757022e-01-1.65331163e-17j]]",(2.894872779922292e-17-0.47276860265961007j)
[1.61843755 5.0182966 ],0.049405813217163086,"[[4.76188397e-01+4.93508506e-18j 2.89158273e-17+4.99432686e-01j]
 [2.89158273e-17-4.99432686e-01j 5.23811603e-01+1.37244021e-17j]]",(0.007051740862017506+0.34902414701024703j)
[1.45737889 4.8872197 ],0.0454866886138916,"[[5.56587218e-01-3.54483068e-18j 2.76168091e-17+4.96787567e-01j]
 [2.76168091e-17-4.96787567e-01j 4.43412782e-01+4.54057552e-19j]]",(0.2066781930550281+0.4103756198360674j)
[2.00017902 5.98246047],0.06236839294433594,"[[2.91845193e-01-2.09202356e-18j 7.95505152e-18+4.54611456e-01j]
 [7.95505152e-18-4.54611456e-01j 7.08154807e-01+5.79124688e-18j]]",(0.13615715001428036+0.13828524206824847j)
[1.62875471 4.71239284],0.02831888198852539,"[[4.71037030e-01-1.32705409e-17j 3.74002409e-17+4.99160442e-01j]
 [3.74002409e-17-4.99160442e-01j 5.28962970e-01-5.50910073e-18j]]",(3.056476184710074e-17+0.499160441498416j)
[3.14155371 1.57076121],0.05817270278930664,"[[3.79145391e-10-9.22526922e-27j 4.50871419e-22+1.94716561e-05j]
 [4.50871419e-22-1.94716561e-05j 1.00000000e+00-4.29875070e-18j]]",(0.29990259825701077-3.0396757380539723e-18j)
[3.14159265 4.71239281],0.09738683700561523,"[[ 8.88946712e-28-2.43763263e-44j -2.66542092e-30+2.98152094e-14j]
 [-2.66542092e-30-2.98152094e-14j  1.00000000e+00-2.04146425e-17j]]",(0.05901450472228673-1.443533214373497e-17j)
[1.37976994 3.09386341],0.030640125274658203,"[[ 5.94933355e-01+7.47670025e-19j -7.66033736e-19+4.90904938e-01j]
 [-7.66033736e-19-4.90904938e-01j  4.05066645e-01-1.81315034e-19j]]",(0.023421983010224422-0.7672297678797074j)
