dual_annealing,time,matrix,degree
[1.49624098 4.89722558],0.671055793762207,"[[ 5.37243147e-01-2.06820776e-17j -1.09668117e-17+4.98611019e-01j]
 [-1.09668117e-17-4.98611019e-01j  4.62756853e-01+1.29389744e-17j]]",(0.16147698997162271+0.40697417828544713j)
[3.1415897  3.14159265],0.6688792705535889,"[[ 2.18408557e-12-8.22112299e-45j -3.90536811e-39+1.47786521e-06j]
 [-3.90536811e-39-1.47786521e-06j  1.00000000e+00-1.63147708e-33j]]",(0.04771107264752817-1.1536285071087645e-33j)
[3.14156605 3.14159265],0.6863300800323486,"[[1.76910931e-10-6.30044713e-43j 7.81070160e-38+1.33007869e-05j]
 [7.81070160e-38-1.33007869e-05j 1.00000000e+00+3.81299070e-33j]]",(0.2379641718397085+2.696191586568241e-33j)
[3.1415897  3.14159265],0.6812715530395508,"[[ 2.18408557e-12-8.22112299e-45j -3.90536811e-39+1.47786521e-06j]
 [-3.90536811e-39-1.47786521e-06j  1.00000000e+00-1.63147708e-33j]]",(0.053398548580911295-1.153628506984265e-33j)
[3.14151285 3.14159265],0.6952548027038574,"[[ 1.59219838e-09-4.91702631e-42j -1.48546158e-37+3.99023605e-05j]
 [-1.48546158e-37-3.99023605e-05j  9.99999998e-01-2.69543420e-33j]]",(0.5800224603187142-1.9059598092958553e-33j)
[2.95573041e-06 3.14159265e+00],0.6799445152282715,"[[ 1.00000000e+00+1.63147708e-33j -9.53850329e-40+1.47786521e-06j]
 [-9.53850329e-40-1.47786521e-06j  2.18408557e-12-9.96685852e-45j]]",(0.044755035188150445+1.15362850704468e-33j)
[3.14151285 3.14159265],0.6856536865234375,"[[ 1.59219838e-09-4.91702631e-42j -1.48546158e-37+3.99023605e-05j]
 [-1.48546158e-37-3.99023605e-05j  9.99999998e-01-2.69543420e-33j]]",(0.5991940418116753-1.9059598086848933e-33j)
[8.86719124e-06 3.14159265e+00],0.6736226081848145,"[[1.00000000e+00+1.08698824e-33j 2.81425972e-38+4.43359562e-06j]
 [2.81425972e-38-4.43359562e-06j 1.96567701e-11-7.87798191e-44j]]",(0.13231870575934615+7.686167576562212e-34j)
[1.58459368 4.60833249],0.6733412742614746,"[[4.93101544e-01+9.97409584e-19j 2.54937188e-17+4.99952409e-01j]
 [2.54937188e-17-4.99952409e-01j 5.06898456e-01+2.39153194e-18j]]",(0.06406424799504948+0.5518890790723731j)
[8.86719124e-06 3.14159265e+00],0.684056282043457,"[[1.00000000e+00+1.08698824e-33j 2.81425972e-38+4.43359562e-06j]
 [2.81425972e-38-4.43359562e-06j 1.96567701e-11-7.87798191e-44j]]",(0.15225997709037956+7.686167574271042e-34j)
