dual_annealing,time,matrix,degree
[1.87488198 0.795535  ],2.133924961090088,"[[ 3.50289551e-01+4.45769687e-18j -1.23143816e-17+4.77060564e-01j]
 [-1.23143816e-17-4.77060564e-01j  6.49710449e-01-2.06831972e-19j]]",(0.7391788303097704+5.117728883860467e-17j)
[1.57916822 1.17749162],2.351256847381592,"[[4.95814103e-01-1.59581059e-18j 3.37577387e-18+4.99982478e-01j]
 [3.37577387e-18-4.99982478e-01j 5.04185897e-01-9.33941028e-18j]]",(1.1105979441904226+4.5483299788320515e-26j)
[0.45966293 5.42583332],2.111382484436035,"[[ 9.48101044e-01-2.58161197e-17j -3.92186403e-18+2.21823024e-01j]
 [-3.92186403e-18-2.21823024e-01j  5.18989558e-02-5.49986300e-19j]]",(0.3688180032835854+5.413410019097056e-26j)
[1.49111108 0.16662691],2.1051180362701416,"[[ 5.39800472e-01+1.80094644e-18j -2.91786721e-19+4.98413405e-01j]
 [-2.91786721e-19-4.98413405e-01j  4.60199528e-01-1.42435820e-18j]]",(0.16590608948997915+1.6843534125807797e-25j)
[2.74197434 3.47674151],2.097764730453491,"[[ 3.93952195e-02-2.92473424e-19j -5.86825818e-18+1.94533381e-01j]
 [-5.86825818e-18-1.94533381e-01j  9.60604781e-01+1.28543955e-18j]]",(0.7672403376868473+5.548065019783727e-24j)
[1.73104736 5.10789577],2.241063356399536,"[[4.20216984e-01+2.99232894e-18j 1.01492861e-17+4.93593629e-01j]
 [1.01492861e-17-4.93593629e-01j 5.79783016e-01+2.62116667e-17j]]",(1.0945980139150595-2.3099542713438965e-17j)
[1.35037412 0.66793145],2.1776890754699707,"[[6.09320815e-01-6.21045501e-18j 1.04980058e-17+4.87902613e-01j]
 [1.04980058e-17-4.87902613e-01j 3.90679185e-01+3.03988604e-18j]]",(0.6397227101931943+5.244415119415282e-17j)
[0.90602652 4.34495493],2.0744521617889404,"[[ 8.08438985e-01-6.52677221e-18j -2.59364580e-17+3.93529405e-01j]
 [-2.59364580e-17-3.93529405e-01j  1.91561015e-01+6.76139303e-18j]]",(1.2976792824993324-1.1222044651485048e-26j)
[1.37525234 0.51631367],2.190948724746704,"[[5.97150093e-01+8.67125376e-19j 2.42320878e-19+4.90471059e-01j]
 [2.42320878e-19-4.90471059e-01j 4.02849907e-01+2.60706424e-18j]]",(0.5008668822155907-5.36716327600077e-17j)
[1.53330088 5.97412475],2.2174084186553955,"[[5.18743332e-01-4.44324817e-18j 1.35038089e-17+4.99648564e-01j]
 [1.35038089e-17-4.99648564e-01j 4.81256668e-01-6.01135989e-18j]]",(0.3076156133423612+8.438547470121816e-26j)
