Powell,time,matrix,degree
[1.22110431 4.47557567],0.0373387336730957,"[[6.71304239e-01-4.83117148e-18j 3.50665889e-18+4.69739138e-01j]
 [3.50665889e-18-4.69739138e-01j 3.28695761e-01-6.03816959e-18j]]",(0.31696439512716945+0.5799484245934272j)
[0.90009142 6.1541008 ],0.044548988342285156,"[[ 8.10769177e-01-5.15205005e-19j -2.96790246e-18+3.91691867e-01j]
 [-2.96790246e-18-3.91691867e-01j  1.89230823e-01-4.69198746e-19j]]",(0.05042290726793134+0.05246872182264039j)
[0.77661858 1.10186618],0.14926457405090332,"[[ 8.56643776e-01-5.84948632e-19j -2.48588482e-17+3.50435753e-01j]
 [-2.48588482e-17-3.50435753e-01j  1.43356224e-01+2.11087571e-18j]]",(0.3251731731373425-0.18463916151422696j)
[6.56770333e-10 4.71238334e+00],0.054074764251708984,"[[ 1.00000000e+00+1.80943298e-17j -1.84270748e-26+3.28385167e-10j]
 [-1.84270748e-26-3.28385167e-10j  1.07836818e-19-2.52386362e-36j]]",(0.3828307428581292+1.2794623333751148e-17j)
[1.98172492 1.62654634],0.07454895973205566,"[[3.00269606e-01-3.92588685e-18j 8.73859229e-18+4.58375141e-01j]
 [8.73859229e-18-4.58375141e-01j 6.99730394e-01-2.23043853e-17j]]",(0.3453890267179664-0.48390604374863244j)
[1.638979   1.37655042],0.030781030654907227,"[[4.65935074e-01-2.20814160e-18j 3.64323904e-18+4.98838231e-01j]
 [3.64323904e-18-4.98838231e-01j 5.34064926e-01+5.58246719e-18j]]",(0.14991807454870668-0.4025526938271632j)
[1.84379434 3.19544869],0.04061388969421387,"[[3.65190185e-01+6.58069484e-19j 3.84299861e-19+4.81483451e-01j]
 [3.84299861e-19-4.81483451e-01j 6.34809815e-01-9.00111220e-19j]]",(0.025921109306507217+0.7941921086401917j)
[1.40062494 1.37627793],0.029254913330078125,"[[ 5.84675634e-01+1.20415871e-17j -2.68973204e-17+4.92777878e-01j]
 [-2.68973204e-17-4.92777878e-01j  4.15324366e-01+3.86671655e-18j]]",(0.24750382237586216-0.3975344640653713j)
[1.64406525 4.71239284],0.08070039749145508,"[[ 4.63398307e-01+1.37987066e-17j -6.32620896e-18+4.98658517e-01j]
 [-6.32620896e-18-4.98658517e-01j  5.36601693e-01-2.42053189e-17j]]",(3.053402780364608e-17-0.49865851647846643j)
[1.53270273 4.89683069],0.03274703025817871,"[[5.19042194e-01+2.48637108e-18j 1.48198731e-17+4.99637263e-01j]
 [1.48198731e-17-4.99637263e-01j 4.80957806e-01+6.35688286e-18j]]",(0.09960467859313005+0.4079964029312907j)
