differential_evolution,time,matrix,degree
[0.62150321 1.00973452],1.8184623718261719,"[[9.06502060e-01-1.48697395e-17j 8.90300727e-18+2.91128967e-01j]
 [8.90300727e-18-2.91128967e-01j 9.34979400e-02+1.86222859e-18j]]",(0.24649616448131573-0.13622345958877952j)
[1.35467914 0.70468156],1.8800394535064697,"[[6.07219380e-01-2.69460424e-18j 2.95142869e-17+4.88368718e-01j]
 [2.95142869e-17-4.88368718e-01j 3.92780620e-01-4.13004034e-18j]]",(0.3163609928405195-0.11632070107755767j)
[1.75558192 2.11359863],1.8000662326812744,"[[ 4.08132111e-01+6.29454797e-18j -2.36473991e-19+4.91487834e-01j]
 [-2.36473991e-19-4.91487834e-01j  5.91867889e-01+5.63930870e-18j]]",(0.4208436080562393-0.7453597473897112j)
[1.04835619 3.11962566],1.7845747470855713,"[[ 7.49498129e-01-4.07561618e-19j -4.98480136e-19+4.33302070e-01j]
 [-4.98480136e-19-4.33302070e-01j  2.50501871e-01+2.26224482e-20j]]",(0.00951757674432708-0.8664995992392229j)
[2.55082006 6.06345637],2.0008511543273926,"[[ 8.47447038e-02-8.63468042e-19j -2.50940362e-18+2.78501416e-01j]
 [-2.50940362e-18-2.78501416e-01j  9.15255296e-01+7.69610302e-19j]]",(0.060703584755184004+0.006696129963109752j)
[2.66997101 2.37556498],1.8007137775421143,"[[5.45836520e-02-1.39023082e-18j 1.15453641e-17+2.27165748e-01j]
 [1.15453641e-17-2.27165748e-01j 9.45416348e-01-2.34628942e-17j]]",(0.15748900955309147-0.390877350118161j)
[2.45316815 0.49970733],1.7489230632781982,"[[ 1.13876041e-01+7.58651914e-19j -6.34941114e-18+3.17660649e-01j]
 [-6.34941114e-18-3.17660649e-01j  8.86123959e-01+1.17148251e-18j]]",(0.15221303395913502-0.038842643459215453j)
[2.27167878 2.27134458],2.0966274738311768,"[[1.77553815e-01-2.34771733e-18j 1.02300470e-17+3.82136700e-01j]
 [1.02300470e-17-3.82136700e-01j 8.22446185e-01-2.55385715e-17j]]",(0.29213925772378524-0.62847612403764j)
[1.69290585 4.83602389],1.9780857563018799,"[[4.39096852e-01+8.53011148e-19j 2.76593801e-17+4.96276945e-01j]
 [2.76593801e-17-4.96276945e-01j 5.60903148e-01+2.17001943e-17j]]",(0.49248883106382635+0.43507598252418134j)
[1.68357809 5.45737421],1.9228081703186035,"[[4.43728587e-01+1.02189863e-17j 4.20226292e-17+4.96823438e-01j]
 [4.20226292e-17-4.96823438e-01j 5.56271413e-01-1.27411476e-18j]]",(0.3652138731593751+0.1599965458967078j)
