Powell,time,matrix,degree
[1.48577337 4.71239284],0.030565738677978516,"[[ 5.42460279e-01-2.04343243e-17j -2.65511487e-17+4.98193863e-01j]
 [-2.65511487e-17-4.98193863e-01j  4.57539721e-01-4.32800412e-18j]]",(3.050557595512939e-17-0.49819386253029957j)
[1.4943057  4.99432411],0.03408002853393555,"[[ 5.38208030e-01-3.04614810e-18j -3.51117404e-17+4.98538009e-01j]
 [-3.51117404e-17-4.98538009e-01j  4.61791970e-01-3.53819047e-18j]]",(0.12673642623794432+0.3598475529897212j)
[1.41297681 3.48388498],0.03655529022216797,"[[5.78582601e-01+5.26240989e-18j 1.51398690e-17+4.93786163e-01j]
 [1.51398690e-17-4.93786163e-01j 4.21417399e-01-4.67272437e-18j]]",(0.16573652233784084+0.6906634661161573j)
[1.99565754 4.71238898],0.045050859451293945,"[[ 2.93902833e-01+1.23726526e-17j -2.17116933e-17+4.55547975e-01j]
 [-2.17116933e-17-4.55547975e-01j  7.06097167e-01-6.69837161e-18j]]",(2.789426849009074e-17-0.45554797529396746j)
[1.83693303 4.71238898],0.040924787521362305,"[[ 3.68496941e-01+1.24385953e-17j -3.82526975e-17+4.82397083e-01j]
 [-3.82526975e-17-4.82397083e-01j  6.31503059e-01-2.49609380e-17j]]",(2.9538302155937847e-17-0.4823970825956278j)
[1.71566554 1.57184461],0.03649497032165527,"[[4.27818493e-01-6.46651828e-18j 1.19902365e-17+4.94762398e-01j]
 [1.19902365e-17-4.94762398e-01j 5.72181507e-01-2.00446593e-17j]]",(0.24852610074254033-0.49527601485595707j)
[2.56901141 4.1964622 ],0.15485382080078125,"[[ 7.97473753e-02-1.83845814e-18j -1.16281477e-17+2.70901701e-01j]
 [-1.16281477e-17-2.70901701e-01j  9.20252625e-01+4.56751720e-18j]]",(0.2357374168641778+0.4043782677257513j)
[6.75900311e-15 4.71239285e+00],0.09440064430236816,"[[1.00000000e+00+7.10563542e-18j 3.47264418e-32+3.37950155e-15j]
 [3.47264418e-32-3.37950155e-15j 1.14210308e-29-2.70127597e-46j]]",(0.24303439660477452+5.0244429914488385e-18j)
[5.68817221e-14 4.71239286e+00],0.09330415725708008,"[[ 1.00000000e+00-2.97533552e-18j -1.18651180e-30+2.84408611e-14j]
 [-1.18651180e-30-2.84408611e-14j  8.08882578e-28+1.49612066e-44j]]",(0.09406007224610922-2.1038799202841146e-18j)
[1.54577129 3.17585434],0.027925491333007812,"[[ 5.12511212e-01-6.84267120e-20j -2.81763120e-19+4.99843445e-01j]
 [-2.81763120e-19-4.99843445e-01j  4.87488788e-01+2.65341271e-20j]]",(0.01711246626926492+0.608938077028236j)
