differential_evolution,time,matrix,degree
[3.14159264 2.58846983],0.4050140380859375,"[[8.00612872e-17+2.63319992e-34j 6.79085730e-26+8.94769731e-09j]
 [6.79085730e-26-8.94769731e-09j 1.00000000e+00+3.53560247e-18j]]",(0.0018101165650099122+2.5000484792932097e-18j)
[3.14159265 2.15288101],0.20584988594055176,"[[ 3.74939946e-33+1.51798518e-50j -2.57668620e-33+6.12323400e-17j]
 [-2.57668620e-33-6.12323400e-17j  1.00000000e+00+1.72167382e-17j]]",(0.46868887138723053+1.217407229800358e-17j)
[3.14158575 3.27833019],0.26873326301574707,"[[1.19054881e-11+1.08739006e-29j 1.01458983e-23+3.45043302e-06j]
 [1.01458983e-23-3.45043302e-06j 1.00000000e+00+4.17408861e-18j]]",(0.19137419482077694+2.9515263654453118e-18j)
[1.41881475e-06 4.70356806e+00],0.28568220138549805,"[[ 1.00000000e+00-7.12906362e-18j -1.26225126e-23+7.09407375e-07j]
 [-1.26225126e-23-7.09407375e-07j  5.03258823e-13-1.99669060e-29j]]",(0.033790935478465824-5.041009230279874e-18j)
[0.         0.43616775],0.39344048500061035,"[[1.+2.84703684e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6814073483688385+2.013159054886179e-18j)
[0.        1.2319375],0.32985782623291016,"[[1.-1.46387759e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.04307213305721897-1.0351177687468255e-17j)
[0.         4.74905216],0.21060705184936523,"[[1.+1.87903731e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.43639862682486763+1.3286800253730437e-18j)
[3.14159077 5.9629974 ],0.22494220733642578,"[[8.84326154e-13+2.05620626e-30j 7.02629699e-24+9.40386173e-07j]
 [7.02629699e-24-9.40386173e-07j 1.00000000e+00-9.47298151e-18j]]",(0.5667666448078058-6.698409462420627e-18j)
[3.14159265 0.73402409],0.21187949180603027,"[[ 3.74939946e-33+2.93880102e-50j -1.75957167e-33+6.12323400e-17j]
 [-1.75957167e-33-6.12323400e-17j  1.00000000e+00+1.59420949e-17j]]",(0.6904544602052369+1.1272763381218717e-17j)
[2.09477806 4.37011324],0.3996098041534424,"[[2.49834195e-01-5.66681920e-18j 3.86603204e-17+4.32916932e-01j]
 [3.86603204e-17-4.32916932e-01j 7.50165805e-01-1.54199372e-17j]]",(0.32231696134602367+0.578215663726768j)
