Nelder-Mead,fun,time,Powell,fun,time,SLSQP,fun,time,Density Matrix
[3.14159265 1.071967  ],2.5739070081854494,0.11820769309997559,[0.76902273 5.48807811],0.1281477461302245,0.4072887897491455,[2.63298863e+00 1.00992933e-09],1.9603750738798442,0.07647967338562012,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.7952264 +0.j         -0.24824822+0.24347888j]
 [-0.24824822-0.24347888j  0.2047736 +0.j        ]]"
[0.53473042 2.41917827],0.013785530938760948,0.05077934265136719,[0.53472412 2.41919232],0.013779884129405506,0.22422575950622559,[0.53479839 2.41930669],0.013829988081065336,0.05249166488647461,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.92331487+0.j         0.16847176-0.19115746j]
 [0.16847176+0.19115746j 0.07668513+0.j        ]]"
[3.14159265 1.10191021],1.1099711045799718,0.08638739585876465,[1.46058909 4.71239284],0.9939503460757992,0.1279902458190918,[3.14159265 1.59684225],1.1099711045799718,0.024612903594970703,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.55498555 0.        ]
 [0.         0.44501445]]"
[3.14159265 1.10191021],1.8972293226268635,0.07423210144042969,[5.84322731e-05 4.71239284e+00],0.10282910816479827,0.12529516220092773,[3.14159265 1.59684225],1.8972293226268635,0.029064655303955078,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.94861466 0.        ]
 [0.         0.05138534]]"
[3.14159265 1.10191021],1.2120779409191065,0.10335540771484375,[0.78949316 3.14159264],1.2021237728301457,0.05837750434875488,[3.14159265 1.59684225],1.2120779409191065,0.00897359848022461,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.60603897 0.        ]
 [0.         0.39396103]]"
[3.14159265 1.19097957],0.004199359350850854,0.08116507530212402,[3.14159265 4.71239289],0.0041993600810599045,0.268552303314209,[3.14159265 1.49536016],0.004199359350850826,0.012868165969848633,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.00209968 0.        ]
 [0.         0.99790032]]"
[2.12455776 3.06158611],0.14498875130414346,0.14772391319274902,[2.12457034 3.06159249],0.1449992318375833,0.12319707870483398,[2.12453017 3.06157595],0.1449692851797585,0.1433703899383545,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.23706742+0.j         0.03399432-0.35143973j]
 [0.03399432+0.35143973j 0.76293258+0.j        ]]"
[3.14159265 1.10191021],1.1713955940477145,0.10606789588928223,[1.39852303 1.57079242],0.9852283157257804,0.08156657218933105,[3.14159265 1.59684225],1.1713955940477145,0.02577042579650879,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.5856978 0.       ]
 [0.        0.4143022]]"
[0.54824556 2.80777332],0.01556370989389294,0.16460394859313965,[0.54814719 2.80775291],0.015532299869432498,0.42195868492126465,[0.54815532 2.80771978],0.015529955447843413,0.18469810485839844,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.918984  +0.j         0.08538076-0.24616852j]
 [0.08538076+0.24616852j 0.081016  +0.j        ]]"
[3.14159265 1.18575121],0.01987050538161233,0.08099508285522461,[3.14159265 4.7123929 ],0.01987050611182138,0.23733043670654297,[3.14159265 1.49536016],0.0198705053816123,0.0069811344146728516,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.00993525 0.        ]
 [0.         0.99006475]]"
