Nelder-Mead,time,matrix,degree,Powell,time,matrix,degree,differential_evolution,time,matrix,degree,dual_annealing,time,matrix,degree,Density Matrix
[1.57613443 4.78583294],0.04144096374511719,"[[4.97330961e-01-8.08629539e-19j 2.87669224e-17+4.99992876e-01j]
 [2.87669224e-17-4.99992876e-01j 5.02669039e-01-3.77261129e-18j]]",(0.03608366050607284+0.463313332428117j),[1.57611953 4.78582795],0.07875227928161621,"[[4.97338412e-01+1.38652353e-17j 4.83971228e-17+4.99992916e-01j]
 [4.83971228e-17-4.99992916e-01j 5.02661588e-01-3.81691267e-18j]]",(0.03608366049679449+0.4633133722708984j),[1.57613443 4.78583294],0.029955148696899414,"[[4.97330961e-01-8.08629539e-19j 2.87669224e-17+4.99992876e-01j]
 [2.87669224e-17-4.99992876e-01j 5.02669039e-01-3.77261129e-18j]]",(0.03608366050607284+0.463313332428117j),[1.57611953 4.78582795],0.07177138328552246,"[[4.97338412e-01+1.38652353e-17j 4.83971228e-17+4.99992916e-01j]
 [4.83971228e-17-4.99992916e-01j 5.02661588e-01-3.81691267e-18j]]",(0.03608366049679449+0.4633133722708984j),"  (0, 0)	(0.49733841242740934+0j)
  (0, 1)	(-0.036083660496794484+0.03667954363033383j)
  (1, 0)	(-0.036083660496794484-0.03667954363033383j)
  (1, 1)	(0.5026615875725906+0j)"
[1.91558821 2.61410027],0.030943632125854492,"[[3.30999592e-01-4.94762879e-18j 9.56025613e-18+4.70572908e-01j]
 [9.56025613e-18-4.70572908e-01j 6.69000408e-01+6.09154743e-19j]]",(0.23686472065081557-0.7067390182307497j),[1.91574897 2.61408288],0.07975101470947266,"[[ 3.30923943e-01+7.35548744e-19j -2.05988408e-18+4.70545733e-01j]
 [-2.05988408e-18-4.70545733e-01j  6.69076057e-01+5.43240174e-18j]]",(0.23686472285281754-0.7067118365319575j),[1.91558821 2.61410027],0.03294825553894043,"[[3.30999592e-01-4.94762879e-18j 9.56025613e-18+4.70572908e-01j]
 [9.56025613e-18-4.70572908e-01j 6.69000408e-01+6.09154743e-19j]]",(0.23686472065081557-0.7067390182307497j),[1.91574897 2.61408288],0.07728123664855957,"[[ 3.30923943e-01+7.35548744e-19j -2.05988408e-18+4.70545733e-01j]
 [-2.05988408e-18-4.70545733e-01j  6.69076057e-01+5.43240174e-18j]]",(0.23686472285281754-0.7067118365319575j),"  (0, 0)	(0.3309959031201436+0j)
  (0, 1)	(0.23686472064501435-0.23616610990839465j)
  (1, 0)	(0.23686472064501435+0.23616610990839465j)
  (1, 1)	(0.6690040968798564+0j)"
[1.69893108 4.71238898],0.04088926315307617,"[[ 4.36107794e-01-1.01276714e-17j -7.50945287e-18+4.95900984e-01j]
 [-7.50945287e-18-4.95900984e-01j  5.63892206e-01-2.11773144e-17j]]",(3.036517764036206e-17-0.49590098404704896j),[1.69892481 4.71239174],0.10915398597717285,"[[4.36110906e-01-4.79023572e-18j 1.81132448e-17+4.95901385e-01j]
 [1.81132448e-17-4.95901385e-01j 5.63889094e-01-2.71913128e-17j]]",(3.036520219428274e-17+0.4959013850430047j),[1.69893108 4.71238898],0.039891719818115234,"[[ 4.36107794e-01-1.01276714e-17j -7.50945287e-18+4.95900984e-01j]
 [-7.50945287e-18-4.95900984e-01j  5.63892206e-01-2.11773144e-17j]]",(3.036517764036206e-17-0.49590098404704896j),[1.69892481 4.71239174],0.11278796195983887,"[[4.36110906e-01-4.79023572e-18j 1.81132448e-17+4.95901385e-01j]
 [1.81132448e-17-4.95901385e-01j 5.63889094e-01-2.71913128e-17j]]",(3.036520219428274e-17+0.4959013850430047j),"  (0, 0)	(0.4361109061594885+0j)
  (1, 1)	(0.5638890938405114+0j)"
[0.58325231 0.82513682],0.1506338119506836,"[[9.17337944e-01-2.29236374e-17j 3.32542241e-18+2.75370734e-01j]
 [3.32542241e-18-2.75370734e-01j 8.26620565e-02+2.94576585e-19j]]",(0.2027551047403792-0.08834258366689797j),[0.4167361  1.54025052],0.10868167877197266,"[[ 9.57207482e-01-1.57605579e-17j -1.84181494e-18+2.02389027e-01j]
 [-1.84181494e-18-2.02389027e-01j  4.27925179e-02+1.12978541e-18j]]",(0.21442549718138393-0.014681572928103431j),[0.58325231 0.82513682],0.15679001808166504,"[[9.17337944e-01-2.29236374e-17j 3.32542241e-18+2.75370734e-01j]
 [3.32542241e-18-2.75370734e-01j 8.26620565e-02+2.94576585e-19j]]",(0.2027551047403792-0.08834258366689797j),[0.4167361  1.54025052],0.09759950637817383,"[[ 9.57207482e-01-1.57605579e-17j -1.84181494e-18+2.02389027e-01j]
 [-1.84181494e-18-2.02389027e-01j  4.27925179e-02+1.12978541e-18j]]",(0.21442549718138393-0.014681572928103431j),"  (0, 0)	(0.9068000971138332+0j)
  (0, 1)	(0.20229461528136342+0.18682705296168975j)
  (1, 0)	(0.20229461528136342-0.18682705296168975j)
  (1, 1)	(0.09319990288616664+0j)"
[4.74361594e-14 4.71239285e+00],0.09542489051818848,"[[ 1.00000000e+00+2.65806247e-17j -2.69887924e-31+2.37180797e-14j]
 [-2.69887924e-31-2.37180797e-14j  5.62547305e-28-2.08273303e-45j]]",(0.00729230531202128+1.879533994189353e-17j),[0.14373576 3.14160736],0.05942654609680176,"[[9.94843894e-01-2.40234604e-22j 2.12018709e-23+7.16206725e-02j]
 [2.12018709e-23-7.16206725e-02j 5.15610616e-03-7.01803738e-25j]]",(4.3855013651836015e-18+0.07162067247857845j),[4.74361594e-14 4.71239285e+00],0.09239840507507324,"[[ 1.00000000e+00+2.65806247e-17j -2.69887924e-31+2.37180797e-14j]
 [-2.69887924e-31-2.37180797e-14j  5.62547305e-28-2.08273303e-45j]]",(0.00729230531202128+1.879533994189353e-17j),[0.14373576 3.14160736],0.0590207576751709,"[[9.94843894e-01-2.40234604e-22j 2.12018709e-23+7.16206725e-02j]
 [2.12018709e-23-7.16206725e-02j 5.15610616e-03-7.01803738e-25j]]",(4.3855013651836015e-18+0.07162067247857845j),"  (0, 0)	(0.994843561463387+0j)
  (1, 1)	(0.005156438536612899+0j)"
[3.14159265 4.71245784],0.06101274490356445,"[[ 6.65884324e-18+4.02853485e-35j -6.72379404e-26+2.58047345e-09j]
 [-6.72379404e-26-2.58047345e-09j  1.00000000e+00-2.26735397e-17j]]",(0.288107950389832-1.603261366925553e-17j),[2.94629199 4.71238897],0.03889966011047363,"[[9.50531705e-03-3.18096953e-20j 4.33851144e-18+9.70307477e-02j]
 [4.33851144e-18-9.70307477e-02j 9.90494683e-01-2.54109191e-18j]]",(0.2569554769244075-2.5832562140949604e-19j),[3.14159265 4.71245784],0.060427188873291016,"[[ 6.65884324e-18+4.02853485e-35j -6.72379404e-26+2.58047345e-09j]
 [-6.72379404e-26-2.58047345e-09j  1.00000000e+00-2.26735397e-17j]]",(0.288107950389832-1.603261366925553e-17j),[2.94629199 4.71238897],0.03790283203125,"[[9.50531705e-03-3.18096953e-20j 4.33851144e-18+9.70307477e-02j]
 [4.33851144e-18-9.70307477e-02j 9.90494683e-01-2.54109191e-18j]]",(0.2569554769244075-2.5832562140949604e-19j),"  (0, 0)	(0.20372308543440762+0j)
  (1, 1)	(0.7962769145655924+0j)"
[2.52372405e-14 4.71239285e+00],0.0946340560913086,"[[ 1.00000000e+00-2.39017766e-17j -1.56482809e-31+1.26186202e-14j]
 [-1.56482809e-31-1.26186202e-14j  1.59229577e-28-7.74682412e-46j]]",(0.11179215777200426-1.690110828300736e-17j),[0.57016921 1.57079633],0.06581902503967285,"[[ 9.20904826e-01+4.03692787e-19j -1.95775193e-17+2.69887249e-01j]
 [-1.95775193e-17-2.69887249e-01j  7.90951738e-02+1.55682595e-18j]]",(1.6525827312411638e-17-0.2698872413485678j),[2.52372405e-14 4.71239285e+00],0.09264183044433594,"[[ 1.00000000e+00-2.39017766e-17j -1.56482809e-31+1.26186202e-14j]
 [-1.56482809e-31-1.26186202e-14j  1.59229577e-28-7.74682412e-46j]]",(0.11179215777200426-1.690110828300736e-17j),[0.57016921 1.57079633],0.06142997741699219,"[[ 9.20904826e-01+4.03692787e-19j -1.95775193e-17+2.69887249e-01j]
 [-1.95775193e-17-2.69887249e-01j  7.90951738e-02+1.55682595e-18j]]",(1.6525827312411638e-17-0.2698872413485678j),"  (0, 0)	(0.9209510071559394+0j)
  (1, 1)	(0.07904899284406067+0j)"
[1.98264570e-14 4.71239282e+00],0.09670615196228027,"[[1.00000000e+00+3.41370414e-18j 1.93879209e-31+9.91322851e-15j]
 [1.93879209e-31-9.91322851e-15j 9.82720995e-29-6.44312997e-46j]]",(0.19664472591682164+2.4138533434063362e-18j),[0.7641154  4.71238898],0.0929563045501709,"[[8.60997348e-01-1.91110188e-17j 4.75265703e-18+3.45949295e-01j]
 [4.75265703e-18-3.45949295e-01j 1.39002652e-01-3.12981939e-18j]]",(2.118328448447966e-17+0.3459492892028671j),[1.98264570e-14 4.71239282e+00],0.09478640556335449,"[[1.00000000e+00+3.41370414e-18j 1.93879209e-31+9.91322851e-15j]
 [1.93879209e-31-9.91322851e-15j 9.82720995e-29-6.44312997e-46j]]",(0.19664472591682164+2.4138533434063362e-18j),[0.7641154  4.71238898],0.09084820747375488,"[[8.60997348e-01-1.91110188e-17j 4.75265703e-18+3.45949295e-01j]
 [4.75265703e-18-3.45949295e-01j 1.39002652e-01-3.12981939e-18j]]",(2.118328448447966e-17+0.3459492892028671j),"  (0, 0)	(0.8609511808196454+0j)
  (1, 1)	(0.13904881918035464+0j)"
[1.53626684 3.27401964],0.031047344207763672,"[[5.17261312e-01+4.70824614e-19j 1.54734585e-18+4.99701958e-01j]
 [1.54734585e-18-4.99701958e-01j 4.82738688e-01+7.35729677e-19j]]",(0.06597305133097138+0.6106545527781896j),[1.53652552 4.48848969],0.028914928436279297,"[[ 5.17132050e-01+1.09203338e-17j -1.44657508e-18+4.99706407e-01j]
 [-1.44657508e-18-4.99706407e-01j  4.82867950e-01+4.53845298e-18j]]",(0.06597305413226957+0.6106589752537687j),[1.53626684 3.27401964],0.031922101974487305,"[[5.17261312e-01+4.70824614e-19j 1.54734585e-18+4.99701958e-01j]
 [1.54734585e-18-4.99701958e-01j 4.82738688e-01+7.35729677e-19j]]",(0.06597305133097138+0.6106545527781896j),[1.53652552 4.48848969],0.027925729751586914,"[[ 5.17132050e-01+1.09203338e-17j -1.44657508e-18+4.99706407e-01j]
 [-1.44657508e-18-4.99706407e-01j  4.82867950e-01+4.53845298e-18j]]",(0.06597305413226957+0.6106589752537687j),"  (0, 0)	(0.5172586432673584+0j)
  (0, 1)	(-0.06597305132972557-0.11095259452010982j)
  (1, 0)	(-0.06597305132972557+0.11095259452010982j)
  (1, 1)	(0.4827413567326416+0j)"
[4.74361596e-14 4.71239283e+00],0.09479141235351562,"[[ 1.00000000e+00-2.20302438e-17j -2.29673605e-31+2.37180798e-14j]
 [-2.29673605e-31-2.37180798e-14j  5.62547310e-28+1.32049287e-44j]]",(0.01210388978060308-1.557773474821372e-17j),[0.8675537  4.71238898],0.07808399200439453,"[[8.23347197e-01+7.08220645e-18j 1.37701132e-17+3.81374606e-01j]
 [1.37701132e-17-3.81374606e-01j 1.76652803e-01-2.71377147e-18j]]",(1.8260728490870124e-17+0.2982203277481141j),[4.74361596e-14 4.71239283e+00],0.09392690658569336,"[[ 1.00000000e+00-2.20302438e-17j -2.29673605e-31+2.37180798e-14j]
 [-2.29673605e-31-2.37180798e-14j  5.62547310e-28+1.32049287e-44j]]",(0.01210388978060308-1.557773474821372e-17j),[0.8675537  4.71238898],0.0828559398651123,"[[8.23347197e-01+7.08220645e-18j 1.37701132e-17+3.81374606e-01j]
 [1.37701132e-17-3.81374606e-01j 1.76652803e-01-2.71377147e-18j]]",(1.8260728490870124e-17+0.2982203277481141j),"  (0, 0)	(0.991441257457401+0j)
  (1, 1)	(0.008558742542599062+0j)"
