Nelder-Mead,time,matrix,degree
[1.84394702 0.23106538],0.08030509948730469,"[[ 3.65116674e-01-2.73675479e-18j -1.08195388e-18+4.81462863e-01j]
 [-1.08195388e-18-4.81462863e-01j  6.34883326e-01+1.65918694e-18j]]",(0.1102458929426994-0.18764158759584637j)
[0.         1.77402718],0.04338836669921875,"[[1.+1.36943948e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.2077930364505517+0j)
[0.         1.77402718],0.05585050582885742,"[[1.+1.36943948e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7070517504160245+2.427744471108328e-05j)
[0.         1.77402718],0.07578635215759277,"[[1.+1.36943948e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.6894065172326214+0.004640938010320483j)
[0.         1.77402718],0.05764436721801758,"[[1.+1.36943948e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.007907139095307984+0j)
[0.04739161 0.        ],0.04352402687072754,"[[9.99438614e-01+0.j         0.00000000e+00+0.02368694j]
 [0.00000000e+00-0.02368694j 5.61386177e-04+0.j        ]]",(0.6911949015537745+2.8988121167874704e-06j)
[0.         1.77532476],0.051888227462768555,"[[1.+1.31082396e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.07953718656269862+9.268925079083743e-18j)
[0.         1.77532476],0.04986691474914551,"[[1.+1.31082396e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.05402918269064529+9.268925079083733e-18j)
[0.         1.77532476],0.04491829872131348,"[[1.+1.31082396e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.030366683566060204+9.268925079083731e-18j)
[0.26228202 0.        ],0.06343507766723633,"[[0.9829004+0.j        0.       +0.1296426j]
 [0.       -0.1296426j 0.0170996+0.j       ]]",(0.26652852919413056+0.021366403068767238j)
