Nelder-Mead,time,Powell,time,COBYLA,time,Density Matrix,0,1
[3.14159265 5.92946423],0.025473833084106445,[1.57017501 4.70152217],0.02424001693725586,[3.18725628 7.09790752],0.01872110366821289,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.5003066 +0.j         -0.01664054-0.00543201j]
 [-0.01664054+0.00543201j  0.4996934 +0.j        ]]",[1.57018213 4.70152551],0.9666614763371268
[3.14159265 5.92946423],0.02517533302307129,[3.14159265 4.71239285],0.0702352523803711,[3.14147566 6.66501164],0.012172222137451172,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.10344457 0.        ]
 [0.         0.89655543]]",[3.14159265 4.71238951],0.20688914688533466
[3.14159265 5.92946423],0.02392292022705078,[3.14159265 4.71239285],0.06958127021789551,[3.14146919 6.6647769 ],0.012619256973266602,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.09733458 0.        ]
 [0.         0.90266542]]",[3.14159265 4.71238951],0.19466915551321806
[3.14159265 6.28318531],0.02677440643310547,[1.92462346 1.57079242],0.03171539306640625,[3.14146137 6.9469651 ],0.011631250381469727,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.32676307 0.        ]
 [0.         0.67323693]]",[1.92460404 4.7123878 ],0.9380630501889401
[3.14159265 5.92946423],0.024472951889038086,[3.14159265 4.71239283],0.0683438777923584,[3.14166836 6.66365731],0.011295080184936523,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.05839628 0.        ]
 [0.         0.94160372]]",[3.14159265 4.71238754],0.1167925656011264
[1.83633505 3.343433  ],0.0832052230834961,[1.83635615 3.34344296],0.0346827507019043,[4.44678351 6.48496146],0.016718149185180664,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[ 0.36878315+0.j         -0.09672326-0.29567844j]
 [-0.09672326+0.29567844j  0.63121685+0.j        ]]",[1.83633931 3.34343541],0.35400595489118214
[3.14159265 5.92946423],0.025093793869018555,[3.14159265 4.71236024],0.08284449577331543,[3.14147419 6.98491088],0.014225959777832031,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.24819034 0.        ]
 [0.         0.75180966]]",[3.14159265 4.71238201],0.4963806723972499
[3.14159265 5.92946423],0.022228479385375977,[3.14159265 4.71239285],0.07052040100097656,[3.14144595 6.66390564],0.013184547424316406,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.06949053 0.        ]
 [0.         0.93050947]]",[3.14159265 4.71238951],0.13898106799054666
[3.02297271 6.28318531],0.018588542938232422,[1.55244096 1.45214066],0.02677631378173828,[3.00611105 5.778298  ],0.01107931137084961,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.50918251+0.j         0.07424629+0.05917233j]
 [0.07424629-0.05917233j 0.49081749+0.j        ]]",[1.5524275  1.45215274],0.8443135733542015
[3.14159265 6.28318531],0.025699853897094727,[3.75303968e-05 4.71239284e+00],0.03183746337890625,[3.14173608 6.98920911],0.011660099029541016,"Quantum object: dims = [[2], [2]], shape = (2, 2), type = oper, isherm = True
Qobj data =
[[0.79851911 0.        ]
 [0.         0.20148089]]",[6.38980795e-06 4.71238780e+00],0.4029681765311096
