COBYLA,time
[3.14147716 6.72899039],0.01237034797668457
[1.04673529e-04 6.76733669e+00],0.009486675262451172
[3.02129615 7.98261504],0.011696100234985352
[1.48928095 5.32764275],0.02020716667175293
[1.85573633e-03 7.66302033e+00],0.033930063247680664
[3.14153639 6.79035507],0.043628692626953125
[0.94204817 5.95235367],0.01256561279296875
[4.36228836 6.26406152],0.03059530258178711
[3.14148106 6.77423108],0.009575843811035156
[1.21637611e-04 6.86136015e+00],0.011628866195678711
