Powell,time
[0.55215838 1.65950419],0.10551190376281738
[3.14159265 4.71235829],0.03823518753051758
[1.84248428 3.11726692],0.025287389755249023
[1.43239992 2.76553252],0.03923845291137695
[1.11378094 3.42045326],0.05604052543640137
[1.76656624 1.57079242],0.028514862060546875
[1.561953   1.57079246],0.024840354919433594
[1.60203407 1.57079242],0.040107011795043945
[1.3296804  3.62331172],0.029504060745239258
[0.75692206 1.28411456],0.11944723129272461
