Nelder-Mead,time,matrix,degree
[0.        1.4509945],0.037880897521972656,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.410696130826965+6.352916097110193e-18j)
[1.27116739 3.04877403],0.05295896530151367,"[[ 6.47582849e-01-2.20851505e-19j -1.09214388e-18+4.77723040e-01j]
 [-1.09214388e-18-4.77723040e-01j  3.52417151e-01+1.05069854e-18j]]",(0.044269898662061755-0.7971979078545212j)
[0.63715444 1.26006735],0.03632950782775879,"[[ 9.01895933e-01-5.52623302e-18j -2.50053736e-17+2.97455306e-01j]
 [-2.50053736e-17-2.97455306e-01j  9.81040668e-02-1.99107654e-18j]]",(0.7599368627512202-0.07695451263971324j)
[0.         2.59758456],0.03565859794616699,"[[1.+1.17139594e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7021563775619264+0.002617130889449775j)
[0.        1.4509945],0.030536174774169922,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.3138270693085252+6.352916097110192e-18j)
[0.         1.35967317],0.02902078628540039,"[[1.-2.08074842e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.7212928775418617-1.4713113172369396e-17j)
[0.        1.4509945],0.02959465980529785,"[[1.+8.98438011e-18j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.3952575071470836+6.352916097110192e-18j)
[0.53003349 2.83777128],0.04265451431274414,"[[9.31395070e-01+9.52397493e-18j 3.66732833e-18+2.52781118e-01j]
 [3.66732833e-18-2.52781118e-01j 6.86049301e-02+2.82182123e-20j]]",(0.2142617461062161-0.174350142428813j)
[0.47913619 0.29779483],0.03813648223876953,"[[ 9.43696741e-01+6.37427254e-18j -3.29769197e-18+2.30506404e-01j]
 [-3.29769197e-18-2.30506404e-01j  5.63032593e-02-4.35537934e-20j]]",(0.716073391618311-0.0009596486068090261j)
[0.         1.35967317],0.03699541091918945,"[[1.-2.08074842e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(1.0060644078202918-1.4713113172369393e-17j)
