differential_evolution,time,matrix,degree
[1.65011677 0.66464673],1.586085557937622,"[[4.60381356e-01+1.29381487e-17j 5.67973911e-18+4.98427892e-01j]
 [5.67973911e-18-4.98427892e-01j 5.39618644e-01-8.07606106e-18j]]",(0.6504287687897886+0j)
[1.84512373 1.71815236],1.6619927883148193,"[[ 3.64550226e-01-2.52566044e-18j -8.07497996e-18+4.81303811e-01j]
 [-8.07497996e-18-4.81303811e-01j  6.35449774e-01-1.27046168e-17j]]",(1.4578490375496997+2.7192302590870157e-17j)
[1.29254241 3.31823757],1.7053709030151367,"[[ 6.37338572e-01-2.65572658e-19j -4.38330659e-18+4.80768257e-01j]
 [-4.38330659e-18-4.80768257e-01j  3.62661428e-01+2.35859868e-18j]]",(1.9155770933116085+0j)
[0.43063345 2.69277677],1.7079715728759766,"[[9.54350750e-01+2.31027269e-18j 1.35221453e-18+2.08723251e-01j]
 [1.35221453e-18-2.08723251e-01j 4.56492495e-02+3.31790053e-19j]]",(0.8139589206152581+2.7059633092262902e-17j)
[2.72567004 5.96180544],1.6769888401031494,"[[ 4.26280287e-02-2.49063548e-19j -5.14684790e-18+2.02017029e-01j]
 [-5.14684790e-18-2.02017029e-01j  9.57371971e-01+6.38499704e-18j]]",(0.12929032452004055+0j)
[2.29782293 4.19158569],1.7316193580627441,"[[1.67674504e-01-7.61933749e-19j 3.56162622e-18+3.73576987e-01j]
 [3.56162622e-18-3.73576987e-01j 8.32325496e-01-2.25365072e-17j]]",(1.293063051794683-2.7822743539424786e-17j)
[0.99076798 3.56554915],1.846306562423706,"[[ 7.74023825e-01-2.85584316e-18j -1.24545167e-19+4.18223557e-01j]
 [-1.24545167e-19-4.18223557e-01j  2.25976175e-01+8.12586089e-19j]]",(1.6354491915612392-2.3358457387322584e-17j)
[1.27081445 0.79284601],1.9465970993041992,"[[ 6.47751445e-01-6.49180726e-18j -5.81898203e-18+4.77670923e-01j]
 [-5.81898203e-18-4.77670923e-01j  3.52248555e-01-8.76838657e-18j]]",(0.7377555288551546-5.120615302727335e-17j)
[0.7456781  2.92086061],1.9220709800720215,"[[ 8.6731400e-01-5.22699338e-18j -5.0712802e-18+3.39235060e-01j]
 [-5.0712802e-18-3.39235060e-01j  1.3268600e-01-5.75007300e-20j]]",(1.3486844112361631+6.114114854128829e-18j)
[1.7600542  2.12167529],1.6935880184173584,"[[4.05934965e-01-1.62083604e-18j 1.31235779e-17+4.91072061e-01j]
 [1.31235779e-17-4.91072061e-01j 5.94065035e-01-1.10206900e-17j]]",(1.7143613961858677+7.86232562423294e-34j)
