dual_annealing,time,matrix,degree
[1.67034673 1.31084373],1.8520393371582031,"[[ 4.50306974e-01-9.99232226e-18j -1.27757829e-17+4.97524475e-01j]
 [-1.27757829e-17-4.97524475e-01j  5.49693026e-01-2.63875487e-17j]]",(0.4808087293034984-0.36964340226132575j)
[1.45514072 0.35982801],1.8952183723449707,"[[ 5.57698968e-01+3.23233598e-18j -1.02924173e-17+4.96659671e-01j]
 [-1.02924173e-17-4.96659671e-01j  4.42301032e-01-3.01974456e-18j]]",(0.17488045876788877-0.03180737817218387j)
[2.71183609 1.00692277],2.3421695232391357,"[[4.54663976e-02+1.27096826e-18j 1.77064975e-19+2.08324757e-01j]
 [1.77064975e-19-2.08324757e-01j 9.54533602e-01-1.91441369e-17j]]",(0.1760742463778767-0.09698265585234493j)
[1.30987307 2.11645827],2.059605598449707,"[[ 6.28986334e-01-2.51599907e-17j -3.12412948e-17+4.83076107e-01j]
 [-3.12412948e-17-4.83076107e-01j  3.71013666e-01-4.44221335e-18j]]",(0.4129256990921069-0.7337848886405399j)
[1.11350724 5.68490518],2.313368797302246,"[[7.20758679e-01-7.68039555e-18j 1.65863377e-17+4.48626354e-01j]
 [1.65863377e-17-4.48626354e-01j 2.79241321e-01+3.60919818e-18j]]",(0.2526763067357635+0.07792392565376055j)
[2.55265583 3.32710304],2.1579720973968506,"[[8.42341401e-02-2.73061083e-19j 2.77044682e-19+2.77738636e-01j]
 [2.77044682e-19-2.77738636e-01j 9.15765860e-01-5.30241511e-19j]]",(0.051228410406134135+0.5507118950648535j)
[0.9686457  3.74007597],2.2676846981048584,"[[ 7.83208077e-01+5.55766717e-18j -1.70107166e-17+4.12059686e-01j]
 [-1.70107166e-17-4.12059686e-01j  2.16791923e-01-2.82976513e-18j]]",(0.23215033005270358+0.7524997113598406j)
[0.79369973 5.88173811],2.3750736713409424,"[[8.50606194e-01+1.08252151e-17j 8.64445654e-18+3.56476222e-01j]
 [8.64445654e-18-3.56476222e-01j 1.49393806e-01+1.29056832e-18j]]",(0.1392934122679989+0.02834111959219424j)
[1.49155164 0.2440283 ],2.437934398651123,"[[ 5.39580887e-01+1.46161437e-18j -6.36571592e-18+4.98430891e-01j]
 [-6.36571592e-18-4.98430891e-01j  4.60419113e-01+2.74668418e-18j]]",(0.12042764703944507-0.01476723206559577j)
[1.15031932 5.51599207],2.1429648399353027,"[[ 7.04097978e-01+8.51503089e-19j -3.03973484e-18+4.56447166e-01j]
 [-3.03973484e-18-4.56447166e-01j  2.95902022e-01-1.83899473e-18j]]",(0.31682796366767835+0.1278683216506549j)
