differential_evolution,time,matrix,degree
[5.00073171e-06 2.70283799e+00],0.28278350830078125,"[[ 1.00000000e+00+9.37406689e-18j -4.14148866e-23+2.50036585e-06j]
 [-4.14148866e-23-2.50036585e-06j  6.25182940e-12-8.79019308e-29j]]",(0.32470199619299156+6.628466261631691e-18j)
[2.02278517 3.35232682],0.3630528450012207,"[[2.81622239e-01+3.49111540e-19j 3.17705787e-18+4.49790121e-01j]
 [3.17705787e-18-4.49790121e-01j 7.18377761e-01-5.04960399e-18j]]",(0.09404830798846674+0.7876595483454467j)
[3.14159265 6.26947615],0.23319292068481445,"[[ 3.74939946e-33+1.63917353e-51j -8.24308985e-36+6.12323400e-17j]
 [-8.24308985e-36-6.12323400e-17j  1.00000000e+00-2.55073313e-19j]]",(0.2283288299073501-1.8036406955238372e-19j)
[3.14159265 2.79191253],0.279416561126709,"[[3.74939946e-33+2.99358530e-50j 1.24862656e-33+6.12323400e-17j]
 [1.24862656e-33-6.12323400e-17j 1.00000000e+00+1.73176407e-18j]]",(0.0704273438786431+1.2245421143908408e-18j)
[3.14159265 4.01385201],0.2619946002960205,"[[ 3.74939946e-33+3.22462017e-50j -2.92185710e-33+6.12323400e-17j]
 [-2.92185710e-33-6.12323400e-17j  1.00000000e+00-1.18860761e-17j]]",(0.7064096137594138-8.404725001972223e-18j)
[5.74858773e-06 6.09932385e-01],0.2946138381958008,"[[ 1.00000000e+00-1.46687198e-17j -1.79306540e-22+2.87429387e-06j]
 [-1.79306540e-22-2.87429387e-06j  8.26156523e-12-1.93047022e-28j]]",(0.49026976487907437-1.0372351261177196e-17j)
[6.19512623e-06 3.60326650e+00],0.2645094394683838,"[[1.00000000e+00+5.02616696e-18j 5.68580306e-23+3.09756311e-06j]
 [5.68580306e-23-3.09756311e-06j 9.59489725e-12-1.14427807e-28j]]",(0.42171994879589275+3.554036740511627e-18j)
[3.14159265 1.54395043],0.14223051071166992,"[[ 3.74939946e-33-1.60407717e-49j -2.16777409e-33+6.12323400e-17j]
 [-2.16777409e-33-6.12323400e-17j  1.00000000e+00+6.66951362e-18j]]",(0.5734908815784162+4.716058308586918e-18j)
[1.64252135e-06 3.26551456e+00],0.3440666198730469,"[[ 1.00000000e+00+5.83703043e-19j -2.69683663e-24+8.21260677e-07j]
 [-2.69683663e-24-8.21260677e-07j  6.74469100e-13-7.72979663e-31j]]",(0.03754759200193241+4.1274038023295683e-19j)
[1.3846002 5.0199822],0.39903759956359863,"[[5.92561060e-01-2.23493879e-17j 3.09802386e-17+4.91357762e-01j]
 [3.09802386e-17-4.91357762e-01j 4.07438940e-01+8.99969818e-18j]]",(0.2304520002556463+0.34233992118186984j)
