Powell,time,matrix,degree
[1.99094357 5.99591551],0.09488224983215332,"[[2.96052553e-01+8.48634020e-19j 1.68683130e-18+4.56514445e-01j]
 [1.68683130e-18-4.56514445e-01j 7.03947447e-01-5.42477139e-18j]]",(0.26137162229508365+9.237510394769735e-28j)
[1.43705516 0.79676934],0.04986882209777832,"[[5.66671413e-01+9.17514815e-18j 8.25068120e-18+4.95534986e-01j]
 [8.25068120e-18-4.95534986e-01j 4.33328587e-01-1.07477697e-17j]]",(0.7689219274439266+5.116362065311887e-17j)
[2.82667161 5.07822251],0.10647892951965332,"[[ 2.45895817e-02+7.79700819e-19j -1.64740818e-17+1.54870701e-01j]
 [-1.64740818e-17-1.54870701e-01j  9.75410418e-01+4.66177162e-18j]]",(0.35105666218271026+2.066273508030605e-28j)
[1.64896744 0.23792708],0.032613277435302734,"[[ 4.60954237e-01+3.22368790e-18j -8.49802971e-18+4.98473097e-01j]
 [-8.49802971e-18-4.98473097e-01j  5.39045763e-01-4.87306176e-18j]]",(0.23662720729197925-5.5119607830328964e-17j)
[0.43980334 0.99296541],0.15882086753845215,"[[ 9.52417705e-01-3.53743031e-18j -1.39063939e-18+2.12880765e-01j]
 [-1.39063939e-18-2.12880765e-01j  4.75822948e-02+7.11798978e-19j]]",(0.4056034848911995+2.6962725843451243e-23j)
[1.25542731 4.85918915],0.03303956985473633,"[[6.55083653e-01+4.05063820e-18j 1.59807182e-17+4.75340994e-01j]
 [1.59807182e-17-4.75340994e-01j 3.44916347e-01+7.17278926e-18j]]",(1.2422477660906284+6.303791869086987e-17j)
[0.63752762 0.79306953],0.1947007179260254,"[[ 9.01784900e-01-5.78533311e-18j -1.94807516e-18+2.97605266e-01j]
 [-1.94807516e-18-2.97605266e-01j  9.82151003e-02-2.96575878e-18j]]",(0.4597632054147325+2.66037458855108e-23j)
[1.24699554 0.65579398],0.039278268814086914,"[[6.59086061e-01+2.05822888e-19j 5.03666557e-18+4.74016482e-01j]
 [5.03666557e-18-4.74016482e-01j 3.40913939e-01-2.84213826e-18j]]",(0.6106350330620378+1.398422459574405e-25j)
[1.80140307 3.02339169],0.10176515579223633,"[[ 3.85715877e-01+1.22715571e-18j -1.21172704e-18+4.86763946e-01j]
 [-1.21172704e-18-4.86763946e-01j  6.14284123e-01-1.47402887e-18j]]",(1.943656988217769-1.750181511933243e-17j)
[2.10837107 3.99965662],0.07816672325134277,"[[2.43972840e-01-5.66157595e-18j 9.60475331e-18+4.29476534e-01j]
 [9.60475331e-18-4.29476534e-01j 7.56027160e-01-2.13621581e-17j]]",(1.5622066239332972-2.3092386431893947e-17j)
