differential_evolution,time,matrix,degree
[3.14159165 5.06324394],0.30493760108947754,"[[2.49425564e-13+6.21809159e-30j 1.83092282e-23+4.99425234e-07j]
 [1.83092282e-23-4.99425234e-07j 1.00000000e+00+2.32641839e-17j]]",(0.09381113757242705+1.6450262227774563e-17j)
[1.28272481 1.14139522],0.34133481979370117,"[[6.42051870e-01+2.62543174e-17j 3.82491041e-18+4.79396773e-01j]
 [3.82491041e-18-4.79396773e-01j 3.57948130e-01+1.04347118e-17j]]",(0.24871658600792212-0.2798110560707419j)
[2.2943963  0.04394463],0.527172327041626,"[[1.68956564e-01-6.11703975e-20j 7.54114056e-19+3.74713549e-01j]
 [7.54114056e-19-3.74713549e-01j 8.31043436e-01-6.48047295e-19j]]",(0.016461349590912562-0.0406578092717408j)
[1.14329274 3.63624831],0.434847354888916,"[[ 7.07300177e-01-8.29927246e-18j -9.12200259e-18+4.55001798e-01j]
 [-9.12200259e-18-4.55001798e-01j  2.92699823e-01-5.11023681e-18j]]",(0.21600237046236614+0.7283082454238663j)
[3.14158868 5.29726659],0.2414231300354004,"[[ 3.95467888e-12+8.18583864e-29j -4.54519921e-23+1.98863744e-06j]
 [-4.54519921e-23-1.98863744e-06j  1.00000000e+00-1.50050585e-17j]]",(0.19904479603351583-1.0610178611432112e-17j)
[3.14159056 4.67583623],0.2887601852416992,"[[1.09966180e-12+3.60674283e-29j 7.77481808e-23+1.04864761e-06j]
 [7.77481808e-23-1.04864761e-06j 1.00000000e+00-1.71482320e-17j]]",(0.08395242301208909-1.2125631140696536e-17j)
[1.3179838  5.01349374],0.48400354385375977,"[[ 6.25064033e-01-2.25004391e-17j -3.27441960e-17+4.84106381e-01j]
 [-3.27441960e-17-4.84106381e-01j  3.74935967e-01-4.81905349e-19j]]",(0.27049675600296447+0.34053231465746325j)
[3.14159125 4.94984197],0.37351226806640625,"[[ 4.95367319e-13+9.17559683e-30j -1.89159529e-23+7.03823358e-07j]
 [-1.89159529e-23-7.03823358e-07j  1.00000000e+00-1.60328045e-17j]]",(0.11767796211186493-1.1336904773944647e-17j)
[1.34096914 4.62892392],0.3017754554748535,"[[ 6.13904628e-01-1.82599824e-18j -1.19675402e-18+4.86852889e-01j]
 [-1.19675402e-18-4.86852889e-01j  3.86095372e-01+5.05174659e-18j]]",(0.29378343970996745+0.5274409284381112j)
[1.71664031 3.49887395],0.36907434463500977,"[[4.27336250e-01-3.98785002e-18j 1.64176858e-17+4.94691803e-01j]
 [1.64176858e-17-4.94691803e-01j 5.72663750e-01+2.76426582e-18j]]",(0.17300782503565912+0.6740501010730886j)
