dual_annealing,time,matrix,degree
[0.67330522 5.39550505],2.1278553009033203,"[[ 8.90882447e-01+2.73836660e-17j -1.31860403e-17+3.11786646e-01j]
 [-1.31860403e-17-3.11786646e-01j  1.09117553e-01-1.45287834e-18j]]",(0.24182471150963009+0.11498288114273013j)
[1.36206772 3.54000016],2.1879100799560547,"[[ 6.03608136e-01-5.02839649e-18j -2.16930392e-18+4.89147579e-01j]
 [-2.16930392e-18-4.89147579e-01j  3.96391864e-01+8.23699224e-19j]]",(0.18976532630806248+0.9399851061184683j)
[0.91961848 5.56228006],2.144226312637329,"[[ 8.03061826e-01+8.93058175e-18j -8.62200539e-18+3.97685215e-01j]
 [-8.62200539e-18-3.97685215e-01j  1.96938174e-01+4.28019515e-18j]]",(0.2624980800677824+0.09894069333492417j)
[1.8245642  1.93234861],2.3529229164123535,"[[3.74473534e-01+4.17219201e-18j 2.26978838e-17+4.83986680e-01j]
 [2.26978838e-17-4.83986680e-01j 6.25526466e-01+6.29454295e-18j]]",(0.45269639272040485-0.6551856355923712j)
[2.04522279 4.53039624],2.003751754760742,"[[2.71585836e-01+9.32838375e-18j 1.87670395e-17+4.44777439e-01j]
 [1.87670395e-17-4.44777439e-01j 7.28414164e-01+1.89999909e-17j]]",(0.4374319296455688+0.5252775991378161j)
[1.32508372 3.98483451],2.0504090785980225,"[[6.21623793e-01+1.11075994e-17j 9.37891405e-18+4.84982116e-01j]
 [9.37891405e-18-4.84982116e-01j 3.78376207e-01+2.18865038e-18j]]",(0.3621861094334756+0.8075171930379877j)
[2.44625749 1.44383665],2.1114437580108643,"[[1.16080488e-01+2.56837119e-18j 9.94523892e-18+3.20321414e-01j]
 [9.94523892e-18-3.20321414e-01j 8.83919512e-01-4.39475238e-18j]]",(0.31774328777209493-0.2797751554222118j)
[2.31617911 5.22017592],2.142460823059082,"[[ 1.60873430e-01+3.87594123e-18j -3.75465905e-17+3.67414167e-01j]
 [-3.75465905e-17-3.67414167e-01j  8.39126570e-01+1.60514832e-17j]]",(0.3210548499935079+0.1887610054612253j)
[0.20146541 1.03111256],2.120732545852661,"[[ 9.89887196e-01+1.12100784e-17j -7.80917789e-18+1.00052661e-01j]
 [-7.80917789e-18-1.00052661e-01j  1.01128037e-02-2.64238116e-19j]]",(0.08583230126954164-0.04863912741978642j)
[2.65385143 1.58275766],2.1173784732818604,"[[5.83031764e-02-3.01404616e-19j 1.74784792e-17+2.34315847e-01j]
 [1.74784792e-17-2.34315847e-01j 9.41696824e-01-2.62816660e-17j]]",(0.23429908401074337-0.23711851026368622j)
