Powell,time
[1.76890038e-10 4.71239244e+00],0.0752112865447998
[1.59661132 4.71239284],0.026260852813720703
[2.29091234 2.75667653],0.04720497131347656
[1.52294346 4.71239284],0.025204181671142578
[3.14155227 4.71239284],0.04110431671142578
[1.19817864 2.96074106],0.03070235252380371
[1.80942763 4.71238898],0.043279170989990234
[7.93720930e-10 4.71239275e+00],0.07215237617492676
[3.14154666 4.71239284],0.03074359893798828
[1.82675687 5.72520568],0.03339195251464844
