dual_annealing,time,matrix,degree
[0.61418061 6.03657263],2.3154101371765137,"[[ 0.88113248+0.22181352j  0.070342  -0.27942669j]
 [ 0.070342  -0.27942669j -0.08861242-0.02230701j]]",(0.14019884262686103-0.5516898282980478j)
[1.489098   1.39001269],1.9379687309265137,"[[ 0.09723678-0.53199031j -0.490211  -0.08960039j]
 [-0.490211  -0.08960039j -0.08256372+0.45171279j]]",(0.9279430423121692+0.11838004410702865j)
[0.      5.45697],1.9425532817840576,"[[0.67766377+0.73537189j 0.        +0.j        ]
 [0.        +0.j         0.        +0.j        ]]",(0.2594808862493922-0.732912534858393j)
[2.10698578 0.26849442],2.3311169147491455,"[[ 0.2358055 -0.06487903j -0.11402556-0.41443055j]
 [-0.11402556-0.41443055j -0.72836588+0.20040107j]]",(1.304155567217828-0.08263083904373603j)
[2.3967092  3.75359196],2.0112035274505615,"[[-0.10838308+0.07607397j  0.1947245 +0.27742525j]
 [ 0.1947245 +0.27742525j  0.71011796-0.49843107j]]",(0.4262617874393909+0.5875755356317107j)
[0.         1.73020793],1.7716443538665771,"[[-0.1587373-0.98732085j  0.       +0.j        ]
 [ 0.       +0.j          0.       +0.j        ]]",(1.0963846953768757+0.9864099241176094j)
[3.14159265 6.28318531],1.9903252124786377,"[[ 3.74939946e-33+9.18338009e-49j  1.49975978e-32-6.12323400e-17j]
 [ 1.49975978e-32-6.12323400e-17j -1.00000000e+00-2.44929360e-16j]]",(1.7102880714118083+2.406068421035334e-16j)
[1.57888253 0.06087204],2.072633743286133,"[[ 0.49503836-0.03017127j -0.03041623-0.49905762j]
 [-0.03041623-0.49905762j -0.5031095 +0.03066318j]]",(0.7192663792387374+0.04151872147433983j)
[1.87187197 6.17892713],2.01167893409729,"[[ 0.34981632+0.03660393j  0.04969408-0.47491617j]
 [ 0.04969408-0.47491617j -0.64475372-0.06746547j]]",(1.0154285312687408-0.007126466816189465j)
[1.40096166 4.40066391],2.1745338439941406,"[[-0.17926973+0.55633978j  0.46905601+0.15114422j]
 [ 0.46905601+0.15114422j  0.1274313 -0.39546612j]]",(1.0306845069162822-0.10033448158930396j)
