Nelder-Mead,time,matrix,degree
[3.14159265 0.13095315],0.026628494262695312,"[[3.74939946e-33-1.68537609e-50j 5.35689994e-34+6.12323400e-17j]
 [5.35689994e-34-6.12323400e-17j 1.00000000e+00+4.08381835e-18j]]",(0.27891798804582435+0.19647821730324067j)
[3.14159265 0.13095315],0.015533447265625,"[[3.74939946e-33-1.68537609e-50j 5.35689994e-34+6.12323400e-17j]
 [5.35689994e-34-6.12323400e-17j 1.00000000e+00+4.08381835e-18j]]",(1.2150584777567348+2.8876956452856907e-18j)
[3.14159265 0.12604241],0.015109539031982422,"[[3.74939946e-33+9.31207644e-51j 1.89659895e-34+6.12323400e-17j]
 [1.89659895e-34-6.12323400e-17j 1.00000000e+00+4.17945118e-18j]]",(0.17288379303731266+2.955318271212646e-18j)
[3.14159265 0.13095315],0.016037702560424805,"[[3.74939946e-33-1.68537609e-50j 5.35689994e-34+6.12323400e-17j]
 [5.35689994e-34-6.12323400e-17j 1.00000000e+00+4.08381835e-18j]]",(0.7138659935246567+0.0036871011399302227j)
[3.05559666 0.15689162],0.02501821517944336,"[[ 1.84768846e-03-7.55173618e-21j -5.49012313e-19+4.29450172e-02j]
 [-5.49012313e-19-4.29450172e-02j  9.98152312e-01-5.80860379e-18j]]",(0.7019076523292195-5.033451882987657e-06j)
[2.95275295 0.        ],0.04393506050109863,"[[0.00888865+0.j         0.        +0.09385968j]
 [0.        -0.09385968j 0.99111135+0.j        ]]",(1.3061537845467592-2.093580824103246e-06j)
[3.14159265 0.12604241],0.014105558395385742,"[[3.74939946e-33+9.31207644e-51j 1.89659895e-34+6.12323400e-17j]
 [1.89659895e-34-6.12323400e-17j 1.00000000e+00+4.17945118e-18j]]",(0.6717249090161421+2.9553182712126465e-18j)
[2.48021109 0.21713012],0.055776119232177734,"[[ 1.05427790e-01+3.23560996e-19j -8.24797593e-18+3.07103844e-01j]
 [-8.24797593e-18-3.07103844e-01j  8.94572210e-01-2.67930578e-18j]]",(0.7393107557107044-0.0006453898088029766j)
[3.14159265 0.13095315],0.016357421875,"[[3.74939946e-33-1.68537609e-50j 5.35689994e-34+6.12323400e-17j]
 [5.35689994e-34-6.12323400e-17j 1.00000000e+00+4.08381835e-18j]]",(1.3109571515693348+0.024212660533274404j)
[3.14159265 0.12604241],0.016045093536376953,"[[3.74939946e-33+9.31207644e-51j 1.89659895e-34+6.12323400e-17j]
 [1.89659895e-34-6.12323400e-17j 1.00000000e+00+4.17945118e-18j]]",(0.004609720673804882+2.9553182712125833e-18j)
