Powell,time,matrix,degree
[0.71097869 5.26896476],0.12862586975097656,"[[ 8.78861784e-01+3.80177177e-19j -1.25733916e-17+3.26287831e-01j]
 [-1.25733916e-17-3.26287831e-01j  1.21138216e-01+3.25496030e-18j]]",(0.27996941081839344+0.1523065216551599j)
[1.81657169 6.1293598 ],0.10289287567138672,"[[3.78345769e-01-1.60741741e-18j 3.65388332e-18+4.84974482e-01j]
 [3.65388332e-18-4.84974482e-01j 6.21654231e-01+2.83704711e-18j]]",(0.07430758648346084+0.19081321596159243j)
[1.72422716 1.56983051],0.027667760848999023,"[[ 4.23585220e-01-2.85694069e-18j -1.61102415e-17+4.94126281e-01j]
 [-1.61102415e-17-4.94126281e-01j  5.76414780e-01-2.22312473e-17j]]",(0.2544311091098471-0.49365586088484703j)
[1.01080352 0.32530606],0.03660392761230469,"[[7.65590052e-01-3.93562327e-18j 1.04518633e-17+4.23629466e-01j]
 [1.04518633e-17-4.23629466e-01j 2.34409948e-01-7.17940509e-19j]]",(0.13537993292037154-0.09776728030150716j)
[1.54943217 1.58309958],0.02806544303894043,"[[ 5.10681268e-01-1.62801562e-17j -1.36947522e-17+4.99885897e-01j]
 [-1.36947522e-17-4.99885897e-01j  4.89318732e-01+5.11893086e-18j]]",(0.10203208812219922-0.5060345477444635j)
[1.79879253 4.71239284],0.05228090286254883,"[[ 3.86986983e-01+1.35029334e-17j -6.10870601e-18+4.87060631e-01j]
 [-6.10870601e-18-4.87060631e-01j  6.13013017e-01-8.40651140e-19j]]",(2.982386211350046e-17-0.4870606306122711j)
[1.57079508 4.70906238],0.02303004264831543,"[[5.00000626e-01-1.13245376e-18j 3.17525008e-18+5.00000000e-01j]
 [3.17525008e-18-5.00000000e-01j 4.99999374e-01+4.66518313e-18j]]",(6.859130616149902e-05+0.5016665256357531j)
[2.05625109 5.79395795],0.05419039726257324,"[[2.66694687e-01+3.18070645e-18j 2.57189810e-18+4.42231422e-01j]
 [2.57189810e-18-4.42231422e-01j 7.33305313e-01-7.18630399e-18j]]",(0.20782552375915844+0.15718606380236996j)
[4.39574815e-14 4.71258537e+00],0.09891176223754883,"[[1.00000000e+00+1.73558729e-17j 1.88292758e-30+2.19787407e-14j]
 [1.88292758e-30-2.19787407e-14j 4.83065044e-28+1.92625484e-44j]]",(0.05726211671259806+1.2272455411415486e-17j)
[1.65568077 1.58854479],0.028733491897583008,"[[4.57608729e-01-4.90453221e-18j 1.83263754e-17+4.98199739e-01j]
 [1.83263754e-17-4.98199739e-01j 5.42391271e-01-5.83689923e-18j]]",(0.1967899342197382-0.5070436300958351j)
