Nelder-Mead,time,matrix,degree
[3.14159265 3.12001819],0.034261465072631836,"[[ 3.74939946e-33-3.35719805e-52j -4.75210007e-35+6.12323400e-17j]
 [-4.75210007e-35-6.12323400e-17j  1.00000000e+00-3.29375882e-19j]]",(0.6334473593667151-0.004939443503403685j)
[0.54898375 3.31628372],0.05607748031616211,"[[9.26527631e-01-5.81004419e-18j 1.04811861e-18+2.60910291e-01j]
 [1.04811861e-18-2.60910291e-01j 7.34723688e-02-2.00889319e-20j]]",(0.045348941154582594+0.5177302718155322j)
[3.14159265 3.12001819],0.024019241333007812,"[[ 3.74939946e-33-3.35719805e-52j -4.75210007e-35+6.12323400e-17j]
 [-4.75210007e-35-6.12323400e-17j  1.00000000e+00-3.29375882e-19j]]",(0.21808744894920387-2.3290391956415246e-19j)
[3.14159265 3.12001819],0.024629592895507812,"[[ 3.74939946e-33-3.35719805e-52j -4.75210007e-35+6.12323400e-17j]
 [-4.75210007e-35-6.12323400e-17j  1.00000000e+00-3.29375882e-19j]]",(0.33145993671425367-2.3290391956415256e-19j)
[2.60798669 3.01286613],0.026700258255004883,"[[6.95107360e-02-5.83038880e-20j 5.68291954e-19+2.54320651e-01j]
 [5.68291954e-19-2.54320651e-01j 9.30489264e-01-2.02181818e-18j]]",(0.5091868475705715-0.03247145773330613j)
[3.14159265 2.90484452],0.02396535873413086,"[[3.74939946e-33-3.81724350e-50j 4.45123600e-34+6.12323400e-17j]
 [4.45123600e-34-6.12323400e-17j 1.00000000e+00+5.05859884e-18j]]",(0.9029939482694159-0.03742062646164724j)
[3.14159265 3.14915629],0.023000717163085938,"[[3.74939946e-33-5.22958151e-52j 2.25626349e-35+6.12323400e-17j]
 [2.25626349e-35-6.12323400e-17j 1.00000000e+00+3.42131305e-20j]]",(0.09751378272376768+2.4192336554901574e-20j)
[2.45051031 2.65215623],0.043462514877319336,"[[1.14721693e-01+1.11107726e-18j 3.80219370e-18+3.18685780e-01j]
 [3.80219370e-18-3.18685780e-01j 8.85278307e-01+5.94247928e-18j]]",(0.500233543083643-0.17966723233376874j)
[2.35275223 2.32773696],0.03155803680419922,"[[ 1.47665725e-01+1.90328469e-18j -1.36010336e-17+3.54768317e-01j]
 [-1.36010336e-17-3.54768317e-01j  8.52334275e-01+7.52907917e-18j]]",(0.26698358008489925-0.5751331554550471j)
[3.14159265 3.12001819],0.023221254348754883,"[[ 3.74939946e-33-3.35719805e-52j -4.75210007e-35+6.12323400e-17j]
 [-4.75210007e-35-6.12323400e-17j  1.00000000e+00-3.29375882e-19j]]",(0.40785542410170156-2.3290391956415256e-19j)
