dual_annealing,time,matrix,degree
[1.58298687 4.70557016],1.7808120250701904,"[[4.93904877e-01-5.39048667e-18j 7.59721323e-17+4.99962848e-01j]
 [7.59721323e-17-4.99962848e-01j 5.06095123e-01+2.07116972e-17j]]",(0.07751905736451621+0.5033719747597348j)
[2.04860488 2.74805135],1.7842504978179932,"[[2.70082868e-01-2.91757182e-18j 5.90226782e-19+4.44002379e-01j]
 [5.90226782e-19-4.44002379e-01j 7.29917132e-01-1.38201899e-17j]]",(0.17025770121083383-0.7525565425506794j)
[0.         6.28318531],1.5986912250518799,"[[1.+0.j 0.+0.j]
 [0.+0.j 0.+0.j]]",(0.033501338427433615+0j)
[0.         3.09259152],1.7179479598999023,"[[1.+8.51812997e-19j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.5321952477673338+6.023227465314457e-19j)
[1.50326724 1.50752795],1.7175216674804688,"[[5.33738885e-01+1.89387390e-17j 2.71626685e-17+4.98860389e-01j]
 [2.71626685e-17-4.98860389e-01j 4.66261115e-01+7.06002269e-18j]]",(0.17455208471069072-0.46733533595916626j)
[1.71568009 1.28422613],1.937741994857788,"[[4.27811292e-01+7.14305043e-18j 5.68288066e-18+4.94761347e-01j]
 [5.68288066e-18-4.94761347e-01j 5.72188708e-01-2.61883237e-17j]]",(0.20544569081766853-0.35491014447084307j)
[0.         4.17721064],1.619419813156128,"[[1.+2.35073746e-17j 0.+0.00000000e+00j]
 [0.+0.00000000e+00j 0.+0.00000000e+00j]]",(0.0540848713862868+1.662222395232316e-17j)
[0.         6.12599529],1.6000609397888184,"[[1.+2.975337e-18j 0.+0.000000e+00j]
 [0.+0.000000e+00j 0.+0.000000e+00j]]",(0.25729608094992445+2.1038809677656154e-18j)
[1.38948405 0.39335269],1.988248586654663,"[[ 5.90160248e-01-3.23942804e-18j -2.93970936e-17+4.91803955e-01j]
 [-2.93970936e-17-4.91803955e-01j  4.09839752e-01-4.22566397e-18j]]",(0.1885021625380784-0.2959228286650828j)
[1.94479312 2.97160238],1.8822767734527588,"[[3.17330574e-01+1.37139820e-18j 3.99467817e-18+4.65437301e-01j]
 [3.99467817e-18-4.65437301e-01j 6.82669426e-01-9.68123794e-19j]]",(0.07873931134991978-0.7966974832992804j)
