differential_evolution,time,matrix,degree
[1.67320278 5.08332417],1.7035911083221436,"[[ 4.48886223e-01+1.35738701e-17j -4.27030010e-17+4.97380520e-01j]
 [-4.27030010e-17-4.97380520e-01j  5.51113777e-01+2.12878437e-17j]]",(1.1232546616534993+2.2908753102973643e-17j)
[2.44899884 5.99829137],1.775221586227417,"[[1.15203818e-01+7.56723417e-19j 6.01984547e-18+3.19267754e-01j]
 [6.01984547e-18-3.19267754e-01j 8.84796182e-01+3.84208210e-18j]]",(0.1813003099020841+0j)
[1.86780674 3.067568  ],1.7755475044250488,"[[3.53668587e-01-7.69996214e-19j 7.85711099e-19+4.78107852e-01j]
 [7.85711099e-19-4.78107852e-01j 6.46331413e-01+1.26629318e-18j]]",(1.9111216239372533-4.1082555730602835e-18j)
[0.07962996 5.83357772],2.0346155166625977,"[[ 9.98415605e-01+1.34630432e-17j -3.72479568e-19+3.97729181e-02j]
 [-3.72479568e-19-3.97729181e-02j  1.58439532e-03+8.79398094e-21j]]",(0.03546393583310896+1.352859300739589e-17j)
[1.77583741 5.17067569],1.7266693115234375,"[[3.98196307e-01+1.68968220e-18j 1.01019516e-17+4.89526310e-01j]
 [1.01019516e-17-4.89526310e-01j 6.01803693e-01-8.79161127e-18j]]",(1.0338978675314192-3.7367856152812764e-33j)
[0.27430645 4.88282665],1.603088617324829,"[[ 9.81306649e-01-2.56498804e-17j -2.65136282e-18+1.35439691e-01j]
 [-2.65136282e-18-1.35439691e-01j  1.86933512e-02-1.75411402e-19j]]",(0.3490848784555936+0j)
[1.04906712 1.28290804],1.646498680114746,"[[7.49190015e-01+1.37546589e-17j 2.30123687e-17+4.33479338e-01j]
 [2.30123687e-17-4.33479338e-01j 2.50809985e-01+2.57536365e-18j]]",(1.0375086497448562-1.1119252393288317e-17j)
[0.7529667  2.97504752],1.8797581195831299,"[[ 8.64831718e-01+9.78304419e-19j -9.24683524e-19+3.41903228e-01j]
 [-9.24683524e-19-3.41903228e-01j  1.35168282e-01-4.09223382e-20j]]",(1.3628739178280669-1.6127332978202177e-17j)
[1.63802434 4.50311356],1.5307831764221191,"[[4.66411310e-01+1.37543420e-17j 1.37755644e-17+4.98870524e-01j]
 [1.37755644e-17-4.98870524e-01j 5.33588690e-01+2.25208602e-17j]]",(1.5506778171107243+0j)
[0.98207397 0.79237737],1.8012886047363281,"[[ 7.77649460e-01-2.40530703e-17j -2.03765637e-17+4.15825417e-01j]
 [-2.03765637e-17-4.15825417e-01j  2.22350540e-01-3.43763660e-18j]]",(0.6418765446371284-4.278329970358779e-33j)
