Nelder-Mead,time
[0.         3.40665922],0.02555084228515625
[0.        3.3287092],0.024935483932495117
[0.        3.3287092],0.0249330997467041
[0.        3.3287092],0.03091740608215332
[0.40579326 0.30572849],0.03789997100830078
[0.         3.27755451],0.024448394775390625
[0.46946139 2.13776294],0.03686118125915527
[0.969687   3.72505026],0.04834866523742676
[0.         3.27755451],0.02648472785949707
[0.         3.27755451],0.0249330997467041
