Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev,11
0.9100936980887191,1.2537887032455295,4.435847845410778,9.0,2.7103125,1.0,0.10558414141129491,0.12576938058844195,0.2436217889322214,0.9817306268815255,2675,fail
3.296918613062338,1.4646864526969563,0.368719507393272,15.0,0.1973756244552697,11.0,0.053845548484816874,0.05219499421303531,0.001087405630021257,0.9952569114582884,2621,fail
4.10206783992497,1.8598671335127828,4.916269219862799,9.0,3.1781525317495394,1.0,0.07266285039480874,0.06420296741990322,0.08546270671387246,0.9869310468324697,1560,fail
2.611070343965593,1.366455322084438,1.9341974895261045,9.0,1.42894126259021,9.0,0.12376257364561577,0.11500266976895307,0.11745432695576273,0.9689446916944903,1272,fail
4.533247344418719,0.45496479400734846,4.1,17.0,3.28,17.0,0.2614184536684686,0.006487031944759372,0.015331739227104808,0.7523719091397509,2966,fail
0.9055762107408662,1.2956812728512932,4.41263658931212,9.0,2.563975220426437,5.0,0.0941558637674125,0.08498876014893132,0.24717021127176692,0.986516023477162,2882,fail
3.051994209592597,0.8963442421784253,4.065884398345798,9.0,2.6501644863043694,5.0,0.05371895455792024,0.09001733559507771,0.4762060155243938,0.9825437342047473,3368,fail
0.7874476465066358,1.6477680558473617,4.472246451502177,9.0,3.2535350276787143,13.0,0.1331903605298913,0.2029294139416482,0.2754792312599711,0.9749350718834573,2550,fail
3.3826797232731316,0.3483606421792598,1.7850000000000001,17.0,1.2941250000000002,9.0,0.3487237235999529,0.008299635180432504,0.09341338629976664,0.6680050193951036,1042,fail
0.4644969377869426,0.8944565739749528,2.6415030016386276,9.0,1.621119077607706,1.0,0.08353307439307243,0.09723115339670457,0.1024609131194544,0.9840614884277467,2441,fail
3.47851843237446,0.42525694575201933,1.7650000000000001,17.0,1.2796250000000002,17.0,0.1802295761030673,0.010691702667222126,0.09969988047395445,0.843330368436852,1273,fail
4.802428987672853,0.7865678027310895,3.9918655820202398,17.0,1.9968655820202397,17.0,0.05875908798232193,0.014454091156636387,0.04072192669014636,0.9909135202789046,2218,fail
1.7673567192838506,1.3365033320680715,3.892911024552717,5.0,2.839802012738046,9.0,0.06139373845443673,0.029384616609782532,0.2220159063974516,0.9637394434775238,2215,fail
0.39224007199386796,0.9542105862195689,3.746337824293388,9.0,3.004,5.0,0.1011967028385406,0.08303745007336402,0.43892409224839685,0.9903611650754319,9617,fail
1.6733573622644493,1.3792022703254372,4.827516672238254,9.0,2.8024261701413806,5.0,0.13995121558444526,0.15506506913529217,0.02801602835338055,0.9562723677472729,3114,fail
0.7571187985384642,1.2227203100627155,2.5120155987342527,9.0,1.845305139604985,9.0,0.10327061410658546,0.1223467382169974,0.09477648032359581,0.9878322057649997,3777,fail
