x,fun,jac,nit,nfev,njev,status,message,success
[1.32843794 4.94317618],2.4070877300225586,[0.15349324 0.0718536 ],1,3,1,0,Optimization terminated successfully,True
[1.32843794 4.94317618],2.4070877300225586,[0.02052444 0.40748207],1,3,1,0,Optimization terminated successfully,True
[1.63981659 4.68045254],2.0979307975368866,[0.85554431 0.45636553],2,18,2,0,Optimization terminated successfully,True
[1.55528313 4.71944129],2.0224187836621943,[0.00706465 0.97691   ],3,22,3,0,Optimization terminated successfully,True
[1.55408955 4.72333663],2.027452434047391,[-0.97691054  0.17567976],3,14,3,0,Optimization terminated successfully,True
[1.57072045 4.70983602],2.002625571605393,[ 0.99831451 -0.99833917],5,26,5,0,Optimization terminated successfully,True
[1.57075615 4.70932112],2.003103320005581,[ 0.99965027 -0.99715606],5,27,5,0,Optimization terminated successfully,True
[1.57075103 4.70919518],2.0032339890926236,[ 0.25820577 -0.99686232],5,33,5,0,Optimization terminated successfully,True
