x,fun,jac,nit,nfev,njev,status,message,success
[2.34699512 5.3403533 ],2.697248565964117,[-0.26492393  0.15821996],1,3,1,0,Optimization terminated successfully,True
[2.34699512 5.3403533 ],2.697248565964117,[-0.26492393  0.15821996],1,3,1,0,Optimization terminated successfully,True
[2.34699512 5.3403533 ],2.697248565964117,[-0.26492393  0.15821996],1,3,1,0,Optimization terminated successfully,True
