x,fun,jac,nit,nfev,njev,status,message,success
[0.45540901 6.15124005],2.3919530151367394,[-0.16141778 -0.09116329],1,3,1,0,Optimization terminated successfully,True
[0.45540901 6.15124005],2.3919530151367394,[ 0.2044034  -0.24166426],1,3,1,0,Optimization terminated successfully,True
[0.         6.28318531],2.0,[ 0.9349792 -0.       ],2,6,2,0,Optimization terminated successfully,True
[1.11022302e-16 6.28318531e+00],2.0,[ 0.98421352 -0.        ],2,6,2,0,Optimization terminated successfully,True
[1.11022302e-16 6.28318531e+00],2.0,[ 0.9960836 -0.       ],2,6,2,0,Optimization terminated successfully,True
