fun,nit,nfev,status,success,message,x,final_simplex
0.9999991863270806,79,160,0,True,Optimization terminated successfully.,[-0.01907423 15.99582027  1.96043198],"(array([[-0.01907423, 15.99582027,  1.96043198],
       [-0.0191    , 15.99784665,  1.96033295],
       [-0.01913265, 15.99855433,  1.96051493],
       [-0.01914411, 15.99065044,  1.96043407]]), array([0.99999919, 0.99999919, 0.99999919, 0.99999919]))"
