Al,Ap,tau,N,x,z,6
3.6868564354998243,1.206389145414794,1.72,9.0,1.710994775675837,1.069273101793662,0.0249576111056821
1.7143421833595978,0.8019368695362838,3.95,13.0,3.9377215997754282,0.21286942084092944,0.0052450011067887575
1.5462466060866784,1.7486935399171353,1.335,9.0,1.341719140844954,1.0651393022150593,0.06277962104892387
4.837288843274728,1.6007164459935908,2.745,13.0,2.735823681045087,0.14806856948800742,0.035447180435803284
4.744609035438427,1.4521888714670028,2.77,13.0,2.7628629285607795,0.14861967659097514,0.028797092189834568
3.469943636355652,0.9130584646414928,1.76,13.0,1.7551384966467698,1.0881205765163744,0.03672808290460457
0.8934905966617466,0.8931580169315536,1.485,9.0,1.4958481233986767,1.1824195207520531,0.03615388905347297
2.224755158912357,0.462517316180203,2.875,17.0,2.8753486136199666,1.2227846194111303,0.057124190237365764
4.404503695284684,1.4017009669648621,4.14,9.0,4.133601056613325,0.9906228552506336,0.03590276522035993
4.206074331195148,0.8218180123131962,2.935,13.0,2.9362026905944814,2.345160652157203,0.02720706346717328
1.400532844057645,1.677324217115289,1.365,9.0,1.3769597883267568,1.0803964685543108,0.06493183924619178
1.5119330287721875,1.1993853634063008,4.955,13.0,4.967090192262474,3.9527115568491404,0.07950630503715404
3.57037097922319,0.6254806660890094,1.745,15.0,1.745000000000003,0.4126473331059661,0.02641939463850531
2.665015018642502,0.6602744628706927,2.715,13.0,2.716240264497656,2.169807969154264,0.049112233616199596
