Al,Ap,tau,N,x,z,6
2.769956785101003,1.4212327501224378,2.67,9.0,2.6621428636859994,1.1431829512024738,0.07630527737234354
1.1843151978519677,0.589117803102197,0.47500000000000003,13.0,0.4659692593592346,0.03939894563719793,0.026155763373215735
3.7290329913297926,1.0874473633317703,1.71,9.0,1.705816649521654,0.4158580587645285,0.032906795420091846
2.296117821156394,1.4462505235606873,2.02,9.0,2.0084939692296127,0.4977615772806031,0.07465131431337066
4.089715004120966,1.3653497210386887,1.645,9.0,1.6354561678730184,0.40504305918794975,0.01533027859581702
2.7122031188457085,1.3279344676709703,4.995,9.0,5.006917249211614,3.9868539926602238,0.038975766963381286
3.6201968551977273,0.7680248800187518,1.735,13.0,1.730747379241613,1.0652327659536907,0.016285819793653983
1.6388201142134329,1.0756224294866146,3.1,9.0,3.1134868727436453,1.2981010975768084,0.0894912760203831
0.8962526807637743,0.3804499806888676,0.5,13.0,0.4980330116520798,0.2184246431535967,0.06809736294011158
2.557863900199521,1.5115254954321382,4.3,15.0,4.310270327575381,0.41307387022904823,0.06603767557177534
4.7581455467982785,1.5430051678174153,3.995,9.0,3.986411704302667,1.710650448540241,0.044879905282683166
0.8262447293980724,0.8233700444659973,1.5,13.0,1.4863879565781843,0.09035007543775615,0.0215613423997773
1.7168293859070578,0.984313351138667,3.0700000000000003,9.0,3.0797098043281808,1.2883776518801462,0.09721853321558409
2.0896558714968276,1.209140934743894,3.745,9.0,3.7344438755467833,2.3112542095159916,0.01865906560186696
0.46037280157641913,0.4187395872625878,0.535,15.0,0.5449336885991442,0.189137422610923,0.020346135263203606
1.622098280957972,1.2457209028497993,4.875,13.0,4.862491123949778,2.0526293144784056,0.05806694733716035
2.22160788512442,1.4670472279113025,2.04,9.0,2.0280039440355213,0.5012260872913872,0.07825961135238718
3.0789351387973554,1.3999742493126697,0.37,15.0,0.35874165266942915,0.25575192939485075,0.05756055047859789
3.235880539693247,0.9972206011030891,3.98,13.0,3.9904113405618173,1.7063769168462068,0.009707659439624965
1.0898433866854809,0.5695929153724476,0.48,15.0,0.4934410447161354,0.1683937395816747,0.026704836766331674
1.9578833597295826,0.5534837934423221,2.975,13.0,2.979616189691209,2.3747215520737783,0.03354839600592624
2.0150677277779545,0.9050919376604476,2.95,9.0,2.9391752144130554,1.8242807792768996,0.024952282379718697
0.569563995161638,1.7076420245609962,3.6,9.0,3.5902275934069525,0.8574939055850879,0.0020833755323941515
4.6350224296110625,1.3741412201588314,4.045,9.0,4.039298085780102,0.20903103713211182,0.024116261496812195
3.062921202422252,1.5617878458476815,2.575,9.0,2.569712356230799,1.1010723648801004,0.04732904779320983
2.467111146595435,1.1888429228163857,1.98,9.0,1.9736192021483088,0.4828148299197255,0.05070848496410718
3.0426805695213375,1.7758990047578909,2.58,9.0,2.5878911693242217,1.5705151495239251,0.058257793429758696
0.7607511808741241,0.5699604519134288,0.51,13.0,0.521220997322688,0.20534387132676765,0.027416137058291386
2.8503763963061424,0.7712332179606384,4.17,13.0,4.163257103070342,1.7798431464355882,0.023565537463604413
1.5808301973232826,1.647270771994208,1.33,9.0,1.3351997987661328,1.064,0.05102221664134529
3.3439922163483082,1.8167317747168692,3.2,9.0,3.1994351864667374,2.5599999999999974,0.09048800242648858
3.126433152965475,1.6428964514093807,2.555,9.0,2.5496732415990677,1.0917817367768277,0.04959640652054027
2.0919629791837533,1.4352291629531997,3.735,13.0,3.721793819778786,0.20439720917557203,0.06377554609208208
0.3998454121657153,1.8658466969431793,0.535,13.0,0.5045127462952046,0.41388024674035745,0.09616070377347938
4.281976218736824,1.1343839321253621,2.9050000000000002,13.0,2.898683179875335,0.15370999576412683,0.013546749652697802
4.726026162841639,1.0983412605259908,4.015,9.0,4.014064745611933,0.9535317394245459,0.05186019835482137
4.325764627802825,0.6238145119499621,2.9,17.0,2.8999999999999995,0.145,0.035742226094526805
1.1737502261816473,1.0854802872077491,1.42,9.0,1.4259203282973834,1.136,0.03724551431769818
4.939621042294753,1.4019180719798827,3.93,9.0,3.923467951140774,1.6767948067208764,0.01918206505347389
3.218616735036818,1.57869291953055,0.36,15.0,0.37146513979668605,0.04823341968751722,0.057313014899340944
2.965261430571101,1.1596790922064328,1.865,9.0,1.8559221393742658,0.45764235174292817,0.03609390545885527
1.3588873527391263,1.3901573931469495,1.375,13.0,1.3624503377657324,0.0841478004002167,0.07184308251074935
0.584470338311104,0.7745529845282538,1.56,17.0,1.5493457978659577,0.1144541741752272,0.017657023249099443
1.3099269269911777,1.8145849667003142,1.3800000000000001,9.0,1.3956420351171461,1.0859734409286534,0.05482044652767048
1.1032121153981425,0.9405228971104989,4.3100000000000005,13.0,4.2974011107935155,0.23453132650368774,0.08229166874836434
4.927048144196625,1.1376360970589434,3.935,13.0,3.9312712976066377,1.679971381299923,0.026564141923404984
2.2941361882929567,1.483681945901879,2.02,9.0,2.0077169365560574,0.49863162362435387,0.07854404605038146
4.702164766301592,1.2470467770230176,2.785,13.0,2.777971042558307,0.14709790151301996,0.025459937386395553
3.071715624306667,1.6089252743700206,2.575,13.0,2.5823865607100376,0.6001812268214597,0.04777778863283337
3.854520021238666,1.0122164139768834,1.69,9.0,1.686922757443589,1.0440213217878098,0.04196146156842456
2.168611545575575,0.6894076531901473,2.895,13.0,2.9008399400968585,0.6796885331967409,0.023216537267489942
2.736930661525396,1.6340482646519192,4.97,9.0,4.982564683559795,3.959758333396261,0.04559695132220201
0.8564713571516999,1.1158353587535317,1.49,9.0,1.5085371815017463,1.1748470409615195,0.037658381074410066
2.128381675527574,0.5455897126949538,2.91,13.0,2.911360482717208,1.779337228956657,0.056877408568647
1.6006416488775481,1.1541509779248018,3.115,9.0,3.1296935448883914,1.3016403083896053,0.07941963471169923
4.030819894402559,1.8354429774699836,0.33,15.0,0.33954789664285523,0.11067085004015843,0.06243864656339947
2.8229231713566607,0.6369847318047386,4.1850000000000005,13.0,4.185139069094894,1.7788741394676286,0.04349858056628105
1.625932827148621,0.9263111710594655,0.445,9.0,0.4349803725488126,0.1981433657574603,0.03870775034316183
3.0002002993157335,0.7600525828925944,4.095,13.0,4.0896101796405375,1.7485124496819155,0.0189571357667266
2.556201603297007,1.7553334914833933,4.29,13.0,4.302062257235767,1.801594862475041,0.07418473583643533
2.6688193660339006,0.7886953490829156,2.715,13.0,2.7188602553225354,0.6406975143011878,0.028553182108614725
4.582091477409448,1.549262945884801,2.815,13.0,2.805441376925728,0.15271716719115008,0.02614313102809514
1.0574896482982907,1.019755608207532,1.445,9.0,1.4558631503352049,1.1522715041724787,0.03963728139381942
4.015110997111485,0.6598480330402946,1.6600000000000001,17.0,1.6600000000000001,1.0167500000000003,0.0816199487791878
3.8723548219159234,1.1978236440000567,1.685,9.0,1.678040326113031,1.046810293453038,0.0199723086030386
2.9484462360414136,0.7280404966848468,4.12,13.0,4.1162437936587475,1.7581866910938957,0.020540010649105395
0.8844822595065179,1.6746523980542554,2.455,9.0,2.4485773721483897,1.5087645392392708,0.09203504315858074
2.9337732382985755,0.7073887618308143,4.13,13.0,4.124754602658546,1.7600696396497229,0.022270448288951285
0.7384396260643726,1.1075273071104001,2.5300000000000002,9.0,2.5252421955780964,1.5638817551788389,0.07237246632428236
4.350919731420633,1.2825953903855667,2.8850000000000002,9.0,2.882495723936409,2.3080000000000003,0.045947768762145215
4.080624314485519,1.321017092704648,2.965,13.0,2.9559817333274516,0.15951009185764814,0.003496827046992741
4.181432014627398,0.8880627537439318,2.94,13.0,2.935434599541049,1.2550836867084167,0.017954182790003045
4.820817297577587,1.126988170186276,3.98,9.0,3.9750759534876896,1.6953440608656754,0.08239960749079649
3.6768133401501624,1.5306044031608796,0.34500000000000003,9.0,0.3375216149785481,0.15186064640521046,0.05174934616656941
0.4771125219922609,1.0194405772670483,3.7,9.0,3.68721029877887,0.8829095525713945,0.003968384351585307
4.895204104774461,1.5520999732308656,2.73,13.0,2.721587914018167,0.14641370239708226,0.035949010321816306
1.7063653480383563,1.1793368264893043,3.0700000000000003,11.0,3.0570685745015633,0.41268382279398214,0.07260532357351539
4.9594386064819185,1.5389262647893907,3.92,9.0,3.9119145209049546,1.6748599255925525,0.018467782948668965
1.4746860241814244,1.5691458500386226,1.35,9.0,1.357618847956487,1.08,0.05563620840557183
4.536484333070339,1.732605480288899,0.315,9.0,0.3109658200855098,0.13524650929223256,0.055397671973437944
4.532807396724789,0.6150381237288085,4.1,17.0,4.099268245589054,3.278170613972636,0.04586460974344344
4.8696823206469775,1.738657215651573,2.735,13.0,2.7251070666437447,0.1484101094264723,0.0403641593705035
2.363292449141335,0.9065120580299031,2.815,9.0,2.81346097121661,1.2009132284066808,0.07601780738934286
4.570544615630476,0.5496700324524617,4.085,17.0,4.085879978194898,0.9728687241267917,0.0928652531578324
1.2575456480092608,1.6178810026418409,3.255,9.0,3.2428353984333236,2.011538634029683,0.04141003425799937
1.9956173902791923,0.9281037904961568,2.955,9.0,2.951475008112464,1.2600713659634664,0.08583460240256255
3.5918773356019007,1.4101717151157853,3.815,13.0,3.806622166802826,1.6362569522912331,0.02470317950520091
0.35673808042506766,0.9932759978717037,4.86,9.0,4.8534721533148435,2.9904105770270144,0.08774570524699332
0.49156627614090664,1.0189017810137366,3.69,9.0,3.6787631605608633,0.8801790233209518,0.007042311886334173
1.7117551360589551,0.7368082620512103,3.955,9.0,3.9456571059219256,2.4385006585024325,0.051701107850719616
0.7229373592583116,0.400132407896543,0.51,15.0,0.51,0.19706594845372302,0.037779817940603935
4.290991654886591,1.2820287050084482,4.19,9.0,4.186243380818719,0.9994858530696648,0.03326508348957723
3.9405545258915935,0.7791436897588568,1.675,13.0,1.672641252821066,1.0275111116130782,0.016849858754514363
0.6383120795756435,1.5692056804710521,0.54,17.0,0.4995,0.027000000000000003,0.07773359450061962
0.5453765045745279,0.6122414992545223,0.525,9.0,0.5176591317556213,0.22944433017588803,0.028362226169115625
1.3813812017696,1.4602023855169564,1.37,9.0,1.3809671350794113,1.0920352338137402,0.05617912982757105
0.5805639581620485,0.5112567074158039,0.525,9.0,0.5251884759189198,0.21502998601987905,0.05623345545156979
1.327032834358392,1.3453546597751356,1.385,9.0,1.3931729795303114,1.1031733141315185,0.050838376349675314
4.239270388626538,1.0313948080086994,2.92,13.0,2.915808882391789,0.6983076363237403,0.041726583259067807
1.0807109398684231,0.763783225607719,0.48,9.0,0.47264599416791103,0.21345793033295604,0.03350779408787463
3.0892593341061385,1.0632634401599719,1.84,9.0,1.8331349152494847,1.1425476198480946,0.031054348740943625
2.215032273507835,1.4203877464016101,2.04,9.0,2.031639653412833,0.50033400132323,0.07329826797612576
0.7344724686748321,0.33374991190811165,0.51,15.0,0.5107260758067089,0.19460239336159416,0.0348004280290439
1.5405036963413743,0.9218334982101167,0.45,9.0,0.43940234017228147,0.20182579360966577,0.03928632886344763
4.4209393004786595,1.0204060588258992,4.14,13.0,4.135053176108914,1.7653667306202503,0.03552273014946898
4.8324945403066595,1.5229831887361438,3.9650000000000003,9.0,3.956997375470402,0.20805020054921639,0.015728909070361625
3.7462735343803604,1.366836263345032,1.705,9.0,1.6944181598627994,0.42268537140486295,0.01680597243587377
1.3465713261822883,0.5890209663754898,0.465,15.0,0.47425037672436776,0.16297122448657006,0.027429272312596842
1.9819280836460227,1.446867193676598,2.105,9.0,2.098331585612507,0.5085796452051826,0.08117442910331618
3.354039617801331,0.9278668803847523,1.7850000000000001,13.0,1.7775898091695006,1.1031381286623527,0.04321843505559215
4.911727084449056,1.8174514074231944,1.51,9.0,1.503183979938752,0.37188655575765983,0.00648425842155516
3.6937484664712743,1.8332880888716334,3.765,13.0,3.7721082654897313,3.006621720582298,0.00922967249083988
3.740395729737613,1.402588937359444,3.075,9.0,3.0668135819703144,1.8951297222045744,0.014840197211124147
3.6886254699478824,1.4004984946633283,3.09,13.0,3.0810388571616203,0.1657311734251749,0.016588630453873876
3.0946356937092836,0.5145208360776502,4.055,17.0,4.055,3.2439999999999998,0.09853501040293876
3.868542997279398,0.744416869483382,1.69,13.0,1.6846458241083397,0.7250611796185591,0.03813208748747316
1.5518159349390677,1.6092348416360962,1.335,13.0,1.322637564405017,0.0799506919027625,0.07797135914863643
1.890338157586179,0.9426312229727353,0.43,9.0,0.4216033278225453,0.18783691901046204,0.03818439021582636
1.897338239601422,1.5282584193861874,2.125,9.0,2.120690172610055,0.5128100501653845,0.09075788061977634
3.538517223690552,1.579765756029439,0.35000000000000003,15.0,0.34019603390026015,0.24264698972225368,0.06229973353426994
3.666976460892367,1.6295450478074214,0.34500000000000003,15.0,0.3353456070016267,0.2391970045112597,0.06350376021692278
3.0190227636965,1.4821674773409554,0.37,15.0,0.3804254930924095,0.12368888622960283,0.05497713072993145
2.258988462995348,1.330790249542017,2.0300000000000002,9.0,2.023182160466833,0.49609117714679174,0.06426931822713361
4.291934405788852,1.7176645682539244,0.32,9.0,0.31697405032014947,0.14094408776542647,0.054990608756450815
4.953711055450567,1.3136272488510368,3.9250000000000003,9.0,3.920671658388289,1.673776239589519,0.03444247405777454
4.8293183008575244,1.073773220953148,3.975,13.0,3.9698634111554694,1.6957137360058583,0.02564359396804405
4.673425518790463,1.5269124911634844,2.79,13.0,2.7807737394738115,0.15073435952757158,0.02836306254159406
1.037434998326652,0.6166981730994998,0.485,15.0,0.4742411411184075,0.3325330646283293,0.028598277324341566
3.06131020595336,1.0974988856031445,4.0600000000000005,13.0,4.049224468160024,1.6846494688310196,0.014700912667402132
2.8574278280975074,1.815651198847096,4.89,9.0,4.899889530807187,3.90236821498157,0.08552943875705307
2.9140101458899883,1.5139320921402772,2.62,9.0,2.6155411802152213,1.12178889367057,0.06188315409982263
3.0344229396162516,1.5082428056695996,0.37,15.0,0.3796168837055478,0.12328697701954039,0.05573182314243156
1.8252477309317732,0.44944234259250493,3.0300000000000002,17.0,3.0300000000000002,1.8558750000000002,0.05839646342516796
3.2651095153536267,1.2225860703203248,1.8,9.0,1.7902787379812164,0.4440981456729459,0.02905578447697679
4.756818430750504,0.9868068805336296,4.005,13.0,4.000492778217334,1.7064326027568402,0.016083759804968727
0.7676662695763213,1.1417228549170773,2.52,9.0,2.513160961500564,1.5546071678680777,0.07627888803163532
1.1574434161475124,0.99700203081522,4.275,13.0,4.259503438765287,0.2350864037135487,0.08130034784966284
2.6203101838779954,1.3571973414860563,0.39,7.0,0.38710013090901524,0.26717757121335806,0.05437779866808177
1.9544109737351611,1.5431665260974867,2.11,9.0,2.1023612555136184,0.5117903579927806,0.08592192735152188
1.2246700683328946,0.534743427462567,0.47500000000000003,13.0,0.47979330299806394,0.19899538371360267,0.026178363629706464
3.986139545842403,1.2708764972166116,2.995,13.0,2.986587203203188,0.16028352970221876,0.0013135585723613365
0.6174520244681369,1.863797983753292,0.525,15.0,0.546600046439348,0.1705360050747215,0.09533539014233379
2.0706090113263103,0.8694155088323493,2.9250000000000003,9.0,2.925529977673736,1.2453877839955896,0.0901029660899141
0.4971639193695323,0.8806968886758257,2.64,9.0,2.6288957082628213,1.6395940940513438,0.0697143099860297
4.218475859598714,0.861441719785919,2.93,13.0,2.9324250704544466,2.3413590212492754,0.020293261004214663
4.553108033889151,1.1381691309043962,4.085,9.0,4.080611172309415,1.7410484669229433,0.05764440813697092
1.5454710717986868,0.5815737215795941,4.05,13.0,4.04427136049816,0.9692283205097865,0.027125916091046108
2.7537901639845628,1.6156941936279834,4.96,9.0,4.97268858174485,3.9535860936817646,0.0489455256308781
1.1667868893524773,0.6789544911663324,0.47500000000000003,15.0,0.48872012829355,0.1632429877937914,0.03142383139060295
0.7040383671000893,0.7635354041045118,1.53,13.0,1.5164262014461865,0.09258964278660098,0.0155751845134319
2.4072077524795716,1.5873111309712702,4.38,9.0,4.3693384085074864,2.700114230001373,0.09046399317357887
2.503282321580374,0.5266258968320148,2.775,17.0,2.7749999999999995,1.179375,0.09445238235081976
0.7468458569813049,0.5236853078764092,0.51,15.0,0.5212316420146513,0.17707684767841486,0.024977890763360298
4.4968223669453655,0.5548784460388679,2.85,17.0,2.8499999999999996,0.14250000000000002,0.08920566809594954
0.5018913526269592,1.0836473885533011,3.68,9.0,3.6691106419612094,0.8780773993504539,0.004073114187167683
1.3692493285694072,1.775325721815484,1.365,7.0,1.3515509434935091,0.33216343387303154,0.011343580511812733
0.4639558992107973,1.3201871234709288,3.69,9.0,3.6722623783133113,0.83172816204971,0.06417432000528808
4.069049203940168,0.8296700920698344,2.975,13.0,2.9717608479310065,1.268656182237062,0.0296848270514534
3.4399736450125826,1.5555600575790494,0.355,15.0,0.3439627665722454,0.24550444165090615,0.06205125818115149
2.323940461422604,0.6788461004781782,2.835,13.0,2.8374993199131073,1.7324139974690485,0.05324451564404258
4.059751865452467,1.2734328613322425,1.6500000000000001,9.0,1.6431068365635353,0.4040378543033428,0.01894470466784018
3.9953593343791125,1.5756276150716075,4.98,9.0,4.9732966719173515,0.2571504743383242,0.05062456678797367
3.5752308626889695,1.7623366079887888,3.815,13.0,3.823716692092585,3.0449863797108265,0.016765533173327393
4.558888831276624,1.5506227722560058,2.82,13.0,2.831282839259444,0.7003839258272999,0.0836137085254038
3.2065215550149433,1.2580393802762337,3.99,9.0,3.9976931870153556,2.43550467412259,0.030293707458271625
4.174439042955228,1.5510041247830428,4.235,9.0,4.228480560135051,1.8101913402681535,0.057958676935953884
1.648106758286781,0.9743426731840711,3.1,9.0,3.0889532139420552,1.9169048870191487,0.017948849509394377
1.392812392403925,0.7338829199499682,0.46,15.0,0.47249993556541425,0.1576727507116901,0.03339078291167539
2.7922564835090755,1.0638614138058822,1.905,9.0,1.8993214091747537,0.4624688950984962,0.04055650307526726
1.446721264430638,0.504343363541238,4.11,13.0,4.105219405727837,0.9813707659703346,0.022642750708332396
1.85977754862279,0.8116597178697124,0.43,15.0,0.42033885932249215,0.2953415544572404,0.035282573546257905
1.1713152634849344,1.7419281126970387,3.29,9.0,3.277204263752883,2.0323233414867747,0.012936335288965834
3.175000529871978,0.6366616823122345,4.015,13.0,4.013984350228834,1.706564308308792,0.04042839724523766
1.1480482013396416,1.8544886238003726,3.295,9.0,3.2826078402465515,2.034901399441039,0.026885634944922784
2.5469907283051607,1.3237117162555279,1.96,9.0,1.948152393199947,0.4833190926788764,0.05614855776095472
3.9814559576596644,1.5235725522611538,4.99,9.0,4.98239668324811,0.2572026223036625,0.04847513029379071
3.2172508703566662,1.2941974240285559,1.81,9.0,1.7979945693708244,0.44834209585278456,0.030208237130067282
2.6409706384985605,1.0157416521513998,2.72,9.0,2.7144613791555323,1.1603713183565194,0.07180729798843044
2.732964781566922,1.0457870502780382,1.92,9.0,1.9143885585381253,0.4642746913464048,0.04274762275329115
4.503607085109291,1.8352834331089949,0.315,9.0,0.30933205736192443,0.13886434713230542,0.05753887286724258
3.9285641706436905,0.9437733735019515,1.675,13.0,1.6699942711522615,1.033597060424661,0.02325117435807681
3.0854582481568094,0.7054458076087017,4.055,13.0,4.05151164546493,1.7287612101407386,0.019620156125555552
3.9957264441582745,1.4355345619347946,2.99,13.0,2.9803054050448385,0.16204643994048268,0.009916574232625416
3.1303513363664943,1.0701994734806277,1.83,9.0,1.823349257051244,0.44631846232198225,0.033250990902726985
1.2607808723380416,0.8854191604218278,4.215,9.0,4.22695286891042,2.57155687354425,0.03312205731471407
1.880902725778979,1.6906977613989973,2.125,9.0,2.118389495474387,0.5167019404822907,0.09852326727946573
3.783260989281446,0.9426967737128802,1.7,9.0,1.7015722406435476,0.4077639049289844,0.08101010402676063
4.697403594106969,1.2958050945318818,4.025,9.0,4.018295667359745,1.7177724121399394,0.023931979601866705
4.709052769696949,1.3613526890872474,4.0200000000000005,9.0,4.011358719743624,1.7169526943193933,0.021824604248718262
0.7379398314386507,1.1676446618341567,2.5300000000000002,9.0,2.5225939836701676,1.563878500823488,0.07547233063990541
1.0716809921443504,1.3257192545883663,1.435,11.0,1.4533115828861354,0.13973578140024667,0.02654212228910336
3.482474657074151,1.6207035901577038,3.1550000000000002,9.0,3.155840329707204,2.5240000000000005,0.08251848856735422
4.202973724254524,1.3399384452867351,1.625,9.0,1.6180039453250021,0.3983318989914001,0.01692039620273043
1.0314302666450585,1.369334027967085,1.445,9.0,1.4642027462982976,1.1384727961934291,0.04030557775031458
4.504544547751065,1.2542563441117243,2.84,13.0,2.8321518023933265,0.15121069645497426,0.018743503188636598
3.767532172352965,0.9627064015807326,1.705,13.0,1.6981682506116118,1.0528597459164064,0.031824647283313266
0.9621853585484914,0.8865669371604895,1.47,13.0,1.4834361377714496,0.6102334292081235,0.03036170443350465
0.9165531099480017,0.7152359884968339,0.495,9.0,0.48567058636112836,0.21801193038245362,0.031903061713587755
0.6180891371237143,0.6303148267836766,0.52,9.0,0.5111386597059947,0.22704299818399845,0.02899385547689143
3.309043554831317,0.7582793166350188,1.795,13.0,1.791680581580501,1.1040100091856364,0.018884100097495367
4.61548242416767,0.8924481703910115,4.0600000000000005,13.0,4.058839376447293,3.243668695753725,0.018217811118198292
1.8840723856742916,1.0472428191801162,0.43,15.0,0.4177702130961412,0.29830137428299147,0.04841015928827529
3.2807304203526875,1.054201157991392,1.8,9.0,1.7936763026445115,1.116916808509659,0.028005862184096307
2.1618205020229526,1.4182094169970418,2.055,9.0,2.0467152338242856,0.5021795930440313,0.07317945277371893
1.7861902726283438,0.4383782130289786,0.435,15.0,0.4362826357469091,0.16607905551380903,0.06377649154595896
3.930934734456305,1.3098593190234162,1.675,9.0,1.664935552912909,1.042179939601433,0.027622121855087632
0.40984392960571003,0.36750600001115963,0.54,13.0,0.5391674118761683,0.030002907625011475,0.019883677894417896
0.9888016282949834,0.5879453223791009,0.49,15.0,0.47818830390012057,0.334382372570578,0.027165453061853966
3.542983587777947,1.3533624956669688,1.745,9.0,1.7563540406002547,0.43945304486373854,0.02198963751827375
4.499473260740648,1.1675488063258275,4.105,9.0,4.102359691708169,0.977211438628225,0.033547628081099415
1.0578953269379296,0.4802043953213795,0.485,13.0,0.48153325967713695,0.03159517031323118,0.021352358317657198
3.5200583293646983,0.6722248224912993,1.7550000000000001,13.0,1.7508252765270946,0.7529847526315668,0.0580652469373715
1.2925898991080829,1.8459433266734946,1.3800000000000001,5.0,1.3603830061973872,0.09269035685323446,0.05952169544333317
3.0564737915098643,0.6097396381318619,4.07,13.0,4.070541162332819,1.7302729159805759,0.04853565950582507
1.3572504809188,1.2255063171788287,3.22,9.0,3.212256793368898,0.7670011868254386,0.017129611169954914
1.0048823498472776,1.140556407723473,4.365,13.0,4.381683798432904,0.2692700461802597,0.09985203061753081
2.71657428346858,1.2549869814918206,0.385,9.0,0.3764346505302666,0.1714161659195661,0.046996934433706575
1.9090059684301692,1.0395886553922349,3.84,13.0,3.8269789893506174,0.2088793864810502,0.025071771101658542
2.101681563387694,1.3891533434577072,3.73,13.0,3.71907163995221,0.20323545195482365,0.057122585635946264
4.162844207154689,1.122734819671582,1.635,15.0,1.642692137229232,0.37487789677690353,0.01198352133897516
2.629528228893129,1.3353090140979686,1.94,9.0,1.9274860990096656,0.4796889696243528,0.05390839534192886
2.019230980336913,0.6253233309450894,2.95,13.0,2.9499893967416138,2.3599734918540345,0.04932133606978362
3.6129142471423576,1.5642608766134543,0.34500000000000003,9.0,0.3390110225547645,0.15423408565885813,0.05394790402176939
1.3268857232385591,1.134552924444241,3.24,9.0,3.230135915752341,2.0027057670042545,0.08228442330672467
1.008827020861624,1.050170741282804,1.455,9.0,1.469437930132459,1.1561603955958262,0.042072016955064226
3.7905155790700196,1.129156505557717,1.7,9.0,1.6932381582254672,0.4142696364210587,0.028073643322686876
0.580970991718379,1.7116001624098647,3.595,9.0,3.583320820582151,0.8558107999626092,0.0041330689670207275
0.706768179796346,0.8720020834161715,1.53,9.0,1.5461495690317635,1.2114136394962163,0.03602322966160884
2.918257627939059,1.3188682974864512,0.375,9.0,0.36723864783745386,0.1672550858490492,0.04836560146523895
1.772155026264728,0.4798302410087803,3.9250000000000003,13.0,3.921986674564411,0.9352165669092833,0.08616669627116298
2.1644888268641553,1.7334747883647712,3.69,9.0,3.6783464707860625,2.2781846626254696,0.022475063023448757
0.7031232013045825,0.8117201654320432,1.53,13.0,1.5155717680077887,0.09399570874963503,0.019866693964594395
1.2365152586201207,1.50544752986934,3.27,9.0,3.258294210788943,2.0203360564965447,0.0077417386537228785
4.14550904978047,1.6255986019505557,4.245,9.0,4.235245098622896,0.22349565403097085,0.04914302089894961
2.767038909177237,1.4464653058181343,2.67,9.0,2.66188661724991,1.14440625815445,0.0879555496711054
3.2212263085854675,0.9879102478770573,1.81,9.0,1.8086501600873963,0.4371971596056089,0.041219655985737055
1.5821864404551673,1.2918858864472467,4.9,13.0,4.886303880260561,2.1001966005814547,0.06246706356708184
0.635040551113491,1.5048907575098547,3.575,13.0,3.5713302684015,1.5109183029855477,0.0023104981403569216
3.127253866517398,1.2146705256355441,1.83,9.0,1.819065874526497,0.4509979280885119,0.032530506783868596
1.0383620525717834,1.7552635133932355,3.355,13.0,3.3444041837933702,0.7730114177973199,0.016057426476409026
3.005618604655086,0.7896562341580425,4.09,13.0,4.086542702404276,0.9741374378339098,0.029234897841563946
3.282184811243194,1.577718155404329,0.36,7.0,0.3580281159704138,0.24600674170918954,0.0606908648158134
2.0878328081151105,1.3181828228606933,3.74,13.0,3.7285115074222115,0.20315372697868483,0.04962438183656538
1.4222452451496241,1.019596083533382,3.2,13.0,3.185828460037881,1.3448326843401162,0.05987799410018453
4.0466974048103665,1.317166378755155,2.975,13.0,2.966566314033082,0.16001349525136746,0.002146476482629023
0.5536369405543071,1.5515793744217028,3.62,9.0,3.6106106154964057,0.862684318351758,0.008226312481254675
4.794077860259492,1.1942313633346442,3.985,9.0,3.9849417169704298,0.19925,0.056408195268204626
4.782925685037589,0.8637894954651029,3.995,13.0,3.9940139260055187,1.6996307622869553,0.02713035593751049
1.9126407811800277,1.6605442003536364,2.12,9.0,2.1097771619371892,0.5156129093298124,0.09596595841777508
2.4786613681699206,1.157998535108535,0.395,9.0,0.38831556267751866,0.17600722693287205,0.04406912686230733
3.3552376472165517,1.0607900289004186,1.7850000000000001,9.0,1.778507455280243,1.1074332684875596,0.02673075927605849
0.5852488859863829,1.3745230143321394,3.615,9.0,3.604043525661878,0.8604999449162096,0.02971234805341553
4.012756355106308,1.0110617372637714,1.6600000000000001,13.0,1.6539782797255247,1.0252937440242633,0.027504713630070003
2.188033372228727,0.874805857607266,2.88,9.0,2.8793503194023278,1.2273933469218674,0.08213299439311639
0.3634246844759402,0.39984394969261183,0.545,13.0,0.5509497476509388,0.2291140488872768,0.01969287903000905
1.1694826944868066,1.2415255933463862,1.42,9.0,1.4315811364942783,1.1252443035603785,0.048669460322609125
1.5062447232382674,1.3441404981737153,1.35,9.0,1.3539771987751457,1.08,0.062382572283613456
4.04338202002022,0.8718609934614658,1.655,13.0,1.6521156528028127,1.018620701211088,0.012831694209531386
0.7712033609944785,1.4034935937896058,2.5100000000000002,9.0,2.4998283188056107,1.5507860912714115,0.09741393879652879
3.200330395150493,1.1288200772813295,1.815,9.0,1.8068064111773339,0.4443638849069735,0.030438462500856755
4.806948064157176,0.6486709337255637,3.99,17.0,3.990895749100504,0.9498643727512598,0.03290639946572896
4.759737218203009,1.660470352074418,1.5350000000000001,9.0,1.5265231505796601,0.37783744343413184,0.008401153301460254
4.070985740049718,1.0614225142398355,1.6500000000000001,13.0,1.6431650218340057,1.0195045222710852,0.030276101728420587
2.025062200242395,1.5852098166995665,2.09,9.0,2.079311978964666,0.510772622244205,0.09092013029832265
3.228896208379371,0.8454345959101968,3.985,13.0,3.979280064097866,1.7038367120328128,0.012902861933466684
0.6265052330498107,1.457958603612552,3.585,13.0,3.5793044506493965,2.2069981203188878,0.014599042657356759
