fun,nit,nfev,status,success,message,x,final_simplex
0.029556491835440936,25,50,0,True,Optimization terminated successfully.,[ 0.50495346 15.16234186  0.30644856],"(array([[ 0.50495346, 15.16234186,  0.30644856],
       [ 0.50492219, 15.15402472,  0.30636469],
       [ 0.50491035, 15.16556859,  0.30635548],
       [ 0.50477089, 15.15939359,  0.30661262]]), array([0.02955649, 0.0296437 , 0.0296966 , 0.0297759 ]))"
