Al,Ap,N,x,z,fun,6,7,8,9
1.128365885930602,0.8263813793932653,15.0,0.4914777847368422,0.35221648011317724,0.03447953489877475,0.03660492607285236,0.0005101641322067529,0.9976005965527377,"[[0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]]"
