Al,Ap,N,x,z,fun
3.6817312207348007,0.9236274646547752,13.0,1.7147444788754391,1.062321133222464,0.030158816001332654
3.4618477417389295,0.9390735178254451,9.0,1.7614684476397442,1.0906658539945384,0.053562416742864855
3.928927537033964,1.6830229857245445,9.0,0.32733362047536835,0.1489677704410807,0.056011170075334994
4.807656206403326,1.1688774040642567,13.0,3.9764187360081373,3.183999999999775,0.05534680172800989
0.5652182062580222,1.0349016039768166,9.0,2.593889501362874,1.6191262153723511,0.0975143979336817
1.0366196765153406,0.4163889699179688,15.0,0.485,0.18771674403799118,0.019873083661219957
3.416415311479382,1.159871827021074,9.0,1.7622755277015927,0.4341122543102732,0.026560082266745454
3.6346180689111947,1.0768905731637781,9.0,1.7245029160773884,1.0724631979214472,0.023963491653293985
3.4121018992987775,1.3582657066032686,9.0,3.883783371484488,0.9476687294692239,0.031075837860838715
4.764011530251758,1.8711755747328562,9.0,0.30252101369366036,0.13392983921120308,0.05769063227091295
4.1386051892779605,0.7553778464730446,13.0,2.953607708170239,1.8114906655356628,0.04439081359640038
0.5316557322634954,1.8361440924494274,9.0,3.6023435667212516,2.2370612276037845,0.08592568595145218
4.2750803133503,1.6191100986941869,9.0,4.178247176901818,0.2224044969599569,0.04053972031453834
0.6882279066551045,0.50645456625087,15.0,0.5260995943184714,0.17911178754072382,0.024205944695447155
2.1199715014867704,0.5695276393089858,13.0,2.915409071500149,0.6919702947808613,0.035045857905790456
3.699065383508646,0.759944961681027,13.0,1.7163672099852516,1.0554588568143035,0.016718428025246396
1.2308580217706677,0.9386142956300951,13.0,4.215467327142748,0.23236421764666287,0.06370845758491106
2.448138640050126,1.0135442486080546,9.0,2.7790709311421433,1.1906579467078988,0.05506052645427726
0.7807414307218025,0.8956723916142961,13.0,1.4953740524350765,0.09373087516093619,0.028346005959925917
3.813851515697279,1.8162706071159074,9.0,4.385632250638725,1.0468661077965884,0.0625139446649191
1.0856527615294502,1.7858454580882055,9.0,3.316708482055358,0.7915505673943678,0.04583022932536462
1.2247517919606503,1.6372388571067615,9.0,3.25676987403721,0.7791933166252993,0.019277140315645334
0.8695079682134023,0.7298284732220393,15.0,0.4855182324586622,0.3457428965590952,0.036173953418074965
2.4759557049012306,1.4261610566515923,9.0,4.337733673296501,0.22115921332032068,0.0701563440734532
4.215577748481509,1.8252223405493175,9.0,0.3168909762383359,0.14527039261630365,0.05991862334519498
3.912094592333885,0.6934449867106872,13.0,1.6799669032414433,1.0284169085430452,0.04577894652458343
2.1681779168046162,1.008280014055721,15.0,0.4023736801620969,0.2853743206139503,0.044188679874981165
3.251743962005352,1.0120637194325244,9.0,1.8009077603814552,0.4371131356957047,0.037750444494626625
1.9313492048304062,0.5615746620199884,13.0,2.990108820088958,2.3835113332088875,0.03204966709757591
0.5510263356565721,1.195491620885756,9.0,3.634692065309091,0.8678883339432328,0.01606262970243656
0.3387182147524168,0.5237374206010095,15.0,0.559187953208282,0.18640748392252135,0.02518502323108998
3.3872704649799346,1.2457090255446999,9.0,1.7651534245160523,0.4383259615702728,0.026085334722967975
3.835054744033235,1.2822967415484232,9.0,1.68108193129633,0.4158700176917758,0.019187838896816325
2.624909854752244,1.422868577322843,9.0,1.9261347268539653,0.48153340995515437,0.059588962119559906
2.4786580603607375,1.096134582288224,9.0,2.785282005187971,1.6892713149994814,0.05217325506556977
0.6498163692166095,0.37839732976420093,13.0,0.5182006234925319,0.22726823152775336,0.032510310941571516
4.653765732582557,1.8619881856589584,9.0,0.3053413012403857,0.13601675236344016,0.057662636377846535
2.3789404683916824,1.0357458473289476,9.0,2.8017875136290455,1.2028946252848214,0.05296052961548673
2.696499332473266,1.4876720435376036,9.0,5.012919893404978,3.9848867079467194,0.03328228814414595
4.881497980424726,1.0571091477726704,13.0,3.950977783161894,1.685954061269868,0.0185629275444813
3.1518076107055633,0.6923596361175838,13.0,4.021534632886978,1.7140816046251757,0.02164949546254999
