nfev,nlfev,nljev,nlhev,xl,funl,x,fun,nit,message,success
416,227,49,0,"[[ 0.40688836 16.99804682  0.08775608]
 [ 0.40918692  3.          0.15330847]
 [ 0.40375014 11.          0.17400851]
 [ 0.40918692 13.          0.28032126]
 [ 0.36915776  5.          0.07168184]
 [ 0.36915776  5.          0.27775178]
 [ 0.35581471 11.          0.0332414 ]
 [ 0.35581471 11.          0.21793651]
 [ 0.33858242  7.          0.1979789 ]
 [ 0.33937607 13.          0.26888183]]","[0.96761576 0.9711316  0.97160609 0.98242969 0.98684872 0.98975136
 0.98992573 0.99234292 0.99410131 0.99451192]",[ 0.40688836 16.99804682  0.08775608],0.9676157578629522,4,Optimization terminated successfully.,True
416,227,49,0,"[[ 0.40688836 16.99804682  0.08775608]
 [ 0.40918692  3.          0.15330847]
 [ 0.40375014 11.          0.17400851]
 [ 0.40918692 13.          0.28032126]
 [ 0.36915776  5.          0.07168184]
 [ 0.36915776  5.          0.27775178]
 [ 0.35581471 11.          0.0332414 ]
 [ 0.35581471 11.          0.21793651]
 [ 0.33858242  7.          0.1979789 ]
 [ 0.33937607 13.          0.26888183]]","[0.96761576 0.9711316  0.97160609 0.98242969 0.98684872 0.98975136
 0.98992573 0.99234292 0.99410131 0.99451192]",[ 0.40688836 16.99804682  0.08775608],0.9676157578629522,4,Optimization terminated successfully.,True
