Al,Ap,N,x,z,fun
1.5578434999243045,0.9932583375033979,9.0,3.127947308602743,1.9410672112486318,0.026258488913393517
2.552222966722678,1.0313879310531522,9.0,2.7431318579898054,1.1745373706875017,0.05686448206678345
3.4820756781699966,1.7651134905626276,9.0,3.1436983492306587,1.9488858424881021,0.011684233827948257
3.7132206022955634,0.838631430334305,13.0,1.7113339663671667,1.0562354450014002,0.016560442370036607
4.19295569413533,1.7432163848220725,9.0,0.3189300261295203,0.1440101734220282,0.05620753536376568
1.4467048581811741,1.176312149671425,9.0,3.172782859023546,1.9684343684336598,0.010678834788802726
0.8048304542981061,1.374735728717306,9.0,2.4894502224070036,1.5405713861201948,0.08488997843055897
1.9348032676138234,1.0442553658194749,9.0,0.41548735424901406,0.19129322800962556,0.04302322297392818
3.6674963899595134,0.7367331242734004,13.0,1.7229543086024934,1.0584992622481284,0.0195649947203601
0.3148933388924011,0.5210910215024674,15.0,0.5615145254534816,0.18712905302226507,0.025068897365704362
2.4124345593236614,1.0353610526492212,9.0,0.396358384300595,0.1715226258958374,0.040792646705743695
1.0474310869183172,1.5773420900826283,13.0,3.349732359723794,0.8112155520807299,0.018685239535629377
2.5930393990869045,1.027745278970138,9.0,2.7297184090285147,1.1681265154916065,0.061456215962754274
1.1398361289283836,1.8061227186052946,9.0,3.289136059348495,2.0391345722571588,0.008475858781801328
3.6411316505665163,0.770252013866942,13.0,1.7267819457209388,1.0627819483130252,0.016031118927621203
3.225127398219634,1.1615001747698739,9.0,1.800362143802803,0.4444003226309306,0.03004255749342094
2.8239737099298376,1.0842924453262395,13.0,4.187195715544153,1.7880333684617986,0.0314622417709026
1.9094792588989924,1.4554682487656476,9.0,2.1202055033265976,0.5108733404500623,0.09285123089891983
1.102929669393835,1.7170138368551893,9.0,3.3120527252769043,2.052973722982493,0.05256290117175406
3.045387493489228,1.0188080258991827,17.0,4.059673042144071,0.24131466224660078,0.02112731958413755
4.787920810396445,1.733558802397674,9.0,1.5216596767555908,0.37687751752173243,0.0062610314569705935
1.8123975120375322,1.3508112702005866,9.0,3.896327140354911,2.3595103515720273,0.04166632349975056
0.3855469205072186,1.8738558193453956,3.0,0.5101583539788949,0.16573843305391425,0.09687571480835282
3.51301643815287,0.8105279657125354,13.0,1.7496867220651506,1.0799513089188273,0.018056954062520107
3.3191275210800963,0.5936846258067868,15.0,1.7950000000000002,0.4247385279313312,0.028747291120953346
0.4866544627575114,1.2976224689985374,9.0,3.667066073373062,2.2791480608760297,0.08362045216356184
2.9931047166707434,1.0494000798709207,9.0,4.086083280583577,0.9916062465229729,0.026746583650624753
2.4781434250594367,1.5119073696892253,9.0,4.329575163685969,0.22613538578892628,0.0823276995463608
1.7189377314858978,0.8559972159501785,13.0,3.9332559785294485,0.21401722910066856,0.006563556216548039
0.508218942251636,0.6845359671441558,13.0,1.599249311062396,0.656171089430293,0.013037450946134658
1.3500415422220078,1.8081562297941325,7.0,1.357019278732652,0.39922323491287254,0.023059473235484653
0.616351806506967,1.4249490284471467,13.0,3.5872646522938196,2.2119587082732117,0.03402295756259432
3.799488113721793,0.6179033037220334,13.0,1.7015330016650623,1.040458460869365,0.09619260290998936
2.2273961789028847,1.6028732230840055,9.0,2.0214984131119653,0.5037972514110423,0.09371116188865705
2.9003954840221318,0.5892037798033124,13.0,4.145668468697338,0.9809362803178129,0.08128624017898248
3.934101266638143,0.7116338209558553,13.0,1.675752219718485,1.026364496648241,0.036599464732089845
4.152118539405409,0.7260506178331717,17.0,2.95,1.8068750000000002,0.06923795737281938
1.7952493573045583,0.6890575185783794,15.0,0.4449039451182335,0.15238576850162833,0.03083643649529391
