Al,Ap,N,x,z,fun
1.853989978437962,1.6570254366379789,9.0,2.12827042180863,0.5167386340305312,0.09682443531874371
3.0521165149919662,0.8909291678030538,9.0,4.064765802458831,0.9806072522104246,0.05638576786785582
3.6078123940241738,1.4570206741855836,9.0,3.1161464590397725,2.4919999999999805,0.06354297263497348
4.139154120307245,1.515060965666196,9.0,1.6237647661858834,0.40565640631635896,0.007578729649602729
1.5093475527168059,1.409032606997909,13.0,1.3348517443002001,0.07862707221183103,0.05167139234357767
1.0181957108024982,0.6734714114768007,9.0,0.4847781820618377,0.20594922420392872,0.03090571993008516
2.939895526527343,1.1941882883582071,9.0,1.8602491144993991,0.46013404118432677,0.0374731886303061
4.084561665060172,0.7569467561820953,13.0,2.9675457476895226,0.7078213607497569,0.07410491120947942
0.7377397186030856,1.1346100055609398,9.0,2.524208999571701,1.5640745191680654,0.0732924619313089
1.3282626496586074,1.31517061084378,9.0,1.3919731802861735,1.1052709953525428,0.04767071662992985
4.606879383262066,1.4663506435453526,13.0,2.799943601090922,0.15154973987983925,0.02475274039151338
0.8124886019258034,1.3741608844946285,9.0,2.486841241230505,1.5382080621602174,0.08431059230645291
2.489034876338547,1.3968044342574826,13.0,4.352867769636462,1.8582760904079547,0.06488607914486481
4.603485529046912,0.9866899619141813,13.0,4.061206033738861,1.7326806310485254,0.023607776621931698
4.1679606399814,1.4320915772373415,9.0,1.620947173025199,0.4026572692042652,0.012250452671831995
4.839479105477746,1.4839220948983602,9.0,3.958337335399956,1.6946947072501484,0.02381220588909031
3.3408817940154845,1.2658138373405923,9.0,1.7737627146191552,0.44124026254005827,0.026914136457241146
3.2383719983955084,1.805904820452135,9.0,3.234721698583854,1.9946564328570429,0.02341769915177655
1.532972599444181,1.6289725800978334,9.0,1.3440117629631105,1.072,0.04974025512037196
2.9460275121790085,1.2529779618309205,9.0,0.3681734909264007,0.1639898334355695,0.04559814170175022
1.2617863434067411,0.8823795942066539,15.0,0.45686012492646727,0.3264387249859519,0.043104318551015375
0.5391744502505815,1.8444665561381126,9.0,3.5973697508951754,2.233894649976274,0.0597627327748666
0.5218546477931679,1.4216582009200305,9.0,3.636833260690773,0.8129000218740439,0.03514623681692548
0.8020498947700619,1.4139219561541738,9.0,2.488509723933681,1.5409154741847046,0.08852467950498406
1.7033469673955368,0.8499236263313508,13.0,3.94195942824879,0.21454524033995792,0.007664344796210913
