fun,nit,nfev,status,success,message,x,final_simplex
0.02953270938182648,39,76,0,True,Optimization terminated successfully.,[ 0.50491089 15.15776829  0.30645428],"(array([[ 0.50491089, 15.15776829,  0.30645428],
       [ 0.50491136, 15.15755466,  0.30646115],
       [ 0.50490685, 15.15846636,  0.30645997],
       [ 0.50491693, 15.15863015,  0.30645991]]), array([0.02953271, 0.02953302, 0.02953309, 0.02953359]))"
