fun,nit,nfev,status,success,message,x,final_simplex
0.041066450178926614,12,26,0,True,Optimization terminated successfully.,[ 0.5048804  15.14718364  0.30562886],"(array([[ 0.5048804 , 15.14718364,  0.30562886],
       [ 0.5063452 , 15.21139653,  0.30592117],
       [ 0.50437725, 15.10038902,  0.30812661],
       [ 0.50238688, 15.15589367,  0.30789539]]), array([0.04106645, 0.05435841, 0.05798351, 0.09180008]))"
