Al,Ap,N,x,z,fun,6,7,8,9
0.5984484354400144,0.7238183071238762,9.0,1.543738785333624,0.7563180486320653,0.007599935773026888,0.02634461241798411,0.09276730174553773,0.9995833197714333,[]
