nfev,nlfev,nljev,nlhev,xl,funl,x,fun,nit,message,success
439,250,52,0,"[[ 0.52659526 15.          0.2005738 ]
 [ 0.525      17.          0.02625   ]
 [ 0.52875743  9.          0.21595139]
 [ 0.5446875   9.          0.37437323]
 [ 0.525       7.          0.35734832]
 [ 0.525       7.          0.05717672]
 [ 0.5446875   5.          0.05960606]
 [ 0.57525225 15.          0.08113401]
 [ 0.5506106   3.          0.28118118]
 [ 0.564375    3.          0.26721298]
 [ 0.47724376 15.          0.35563721]
 [ 0.60375     9.          0.31562733]
 [ 0.45536354 13.          0.02625   ]]","[0.02449116 0.1014096  0.40667    0.5039945  0.59454784 0.60678729
 0.78200292 0.87149191 0.90638833 0.90851135 0.932238   0.94408228
 0.99004895]",[ 0.52659526 15.          0.2005738 ],0.02449115766792912,4,Optimization terminated successfully.,True
