fun,direc,nit,nfev,status,success,message,x
0.845042414132871,"[[1. 0.]
 [0. 1.]]",2,33,0,True,Optimization terminated successfully.,[1.58105003 1.54073344]
0.8432416985180418,"[[1. 0.]
 [0. 1.]]",2,39,0,True,Optimization terminated successfully.,[1.58096004 1.54268271]
0.8401116184976336,"[[1. 0.]
 [0. 1.]]",2,47,0,True,Optimization terminated successfully.,[1.58395165 1.54278855]
0.8390753951277761,"[[1. 0.]
 [0. 1.]]",2,49,0,True,Optimization terminated successfully.,[1.58445463 1.54368832]
0.838906909077884,"[[1. 0.]
 [0. 1.]]",2,59,0,True,Optimization terminated successfully.,[1.58440913 1.54381545]
0.8387348431839825,"[[1. 0.]
 [0. 1.]]",2,64,0,True,Optimization terminated successfully.,[1.58423025 1.54394632]
0.8386887996162169,"[[1. 0.]
 [0. 1.]]",2,70,0,True,Optimization terminated successfully.,[1.58427569 1.5439463 ]
0.838675983709599,"[[1. 0.]
 [0. 1.]]",2,76,0,True,Optimization terminated successfully.,[1.58427568 1.54393381]
0.8386693117260557,"[[1. 0.]
 [0. 1.]]",2,84,0,True,Optimization terminated successfully.,[1.58428132 1.54393016]
0.8386683883897812,"[[1. 0.]
 [0. 1.]]",2,92,0,True,Optimization terminated successfully.,[1.58428041 1.54393108]
0.8386680352174258,"[[1. 0.]
 [0. 1.]]",2,102,0,True,Optimization terminated successfully.,[1.58428058 1.54393078]
0.8386679793860337,"[[1. 0.]
 [0. 1.]]",2,106,0,True,Optimization terminated successfully.,[1.58428052 1.54393078]
0.8386679548670318,"[[1. 0.]
 [0. 1.]]",2,113,0,True,Optimization terminated successfully.,[1.58428052 1.54393075]
0.838667951392684,"[[1. 0.]
 [0. 1.]]",3,177,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
0.8386679475068157,"[[1. 0.]
 [0. 1.]]",3,184,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
0.8386679466875747,"[[ 1.00000000e+00  0.00000000e+00]
 [-3.64288652e-12 -1.63301497e-10]]",3,283,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
0.8386679466688789,"[[ 1.00000000e+00  0.00000000e+00]
 [-4.62875174e-13 -1.98127679e-11]]",3,286,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
0.8386679466693839,"[[ 1.00000000e+00  0.00000000e+00]
 [-4.37475038e-13 -1.66936929e-11]]",3,307,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
0.8386679466535012,"[[1.00000000e+00 0.00000000e+00]
 [2.46571824e-13 9.59527067e-12]]",3,307,0,True,Optimization terminated successfully.,[1.58428051 1.54393075]
