fun,direc,nit,nfev,status,success,message,x
0.9170379430734157,"[[1. 0.]
 [0. 1.]]",2,32,0,True,Optimization terminated successfully.,[1.56340232 1.44992551]
0.9117323738874124,"[[1. 0.]
 [0. 1.]]",2,40,0,True,Optimization terminated successfully.,[1.56373649 1.45636894]
0.9111084759548344,"[[1. 0.]
 [0. 1.]]",2,40,0,True,Optimization terminated successfully.,[1.55807552 1.45636009]
0.9075012156691985,"[[1. 0.]
 [0. 1.]]",2,50,0,True,Optimization terminated successfully.,[1.5606802  1.45816479]
0.9073758422306752,"[[1. 0.]
 [0. 1.]]",2,60,0,True,Optimization terminated successfully.,[1.56067359 1.45780593]
0.9072910870913574,"[[1. 0.]
 [0. 1.]]",2,62,0,True,Optimization terminated successfully.,[1.56067361 1.45790217]
0.9072093014796239,"[[1. 0.]
 [0. 1.]]",2,71,0,True,Optimization terminated successfully.,[1.56062302 1.45793693]
0.9072015939633482,"[[1. 0.]
 [0. 1.]]",2,76,0,True,Optimization terminated successfully.,[1.56062175 1.45794422]
0.9072001057791572,"[[1. 0.]
 [0. 1.]]",2,84,0,True,Optimization terminated successfully.,[1.56062093 1.45794614]
0.9072001061825999,"[[1. 0.]
 [0. 1.]]",2,89,0,True,Optimization terminated successfully.,[1.56062093 1.45794614]
0.907199627365602,"[[1. 0.]
 [0. 1.]]",2,95,0,True,Optimization terminated successfully.,[1.5606212  1.45794595]
0.9071995883402268,"[[1. 0.]
 [0. 1.]]",2,102,0,True,Optimization terminated successfully.,[1.5606212  1.45794587]
0.907199572743029,"[[1. 0.]
 [0. 1.]]",2,107,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995690267973,"[[1. 0.]
 [0. 1.]]",3,165,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671895557,"[[1. 0.]
 [0. 1.]]",3,178,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671898087,"[[1. 0.]
 [0. 1.]]",3,182,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671897128,"[[1. 0.]
 [0. 1.]]",3,186,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671476794,"[[1. 0.]
 [0. 1.]]",3,192,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671347665,"[[1. 0.]
 [0. 1.]]",3,200,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671293142,"[[1. 0.]
 [0. 1.]]",3,205,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
0.9071995671293142,"[[1. 0.]
 [0. 1.]]",3,212,0,True,Optimization terminated successfully.,[1.5606212  1.45794589]
