fun,direc,nit,nfev,status,success,message,x
1.0264111977561534,"[[1. 0.]
 [0. 1.]]",1,10,0,True,Optimization terminated successfully.,[1.19998161 1.48325885]
1.0214201614401976,"[[1. 0.]
 [0. 1.]]",1,12,0,True,Optimization terminated successfully.,[1.19998161 1.65246159]
0.9660484053400791,"[[1. 0.]
 [0. 1.]]",1,16,0,True,Optimization terminated successfully.,[1.19998161 1.58981031]
0.9436289115528691,"[[1. 0.]
 [0. 1.]]",1,21,0,True,Optimization terminated successfully.,[1.21039829 4.71360442]
0.9399807686642644,"[[1. 0.]
 [0. 1.]]",1,25,0,True,Optimization terminated successfully.,[1.2166165  4.71360442]
0.938308247451447,"[[1. 0.]
 [0. 1.]]",2,59,0,True,Optimization terminated successfully.,[1.21754343 4.71240524]
0.9383384087046045,"[[1. 0.]
 [0. 1.]]",2,68,0,True,Optimization terminated successfully.,[1.21754587 4.71243892]
0.9382796792006027,"[[1. 0.]
 [0. 1.]]",2,80,0,True,Optimization terminated successfully.,[1.21758375 4.71240025]
0.9382764548187423,"[[1. 0.]
 [0. 1.]]",2,85,0,True,Optimization terminated successfully.,[1.21758284 4.71239623]
0.9382687633210605,"[[1. 0.]
 [0. 1.]]",2,93,0,True,Optimization terminated successfully.,[1.21758521 1.57079688]
0.9382675639048109,"[[1. 0.]
 [0. 1.]]",2,103,0,True,Optimization terminated successfully.,[1.21758649 4.71238906]
0.9382673592469548,"[[1. 0.]
 [0. 1.]]",2,117,0,True,Optimization terminated successfully.,[1.21758672 4.71238899]
0.9382673407989949,"[[1. 0.]
 [0. 1.]]",2,123,0,True,Optimization terminated successfully.,[1.21758675 4.71238899]
0.9382673351175332,"[[1. 0.]
 [0. 1.]]",2,127,0,True,Optimization terminated successfully.,[1.21758676 4.71238899]
0.9382673323519751,"[[1. 0.]
 [0. 1.]]",2,131,0,True,Optimization terminated successfully.,[1.21758676 1.57079632]
0.9382673244405532,"[[1. 0.]
 [0. 1.]]",3,207,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673319177104,"[[1. 0.]
 [0. 1.]]",2,140,0,True,Optimization terminated successfully.,[1.21758676 4.71238899]
0.9382673242323064,"[[1. 0.]
 [0. 1.]]",3,229,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241968642,"[[ 1.00000000e+00  0.00000000e+00]
 [-3.32827022e-19  4.10355970e-12]]",4,424,0,True,Optimization terminated successfully.,[1.21758676 1.57079633]
0.9382673241935693,"[[1. 0.]
 [0. 1.]]",3,247,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241935823,"[[1. 0.]
 [0. 1.]]",3,259,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241932761,"[[1. 0.]
 [0. 1.]]",3,265,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241932306,"[[1. 0.]
 [0. 1.]]",3,275,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241932058,"[[1. 0.]
 [0. 1.]]",3,283,0,True,Optimization terminated successfully.,[1.21758676 1.57079633]
0.9382673241932016,"[[1. 0.]
 [0. 1.]]",3,291,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241932008,"[[1. 0.]
 [0. 1.]]",3,299,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.9382673241932007,"[[1. 0.]
 [0. 1.]]",3,315,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
0.938267324193201,"[[1. 0.]
 [0. 1.]]",3,320,0,True,Optimization terminated successfully.,[1.21758676 4.71238898]
