fun,direc,nit,nfev,status,success,message,x
0.229830960511793,"[[1. 0.]
 [0. 1.]]",2,35,0,True,Optimization terminated successfully.,[1.11733551 4.48366138]
0.22002057997200572,"[[1. 0.]
 [0. 1.]]",2,44,0,True,Optimization terminated successfully.,[1.13041624 4.49072628]
0.21684260037425687,"[[1. 0.]
 [0. 1.]]",2,53,0,True,Optimization terminated successfully.,[1.13649972 4.49375926]
0.2152787448550126,"[[1. 0.]
 [0. 1.]]",2,62,0,True,Optimization terminated successfully.,[1.1358308  4.49473228]
0.21524785897121151,"[[1. 0.]
 [0. 1.]]",2,73,0,True,Optimization terminated successfully.,[1.13563642 4.49463992]
0.21520494757918693,"[[1. 0.]
 [0. 1.]]",2,81,0,True,Optimization terminated successfully.,[1.13571245 4.49465758]
0.2151807440414868,"[[1. 0.]
 [0. 1.]]",2,88,0,True,Optimization terminated successfully.,[1.13574248 4.49467507]
0.21516017549618296,"[[1. 0.]
 [0. 1.]]",2,98,0,True,Optimization terminated successfully.,[1.13576391 4.4946958 ]
0.21515762605350267,"[[1. 0.]
 [0. 1.]]",2,107,0,True,Optimization terminated successfully.,[1.13576255 4.49469683]
0.21515777379668563,"[[1. 0.]
 [0. 1.]]",2,115,0,True,Optimization terminated successfully.,[1.13576222 4.49469681]
0.2151573366417189,"[[1. 0.]
 [0. 1.]]",2,126,0,True,Optimization terminated successfully.,[1.13576243 4.49469732]
0.2151572970834925,"[[1. 0.]
 [0. 1.]]",2,133,0,True,Optimization terminated successfully.,[1.13576262 4.49469733]
0.21515726170569194,"[[1. 0.]
 [0. 1.]]",3,212,0,True,Optimization terminated successfully.,[1.13576258 4.49469734]
0.21515725512536732,"[[ 1.00000000e+00  0.00000000e+00]
 [-1.75259880e-10  7.23660925e-10]]",3,313,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572543416699,"[[ 1.00000000e+00  0.00000000e+00]
 [-2.55922707e-11 -4.18220128e-10]]",3,331,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725374157454,"[[1. 0.]
 [0. 1.]]",3,243,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725342036593,"[[1. 0.]
 [0. 1.]]",3,250,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725331614657,"[[1. 0.]
 [0. 1.]]",3,262,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725331123534,"[[1. 0.]
 [0. 1.]]",3,272,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725331011207,"[[1. 0.]
 [0. 1.]]",3,282,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533102337,"[[1. 0.]
 [0. 1.]]",3,288,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533095549,"[[1. 0.]
 [0. 1.]]",3,297,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330949378,"[[1. 0.]
 [0. 1.]]",3,306,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330942223,"[[1. 0.]
 [0. 1.]]",3,311,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533094123,"[[1. 0.]
 [0. 1.]]",3,322,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940677,"[[1. 0.]
 [0. 1.]]",3,332,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533094059,"[[1. 0.]
 [0. 1.]]",3,340,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533094059,"[[1. 0.]
 [0. 1.]]",4,484,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533094059,"[[1. 0.]
 [0. 1.]]",3,355,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.2151572533094059,"[[1. 0.]
 [0. 1.]]",3,363,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,357,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,363,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,368,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,374,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,378,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,384,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,388,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,394,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
0.21515725330940663,"[[1. 0.]
 [0. 1.]]",3,398,0,True,Optimization terminated successfully.,[1.13576259 4.49469735]
