Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,1.227184630308513,5.006913291658733,(-0.9010014938429088-2.7755575615628914e-17j),(-0.27331581508250746+0j),(0.33688985339221994-2.316075167636198e-17j),0.5880392996029402,1.227184630308513,5.006913291658733,0.962770858190058,8414
Case1,0.9817477042468103,5.203262832508095,(-0.8171461127960031+0j),(-0.33263393854595225+0j),(0.4462300432059111-1.5222952936987513e-17j),0.34019138391470294,1.1044661672776617,5.105088062083414,0.9961742853453102,8375
Case1,0.4908738521234052,4.908738521234052,(-0.69887706876702+2.3129646346357427e-18j),(-0.2524109394255468+0j),(0.5914604502533923-1.7534226584151362e-17j),0.15224915332283961,0.8999353955595762,5.039638215133627,0.9601765556747413,8429
Case1,0.9326603190344698,5.399612373357457,(-0.6793797560888195+1.5612511283791264e-17j),(-0.31669557050940533+0j),(0.5925201638131526-9.798108881704015e-18j),0.07613788399965515,0.9081166264282996,5.129631754689584,0.9902238357896346,8336
Case1,0.8835729338221293,5.497787143782138,(-0.6528239915712315+1.2490009027033011e-17j),(-0.3626766431077+0j),(0.6008947878832513-1.2709089466085441e-17j),0.1130891396081497,0.9032078879070655,5.203262832508095,0.98353509537662,8369
Case1Fin,0.859029241215959,5.154175447295755,(-0.6528239915712315+1.2490009027033011e-17j),(-0.3626766431077+0j),(0.6008947878832513-1.2709089466085441e-17j),0.1130891396081497,0.9032078879070655,5.203262832508095,0.999333022784812,8411
Case2,1.5707963267948966,4.71238898038469,(-1.0000000000000002+0j),(2.220446049250313e-16+0j),0j,0.1407393852791102,1.5707963267948966,4.71238898038469,0.9975685506169747,8576
Case2,1.5953400194010667,4.663301595172349,(-0.9992473188437238-5.204170427930421e-18j),(0.02452644803064509+0j),(-0.012270614261456092+4.369694463794464e-18j),0.10318964183073279,1.5830681730979816,4.6878452877785195,0.9991313925770275,8498
Case2,2.9206994201342606,4.466952054322987,(-0.7370098960844316-2.3129646346357427e-18j),(0.03409671827054492+0j),(-0.33341445285381355-4.7897205676309e-18j),0.5267548597322427,2.028945255443408,4.614214209960008,0.6477805545912455,8558
Case2,1.6198837120072371,3.5342917352885173,(-0.6483130404161364+1.214306433183765e-17j),(0.2562642084912167+0j),(-0.26232775822221466-4.201778423266058e-18j),0.7295395410181849,1.9266798695843652,4.344233591292135,0.7164907804906806,8465
Case2,1.5953400194010667,4.663301595172349,(-0.7183493598703986+7.632783294297952e-18j),(0.21482194600523138+0j),(-0.2147704522823542-1.6135449530950612e-18j),0.5705036531380767,1.8604118995477055,4.408047192068178,0.9991313925770275,8489
Case2Fin,1.6444274046134073,4.663301595172349,(-0.7183493598703986+7.632783294297952e-18j),(0.21482194600523138+0j),(-0.2147704522823542-1.6135449530950612e-18j),0.5705036531380767,1.8604118995477055,4.408047192068178,0.974377094602369,8480
Case3,1.5953400194010667,1.6198837120072371,(0.9984946376874473-1.0408340855860843e-17j),(0.04905289606128996+0j),(-0.024541228522912184-8.739388927588928e-18j),0.2521755860914513,1.5953400194010667,1.6198837120072371,0.9894695086435872,8621
Case3,1.5707963267948966,2.84706834231575,(0.6443896574709549-5.204170427930421e-18j),(0.5029966158967495+0j),(-0.012270614261456092-4.369694463794464e-18j),0.5828870752558826,1.5830681730979816,2.2334760271614935,0.7606133146442272,8486
Case3,1.5707963267948966,1.6689710972195777,(0.7613213472047022-8.095376221225099e-18j),(0.36800345737435325+0j),(-0.008180409507637394-2.9131296425296425e-18j),0.3268720222459203,1.57897755766362,2.045307717180855,0.9939537711422554,8516
Case3,1.5953400194010667,1.718058482431918,(0.8182106575269832-1.6479873021779667e-17j),(0.31267416352570465+0j),(-0.012270614261456078+6.978305362053276e-18j),0.2187436228288095,1.5830681730979816,1.9634954084936207,0.9970710791786653,8531
Case3,1.5707963267948966,1.7671458676442586,(0.8507255821022327-1.0408340855860843e-17j),(0.2891573952237893+0j),(-0.009816491409164874+5.582644289642621e-18j),0.16025780709935342,1.5806138038373647,1.924225500323748,0.9991699434521515,8486
