Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,1.521708941582556,3.436116964863836,(-0.28993501664774174+5.551115123125783e-17j),(0.9557876591887824+0j),(0.04906767432741843-4.05877616487253e-18j),1.1929327731748463,1.521708941582556,3.436116964863836,0.8501044382906192,8435
Case1,1.4726215563702154,4.221515128261284,(-0.5838047945273288+4.163336342344337e-17j),(0.7124572459405643+0j),(0.07354240732848966-9.961703994567302e-18j),0.6312578490459699,1.4971652489763856,3.8288160465625602,0.9989422248327269,8333
Case1,0.5645049299419159,4.172427743048944,(-0.5421641179712904+2.7755575615628914e-17j),(0.5666527454673091+0j),(0.33064612663556214-1.2868111604996699e-17j),0.6069256210250551,1.1862784759648957,3.9433532787246883,0.8320560465847889,8405
Case1,1.4971652489763858,3.9760782021995817,(-0.591358960023927+2.0816681711721685e-17j),(0.5924243932919936+0j),(0.26637573587658847-9.248572667307553e-18j),0.5192320360381293,1.2640001692177683,3.9515345095934116,0.982456898403795,8354
Case1,1.227184630308513,3.730641276137879,(-0.5777059391575324+2.7755575615628914e-17j),(0.6305125704022927+0j),(0.2804785593797148-5.56790422470652e-18j),0.5850760575179492,1.2566370614359172,3.9073558629023055,0.9355389336817382,8444
Case1Fin,1.423534171157875,4.221515128261284,(-0.5777059391575324+2.7755575615628914e-17j),(0.6305125704022927+0j),(0.2804785593797148-5.56790422470652e-18j),0.5850760575179492,1.2566370614359172,3.9073558629023055,0.9703499856560561,8384
Case2,2.405281875404685,3.3379421944391554,(-0.13101465275391946+0j),(0.6586551378369335+0j),(-0.740951125354959-2.7941537267069666e-18j),0.07180883786554332,2.405281875404685,3.3379421944391554,0.9994239446411249,8450
Case2,2.2089323345553233,3.5342917352885173,(-0.21919443390121174+0j),(0.7003610682654082+0j),(-0.6683252149236961+4.870077550794841e-19j),0.13070278414148653,2.3071071049800045,3.436116964863836,0.9888458425867872,8339
Case2,2.650718801466388,3.5342917352885173,(-0.20626152968556638+0j),(0.6120786444589884+0j),(-0.739523898065249+1.925919126890556e-18j),0.18380229704839354,2.421644337142132,3.46884188833873,0.9753160488548267,8486
Case2,2.650718801466388,3.5342917352885173,(-0.19979507757774373+0j),(0.5679374325557786+0j),(-0.7751232396360255+2.6453748127960923e-18j),0.2570763984145572,2.478912953223196,3.485204350076177,0.9753160488548267,8414
Case2,1.9144080232812801,3.3379421944391554,(-0.196573289035981+0j),(0.6390404580411282+0j),(-0.6874765623872645+1.3341744370766521e-18j),0.1359889162229212,2.366011967234813,3.455751918948773,0.9517464888590292,8357
Case2Fin,2.356194490192345,3.3379421944391554,(-0.196573289035981+0j),(0.6390404580411282+0j),(-0.6874765623872645+1.3341744370766521e-18j),0.1359889162229212,2.366011967234813,3.455751918948773,0.998157719650739,8474
Case3,0.6872233929727672,0.9817477042468103,(0.5274787380308847+0j),(-0.35245002470886727+0j),(0.7730104533627371-4.607700858723571e-18j),0.5785853792969915,0.6872233929727672,0.9817477042468103,0.9711556461184254,8333
Case3,0.9572040116406401,1.227184630308513,(0.6486354333187636+0j),(-0.31394302627360493+0j),(0.6744093223902912-1.117901090768672e-17j),0.3203205546014044,0.8222137023067037,1.1044661672776617,0.9965234857698019,8372
Case3,0.6872233929727672,0.9817477042468103,(0.6082498682228039+0j),(-0.3267786924186924+0j),(0.707276366047773-8.988574224699004e-18j),0.4064088294999334,0.7772169325287249,1.0635600129340446,0.9711556461184254,8417
Case3,0.9081166264282996,1.227184630308513,(0.6417531262271198+0j),(-0.31148049742037126+0j),(0.6842651721809865-4.669063439115615e-18j),0.3345961826305099,0.8099418560036186,1.1044661672776617,0.9973723914448821,8408
Case3,0.859029241215959,1.423534171157875,(0.6632051418020443+1.3877787807814458e-18j),(-0.27140552059823575+0j),(0.6780467063355445-1.6745525488828798e-19j),0.26685072438800794,0.8197593330460867,1.1682797680537043,0.9988886763025243,8477
