Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,1.6198837120072371,0.8835729338221293,(0.772079328417802+0j),(-0.6336291296697258+0j),(-0.049067674327417765+2.9274559889124575e-18j),0.10882839802296657,1.6198837120072371,0.8835729338221293,0.998797017752189,8348
Case1,1.6198837120072371,0.8835729338221293,(0.772079328417802+0j),(-0.6336291296697258+0j),(-0.049067674327417765+2.9274559889124575e-18j),0.10882839802296657,1.6198837120072371,0.8835729338221293,0.998797017752189,8342
Case1,1.6444274046134073,0.7363107781851077,(0.737965997867217-1.850371707708594e-17j),(-0.6687339151737627+0j),(-0.057233304084834305+3.100681567785635e-18j),0.16988088432017195,1.6280649428759606,0.8344855486097887,0.9884702385835618,8351
Case1,1.6689710972195777,0.7853981633974483,(0.7293999655912106-1.3877787807814457e-17j),(-0.6774759035711198+0j),(-0.06742926314601592-8.896139252011715e-19j),0.18646350693460928,1.6382914814618648,0.8222137023067037,0.9928340876178334,8345
Case1,1.6198837120072371,0.4908738521234052,(0.6776857562353188-1.1102230246251566e-17j),(-0.7181525131692674+0j),(-0.06375694538229634+3.8725892732758973e-19j),0.2751820081249291,1.6346099275709391,0.755945732270044,0.9479600110656898,8387
Case1Fin,1.6444274046134073,0.9326603190344698,(0.6776857562353188-1.1102230246251566e-17j),(-0.7181525131692674+0j),(-0.06375694538229634+3.8725892732758973e-19j),0.2751820081249291,1.6346099275709391,0.755945732270044,0.9904878991975111,8336
Case2,1.7426021750380885,0.2454369260617026,(0.23940293880232866+5.551115123125783e-17j),(-0.9557501061911104+0j),(-0.17096188876030133+2.4597575849898846e-18j),0.21217233406321762,1.7426021750380885,0.2454369260617026,0.9944324616696019,8477
Case2,1.6935147898257479,1.1290098598838318,(0.5682969058618502+1.3877787807814457e-17j),(-0.6900448931670525+0j),(-0.1466862819797587+3.0152702825498376e-18j),0.41996152126653524,1.718058482431918,0.6872233929727672,0.8728368233074779,8468
Case2,1.6689710972195777,0.2945243112740431,(0.4751602296381031+9.25185853854297e-18j),(-0.7774740642637878+0j),(-0.13046323476302601+1.0671853741780112e-18j),0.24235965269715476,1.7016960206944713,0.5563236990731926,0.9971501237558269,8414
Case2,2.454369260617026,0.39269908169872414,(0.41706312209185376+6.938893903907228e-18j),(-0.729631290898193+0j),(-0.29110003941295376-9.502544299091914e-19j),0.37355509719859337,1.8898643306751102,0.5154175447295755,0.8682028079154394,8480
Case2,1.6444274046134073,0.2454369260617026,(0.3821148605894023-5.551115123125783e-18j),(-0.7771856150167522+0j),(-0.2475929442502965-2.091883857418286e-18j),0.24754541641492545,1.8407769454627698,0.4614214209960009,0.9934941801965349,8486
Case2Fin,1.718058482431918,0.39269908169872414,(0.3821148605894023-5.551115123125783e-18j),(-0.7771856150167522+0j),(-0.2475929442502965-2.091883857418286e-18j),0.24754541641492545,1.8407769454627698,0.4614214209960009,0.9947092060227432,8369
Case3,0.859029241215959,3.3870295796514958,(-0.18398674174848847+0j),(0.7345162463066802+0j),(0.6531728429537768+4.452646752862806e-18j),0.4747965459246567,0.859029241215959,3.3870295796514958,0.9792260258201411,8402
Case3,1.3989904785517047,3.485204350076177,(-0.25795839112176555+0j),(0.8310992815277533+0j),(0.4120673658570391-1.5729548767156957e-18j),0.08367350838399423,1.1290098598838318,3.436116964863836,0.9826389183782759,8435
Case3,1.0799224746714913,3.3379421944391554,(-0.22932369523270757+0j),(0.8423913192009931+0j),(0.4318438228466921-1.8741119375955675e-18j),0.10025549943904005,1.112647398146385,3.4033920413889427,0.9945207002379364,8453
Case3,1.2517283229146832,3.3870295796514958,(-0.22967190346045938+0j),(0.8620614921417945+0j),(0.402303302234742-1.98351370200787e-18j),0.1121025057989927,1.1474176293384595,3.3993014259545813,0.9942204894382751,8510
Case3,0.9572040116406401,3.77972866135022,(-0.2811444636799624+0j),(0.8209872496229451+0j),(0.4370042800713627-3.384883851052112e-18j),0.07499925779450384,1.1093749057988957,3.4753868730337087,0.9768937052398912,8327
Case3Fin,1.1535535524900022,3.485204350076177,(-0.2811444636799624+0j),(0.8209872496229451+0j),(0.4370042800713627-3.384883851052112e-18j),0.07499925779450384,1.1093749057988957,3.4753868730337087,0.9997834402912413,8402
Case4,2.012582793705961,3.141592653589793,(1.1070675942871033e-16+0j),(0.9039892931234433+0j),(-0.4275550934302819+1.046687506460117e-33j),0.6405877097159578,2.012582793705961,3.141592653589793,0.9494649962945471,8366
Case4,2.675262494072558,3.0925052683774528,(0.01103069114870486+0j),(0.6765295231204153+0j),(-0.6603896973128985+3.784423331012178e-19j),0.17287522004901534,2.3439226438892593,3.117048960983623,0.9890007821561454,8447
Case4,2.552544031041707,3.141592653589793,(0.007353794099136596+0j),(0.6362097597534775+0j),(-0.7174163356427808+2.522948887341447e-19j),0.07559314003435653,2.4134631062734084,3.125230191852346,0.9981062551779329,8369
Case4,2.5280003384355365,3.0925052683774528,(0.012578737777240043+0j),(0.6209359711235738+0j),(-0.7424584550199815-1.6136298755579731e-19j),0.04560096928728656,2.4420974143139405,3.117048960983623,0.9989306132180016,8453
Case4,2.2580197197676637,3.141592653589793,(0.010062990221792054+0j),(0.6513508675714065+0j),(-0.7208454208487143-1.2909039004463774e-19j),0.08627314003727801,2.405281875404685,3.121957699504857,0.9892071692589265,8393
Case4Fin,2.454369260617026,3.141592653589793,(0.010062990221792054+0j),(0.6513508675714065+0j),(-0.7208454208487143-1.2909039004463774e-19j),0.08627314003727801,2.405281875404685,3.121957699504857,0.9990785997916454,8375
Case5,0.5154175447295755,2.405281875404685,(0.33101019481981864+0j),(0.3652134702180833+0j),(0.8700869911087113+1.5883370023593177e-17j),0.6085410593556444,0.5154175447295755,2.405281875404685,0.966440742568067,8495
Case5,0.5645049299419159,2.012582793705961,(0.4073211575221401+0j),(0.29697721378694475+0j),(0.8574702781792092+1.6153519258293976e-17j),0.5878496401549593,0.5399612373357456,2.208932334555323,0.9502191626778477,8546
Case5,0.6381360077604268,2.454369260617026,(0.3975166510650781-9.25185853854297e-18j),(0.35147873900248416+0j),(0.8393826959463544+1.0599539051610443e-17j),0.5250650391636271,0.5726861608106394,2.2907446432425576,0.9853234410513868,8429
Case5,0.7363107781851077,2.552544031041707,(0.39141202955649823-6.938893903907228e-18j),(0.4032042702081014+0j),(0.8147748032985056+9.568366680752195e-18j),0.4548362368187409,0.6135923151542564,2.356194490192345,0.9948569143383285,8381
Case5,1.055378782065321,2.405281875404685,(0.4299925657201893-5.551115123125783e-18j),(0.4515018032102231+0j),(0.7503994810847613+5.229913431050036e-18j),0.30358284543918385,0.7019496085364694,2.366011967234813,0.9900611419037176,8396
Case5Fin,0.859029241215959,2.5034566458293663,(0.4299925657201893-5.551115123125783e-18j),(0.4515018032102231+0j),(0.7503994810847613+5.229913431050036e-18j),0.30358284543918385,0.7019496085364694,2.366011967234813,0.9895431389271953,8375
