Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,2.3316507975861747,0.44178646691106466,(0.3096555292179237+0j),(-0.6547116085640123+0j),(-0.6895405447370668-3.4738438974440294e-18j),0.03841699594894832,2.3316507975861747,0.44178646691106466,0.9998702058126712,8402
Case1,2.3316507975861747,0.3436116964863836,(0.2768235114065932+0j),(-0.6683110756215405+0j),(-0.6895405447370668-3.657857775469788e-18j),0.02888173252024795,2.3316507975861747,0.39269908169872414,0.9992896547469778,8462
Case1,2.2580197197676637,0.39269908169872414,(0.28315510545337763-1.850371707708594e-17j),(-0.683596895840728+0j),(-0.6711581245459263-7.086870059266153e-18j),0.035351135283454016,2.307107104980004,0.39269908169872414,0.9989737358905504,8393
Case1,2.282563412373834,0.3436116964863836,(0.27614032341174866+0j),(-0.6909340457636115+0j),(-0.6666618041478889-7.537658213485848e-18j),0.05419938764600385,2.3009711818284617,0.380427235395639,0.9989458547383284,8375
Case1,2.454369260617026,0.4908738521234052,(0.280722443533213+0j),(-0.6646442220636307+0j),(-0.6879315339908585-7.10974879457616e-18j),0.027040643205329562,2.3316507975861747,0.4025165587411922,0.9948156827576186,8423
Case1Fin,2.3071071049800045,0.39269908169872414,(0.280722443533213+0j),(-0.6646442220636307+0j),(-0.6879315339908585-7.10974879457616e-18j),0.027040643205329562,2.3316507975861747,0.4025165587411922,0.999944576409682,8399
Case2,2.282563412373834,2.3071071049800045,(0.5610547469477104+0j),(0.5085103815608113+0j),(-0.6531728429537764-1.69822213936412e-17j),0.10630649045779872,2.282563412373834,2.3071071049800045,0.9989011193830338,8345
Case2,2.356194490192345,2.454369260617026,(0.5048192700595143+0j),(0.5275556575308451+0j),(-0.6801398120701619+4.0499104534383685e-18j),0.01027156340608737,2.319378951283089,2.380738182798515,0.9989432111927695,8372
Case2,2.429825568010856,2.3071071049800045,(0.4978692310523092-9.25185853854297e-18j),(0.4979184622700614+0j),(-0.7058294902156028-4.105273970309848e-18j),0.07254847581951707,2.3561944901923444,2.356194490192345,0.9959873073661881,8384
Case2,2.2334760271614935,2.405281875404685,(0.505757199037808-6.938893903907228e-18j),(0.51947038988242+0j),(-0.6831800153068588-4.892575253877456e-18j),0.02161013660893596,2.325514874434632,2.36846633649543,0.9982767949182599,8363
Case2,2.2334760271614935,2.405281875404685,(0.5104899798291074-5.551115123125783e-18j),(0.5324015464498352+0j),(-0.6695903303616124-5.3649560240180214e-18j),0.015433071042335822,2.3071071049800045,2.3758294442772807,0.9982767949182599,8345
Case2Fin,2.3316507975861747,2.405281875404685,(0.5104899798291074-5.551115123125783e-18j),(0.5324015464498352+0j),(-0.6695903303616124-5.3649560240180214e-18j),0.015433071042335822,2.3071071049800045,2.3758294442772807,0.9999739118079908,8348
Case3,1.6444274046134073,4.466952054322987,(-0.9674029114909888+1.3877787807814457e-17j),(0.24232181457959662+0j),(-0.0735645635996674+1.9491346024441064e-18j),0.0697559535464432,1.6444274046134073,4.466952054322987,0.9994225544608695,8486
Case3,1.6198837120072371,4.516039439535327,(-0.9735033965353257-1.3877787807814457e-17j),(0.21858857087945494+0j),(-0.06131611896354269+1.1491626600043684e-18j),0.027673780165839906,1.6321555583103222,4.491495746929157,0.9999706507254443,8390
Case3,1.6198837120072371,4.516039439535327,(-0.9755368915501046-2.3129646346357426e-17j),(0.21067748964607436+0j),(-0.05723330408483446+8.82505345857789e-19j),0.0180821132993797,1.6280649428759606,4.49967697779788,0.9999706507254443,8402
Case3,1.6198837120072371,4.516039439535327,(-0.9765536390574941-2.7755575615628914e-17j),(0.20672194902938407+0j),(-0.05519189664548034+7.491766887844993e-19j),0.015151232614653967,1.6260196351587797,4.503767593232242,0.9999706507254443,8366
Case3,1.6198837120072371,4.516039439535327,(-0.9771636875619278-3.053113317719181e-17j),(0.2043486246593699+0j),(-0.05396705218186787+6.691794945405255e-19j),0.013392704203818578,1.6247924505284712,4.506221962492859,0.9999706507254443,8396
Case3Fin,1.6198837120072371,4.516039439535327,(-0.9771636875619278-3.053113317719181e-17j),(0.2043486246593699+0j),(-0.05396705218186787+6.691794945405255e-19j),0.013392704203818578,1.6247924505284712,4.506221962492859,0.9999810463809015,8393
Case4,1.4971652489763858,0.6381360077604268,(0.594085231420437+0j),(-0.8010312058780957+0j),(0.07356456359966734-1.9752627087820006e-17j),0.03998137477106878,1.4971652489763858,0.6381360077604268,0.9998660072910232,8417
Case4,1.4971652489763858,0.7363107781851077,(0.6319122840932418-2.7755575615628914e-17j),(-0.7699873460299662+0j),(0.07356456359966737-1.1599879906675998e-17j),0.05441566901876946,1.4971652489763858,0.6872233929727672,0.9984165132348113,8381
Case4,1.4971652489763858,0.6381360077604268,(0.6193032665356402-1.850371707708594e-17j),(-0.780335299312676+0j),(0.07356456359966736-1.4317462300390666e-17j),0.03145869817845802,1.4971652489763858,0.6708609312353205,0.9998660072910232,8387
Case4,1.4971652489763858,0.5399612373357456,(0.5926548900357866-1.3877787807814457e-17j),(-0.7991026137778944+0j),(0.07356456359966737-1.1208632647396344e-17j),0.039483124055517765,1.4971652489763858,0.6381360077604268,0.996532111465974,8393
Case4,1.4971652489763858,0.7363107781851077,(0.6080717793818388-2.2204460492503132e-17j),(-0.7870707882586828+0j),(0.07356456359966738-9.656332663023474e-18j),0.01504421583325495,1.4971652489763858,0.657770961845363,0.9984165132348113,8327
Case4Fin,1.4971652489763858,0.6381360077604268,(0.6080717793818388-2.2204460492503132e-17j),(-0.7870707882586828+0j),(0.07356456359966738-9.656332663023474e-18j),0.01504421583325495,1.4971652489763858,0.657770961845363,0.9999589997394032,8330
Case5,2.405281875404685,4.71238898038469,(-0.6715589548470187+1.58165623045477e-17j),(1.2038669930674048e-16+0j),(-0.740951125354959-1.632291259766649e-17j),0.1260018707996795,2.405281875404685,4.71238898038469,0.998307769031807,8366
Case5,2.454369260617026,4.71238898038469,(-0.6529761195053321+6.2735361135141945e-18j),(1.1041207595109387e-16+0j),(-0.7569807893588479+1.5094377463629109e-18j),0.16061437014525504,2.4298255680108554,4.71238898038469,0.9957076995571946,8366
Case5,2.2089323345553233,4.71238898038469,(-0.7030532568304363+8.468509279622158e-18j),(1.155643298384746e-16+0j),(-0.7032202944033764+2.009004089713377e-18j),0.05677673786467931,2.3561944901923444,4.71238898038469,0.9966842242941039,8390
Case5,2.405281875404685,4.71238898038469,(-0.6951796813345819+1.0305522535853543e-17j),(1.1676992220554109e-16+0j),(-0.712653002141272-2.5739750821315893e-18j),0.07408302109842936,2.3684663364954295,4.71238898038469,0.998307769031807,8372
Case5,2.356194490192345,4.71238898038469,(-0.6975651013049751+1.0882659974176786e-17j),(1.1777953315652226e-16+0j),(-0.7115437579503272-8.545314422476667e-18j),0.07058835693709133,2.3660119672348126,4.71238898038469,0.9997073848409131,8366
Case5Fin,2.3071071049800045,4.71238898038469,(-0.6975651013049751+1.0882659974176786e-17j),(1.1777953315652226e-16+0j),(-0.7115437579503272-8.545314422476667e-18j),0.07058835693709133,2.3660119672348126,4.71238898038469,0.9995237026445675,8366
