Case,Theta,Phi,X,Y,Z,err,temTh,temPh,cost,fev
Case1,3.018874190558942,1.9144080232812801,(0.11525504474886854+3.469446951953614e-18j),(0.04123891442150665+0j),(-0.9924795345987101-2.4630838730267337e-17j),0.7880821468270447,3.018874190558942,1.9144080232812801,0.9369157937496183,8669
Case1,2.650718801466388,2.454369260617026,(0.2071529843839695+1.734723475976807e-18j),(0.202816759834543+0j),(-0.9372003994735325-1.6336087204859596e-17j),0.47932722665372984,2.8347964960126646,2.184388641949153,0.9766133436977982,8531
Case1,2.9206994201342606,2.012582793705961,(0.20412371465993923+3.469446951953614e-18j),(0.16643712362501573+0j),(-0.9500343096618644-1.458855668857888e-17j),0.5315700427756193,2.8634308040531966,2.127120025868089,0.9584368828756534,8390
Case1,1.88986433067511,1.6198837120072371,(0.3901888940737267+3.469446951953614e-18j),(0.136475627601273+0j),(-0.7909461673461212-1.505359370595169e-17j),0.24999403718213603,2.620039185708675,2.000310947402876,0.893040523146093,8594
Case1,1.6689710972195777,2.945243112740431,(0.3509812970173838+2.7755575615628915e-18j),(0.304393008321459+0j),(-0.6523603619428092-1.3065154996705483e-17j),0.4518705698438714,2.4298255680108554,2.189297380470387,0.6948220840513074,8426
Case1Fin,2.5034566458293663,1.9634954084936207,(0.3509812970173838+2.7755575615628915e-18j),(0.304393008321459+0j),(-0.6523603619428092-1.3065154996705483e-17j),0.4518705698438714,2.4298255680108554,2.189297380470387,0.9920155396849126,8414
Case2,1.1290098598838318,3.043417883165112,(0.08860644540050103+0j),(0.8996363375916463+0j),(0.4275550934302822+6.00715479255963e-20j),0.44946245887596425,1.1290098598838318,3.043417883165112,0.9813575322305528,8462
Case2,0.4172427743048944,2.7979809571034093,(0.1125640661320564+1.3877787807814457e-17j),(0.6405944458800068+0j),(0.6708824245669065+2.980428855033028e-18j),0.2081483647585457,0.7731263170943632,2.9206994201342606,0.9465409857683695,8444
Case2,1.1535535524900022,1.9144080232812801,(0.36196563402639714+0j),(0.5297256274429044+0j),(0.5823353877129342-7.836280670052815e-18j),0.458742986904365,0.8999353955595762,2.5852689545166005,0.8212888842633519,8483
Case2,0.6381360077604268,3.043417883165112,(0.286071411100462+0j),(0.5455019329622084+0j),(0.6375534236548619-5.675548198082157e-18j),0.3121352416780143,0.8344855486097889,2.699806186678728,0.9833924106055053,8609
Case2,0.859029241215959,2.405281875404685,(0.3305592051925319+0j),(0.5486124957593088+0j),(0.6406773075146449-1.0650204695244222e-19j),0.35663635683276684,0.8393942871310228,2.6409013244239197,0.9637723948931487,8327
Case2Fin,0.859029241215959,2.8961557275280905,(0.3305592051925319+0j),(0.5486124957593088+0j),(0.6406773075146449-1.0650204695244222e-19j),0.35663635683276684,0.8393942871310228,2.6409013244239197,0.9894124734116615,8360
Case3,1.5953400194010667,5.546874528994478,(-0.6713566938454222+0j),(-0.7407279647289755+0j),(-0.024541228522912073-5.874532996319574e-18j),0.5148702708526385,1.5953400194010667,5.546874528994478,0.9714550045363775,8435
Case3,1.5953400194010667,5.056000676871073,(-0.8063085917796551+0j),(-0.5387581765979574+0j),(-0.024541228522912045+1.4791732791672339e-18j),0.1779485847873876,1.5953400194010667,5.301437602932776,0.9935967392611964,8435
Case3,2.478912953223196,4.859651136021712,(-0.7403966070499786+2.3129646346357427e-18j),(-0.3892631921272458+0j),(-0.27914296155747675-8.392182496329902e-18j),0.4327020197333558,1.8898643306751097,5.154175447295754,0.8156423005408173,8504
Case3,1.6935147898257479,4.957825906446392,(-0.7959814969666651+8.673617379884035e-18j),(-0.3522356080622099+0j),(-0.23995988996791157-1.1707482817019329e-17j),0.37496164229214,1.8407769454627694,5.105088062083413,0.9836453016845152,8531
Case3,1.6444274046134073,6.037748381117884,(-0.6852495604892515+6.938893903907228e-18j),(-0.4752690687479657+0j),(-0.20668082469426274-9.175678953467573e-18j),0.329381052810149,1.8015070372928972,5.291620125890307,0.839068701199735,8546
Case3Fin,1.6198837120072371,5.203262832508095,(-0.6852495604892515+6.938893903907228e-18j),(-0.4752690687479657+0j),(-0.20668082469426274-9.175678953467573e-18j),0.329381052810149,1.8015070372928972,5.291620125890307,0.9919044527350381,8387
Case4,2.110757564130642,3.043417883165112,(0.08407210553107582+0j),(0.8535984123020443+0j),(-0.5141027441932216+2.046582147362731e-18j),0.429064187169951,2.110757564130642,3.043417883165112,0.9759128554655684,8480
Case4,2.552544031041707,2.945243112740431,(0.0962292405967228+0j),(0.6992467595389313+0j),(-0.6727861782478834+1.8494792014091386e-18j),0.7299421389220788,2.3316507975861747,2.994330497952771,0.8639065413004215,8417
Case4,1.9880391010997909,2.7979809571034093,(0.16681549058738182+0j),(0.7530874296309804+0j),(-0.5836045568335855+1.2522803274985082e-18j),0.6263509222999644,2.2171135654240466,2.928880651002984,0.9795597883948046,8342
Case4,2.84706834231575,1.9634954084936207,(0.192158635919797+1.734723475976807e-18j),(0.5925873563869177+0j),(-0.6769385015582414+5.7068340459565526e-18j),0.9055280856010981,2.3746022596469727,2.687534340375643,0.6772019425621848,8579
Case4,1.9144080232812801,3.043417883165112,(0.1721844000885395+1.3877787807814458e-18j),(0.661471939741333+0j),(-0.6089287719250372+5.300224661643501e-18j),0.7486595367822212,2.2825634123738343,2.758711048933537,0.9966365350361733,8363
Case4Fin,1.8162332528565992,3.043417883165112,(0.1721844000885395+1.3877787807814458e-18j),(0.661471939741333+0j),(-0.6089287719250372+5.300224661643501e-18j),0.7486595367822212,2.2825634123738343,2.758711048933537,0.9296376089516195,8444
Case5,2.8961557275280905,2.454369260617026,(0.1541449943155051-1.3877787807814457e-17j),(0.18782621902518154+0j),(-0.970031253194544+2.5743629044367727e-17j),0.8506609105070998,2.8961557275280905,2.454369260617026,0.9193604592390611,8597
Case5,2.724349879284899,2.3071071049800045,(0.22720450098391234-6.938893903907228e-18j),(0.22998482615960247+0j),(-0.9421205044490374-9.212588038088537e-19j),0.791849262227607,2.8102528034064944,2.380738182798515,0.9498702989056944,8504
Case5,3.067961575771282,1.8162332528565992,(0.17525630926237337-4.625929269271485e-18j),(0.15928146107238578+0j),(-0.9605104885255883-5.601993427822194e-18j),0.7914840729384801,2.89615572752809,2.1925698728178764,0.8961963650991939,8597
Case5,2.3071071049800045,1.5707963267948966,(0.3166800132855198-3.749922431669344e-18j),(0.11946109580428933+0j),(-0.8882726051059459-7.927296890925502e-18j),0.5380021202275947,2.7488935718910685,2.0371264863121317,0.9958665102738736,8549
Case5,2.184388641949153,1.718058482431918,(0.4150911490431141-1.6121591645540296e-18j),(0.1195617981516775+0j),(-0.8257797223683258-4.644337595026995e-18j),0.3771988040797685,2.6359925859026854,1.9733128855360889,0.9867796977008177,8411
Case5Fin,2.405281875404685,1.6689710972195777,(0.4150911490431141-1.6121591645540296e-18j),(0.1195617981516775+0j),(-0.8257797223683258-4.644337595026995e-18j),0.3771988040797685,2.6359925859026854,1.9733128855360889,0.9804813917284175,8441
