Al,Ap,Xtau,XN,Ztau,ZN,fun,xx,yy,zz,fev,11
4.493040954410615,0.5426996414357403,2.8499999999999996,17.0,1.7456250000000002,17.0,0.11109506313197691,0.01407540932911715,0.013503285388236773,0.912090678921494,2350,fail
3.3363255479398375,0.3296772886882384,1.7893517420456333,17.0,0.42350435511408335,5.0,0.3938573969789496,0.005357772386706289,0.003197802855148129,0.6122418607657594,1188,fail
3.05384609656026,0.6279999454730122,4.066618575347441,17.0,0.2080744861434725,9.0,0.014479426194466277,0.014845842655968495,0.009108346772380232,0.9996287141780449,162,shgo1
4.588608753334077,1.6245555430167555,1.5520472609972746,9.0,0.3812332226088095,5.0,0.006778228225380571,0.08530708600473437,0.11235240743142136,0.9985455591422366,1430,shgo2
4.705875033595989,1.4898036381938002,2.7747257534159875,9.0,1.2363176931151727,1.0,0.03855685152485225,0.034986422541717126,0.020969461214236762,0.9976632524853961,175,shgo1
4.114553398962877,0.7376401632464162,1.6450000000000593,15.0,0.389226898805056,15.0,0.030621594619896747,0.11680256415085441,0.02475954849254968,0.9949854506287156,1295,shgo2
0.41769361517877257,1.6415847009322255,4.750895205661903,9.0,0.24023310956555322,13.0,0.18874382063586778,0.18037731802304463,0.07016890607523961,0.9599580566994969,8643,fail
1.9794478473558903,0.8787215419752802,2.974023471481356,9.0,2.3047615144808,1.0,0.03551737949129627,0.04091479414931199,0.061178276829182934,0.9983597007927473,170,shgo1
1.9211410097416823,0.6231426501038746,2.983226852689851,17.0,1.2864502000493458,9.0,0.035665539552634073,0.020995351207926442,0.03891001518528992,0.9831635393587619,161,shgo1
1.3956825192810047,1.233127095234459,3.1943808227635277,9.0,0.18359574360059344,5.0,0.00969555387720583,0.07581265067035373,0.19651914592922842,0.9998070370391939,3596,shgo2
