nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,2.148886246412752,[-0.26408528  0.41374732],[-0.0913358   0.37441812],"[array([2.80947442, 2.81336081])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.17274947, -0.03932921])]",tr_interior_point,[2.80947442 2.81336081],0.3744181162836265,0.0,0.004989147186279297,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,2.148886246412752,[-0.26408528  0.41374732],[-0.0913358   0.37441812],"[array([2.80947442, 2.81336081])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.17274947, -0.03932921])]",tr_interior_point,[2.80947442 2.81336081],0.3744181162836265,0.0,0.003577709197998047,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
108,333,111,0,188,1,0.0009742186867342519,[1.00007917 1.00089422],[0.55235614 0.6903327 ],"[array([1.57087554, 1.57169093])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44772303, -0.31056152])]",tr_interior_point,[1.57087554 1.57169093],0.6903327032367682,0.0,0.8125145435333252,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,108,True,`xtol` termination condition is satisfied.
128,396,132,0,216,1,0.00019866493535271315,[ 1.00003471 -1.00016391],[ 0.55233159 -0.68957901],"[array([1.57083104, 1.57063239])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44770312,  0.3105849 ])]",tr_interior_point,[1.57083104 1.57063239],0.689579011564557,0.0,0.9194622039794922,0.010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,128,True,`xtol` termination condition is satisfied.
141,438,146,0,217,2,0.0005144487823539606,[-1.00016752 -1.00034668],[-0.55240493 -0.6896618 ],"[array([1.57062872, 1.57044956])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44776259, 0.31068488])]",tr_interior_point,[1.57062872 1.57044956],0.6896618011637735,0.0,0.9293484687805176,0.005000000000000001,1.0,2.048000000000001e-09,2.048000000000001e-09,2,141,True,`xtol` termination condition is satisfied.
171,522,174,0,254,2,0.00032618392044081804,[ 1.00008767 -1.00023842],[ 0.55236084 -0.68961277],"[array([1.57088402, 1.57055787])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44772684,  0.31062565])]",tr_interior_point,[1.57088402 1.57055787],0.6896127675408483,0.0,1.0300583839416504,0.0012500000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,171,True,`xtol` termination condition is satisfied.
200,627,209,0,284,2,1.6377136885460787e-05,[-1.00000801 -1.00000834],[-0.55231684 -0.68950851],"[array([1.5707883 , 1.57078798])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44769117, 0.31049983])]",tr_interior_point,[1.5707883  1.57078798],0.689508512891009,0.0,1.1578211784362793,0.00031205557790331395,1.0,2.048000000000001e-09,2.048000000000001e-09,2,200,True,`xtol` termination condition is satisfied.
215,663,221,0,293,2,1.7883751443667908e-05,[ 1.00000723 -1.00001065],[ 0.55231641 -0.68950956],"[array([1.57080355, 1.57078567])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44769082,  0.31050109])]",tr_interior_point,[1.57080355 1.57078567],0.6895095581597592,0.0,1.216580867767334,7.78852282444643e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,215,True,`xtol` termination condition is satisfied.
242,765,255,0,339,2,1.1712382012029793e-06,[-1.00000093 -1.00000021],[-0.55231293 -0.68950482],"[array([1.57079538, 1.5707961 ])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.447688  , 0.31049539])]",tr_interior_point,[1.57079538 1.5707961 ],0.6895048237627446,0.0,1.352599859237671,1.9446992335232456e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,242,True,`xtol` termination condition is satisfied.
274,843,281,0,358,2,5.53044425311004e-07,[-1.00000006 -1.00000047],[-0.55231245 -0.68950494],"[array([1.57079625, 1.57079585])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768761, 0.31049553])]",tr_interior_point,[1.57079625 1.57079585],0.6895049443580548,0.0,1.3890132904052734,4.85976801401901e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,274,True,`xtol` termination condition is satisfied.
301,960,320,0,395,2,2.8829193973734773e-07,[ 1.00000026 -1.00000002],[ 0.55231256 -0.68950474],"[array([1.57079658, 1.57079629])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.4476877 ,  0.31049528])]",tr_interior_point,[1.57079658 1.57079629],0.6895047370955785,0.0,1.5464093685150146,1.1207396085717231e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,301,True,`xtol` termination condition is satisfied.
256,807,269,0,425,2,3.1106897697536905e-08,[-0.85987959  0.2019302 ],[-0.47492218  0.13923183],"[array([1.57079631, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.38495742, -0.06269837])]",tr_interior_point,[1.57079631 1.57079632],0.47492217699600625,0.0,1.4031226634979248,2.743645216038664e-07,1.0,2.048000000000001e-09,2.048000000000001e-09,2,256,True,`xtol` termination condition is satisfied.
272,861,287,0,432,2,2.0989797955889105e-08,[0.29222514 1.00000002],[0.16139957 0.68950475],"[array([1.57079632, 1.57079634])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.13082557, -0.31049527])]",tr_interior_point,[1.57079632 1.57079634],0.689504745816947,0.0,1.4473602771759033,7.388370566408461e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,272,True,`xtol` termination condition is satisfied.
295,927,309,0,463,4,1.9144563285941356e-08,[ 0.50213728 -0.13795711],[ 0.27733665 -0.09512208],"[array([1.57079632, 1.57079631])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.22480062,  0.04283503])]",tr_interior_point,[1.57079632 1.57079631],0.27733665252247786,0.0,1.5696601867675781,1.0000000000000005e-08,1.0,2.048000000000001e-09,2.048000000000001e-09,2,295,True,`xtol` termination condition is satisfied.
248,705,235,0,347,2,7.172997309261028e-09,[0.79001366 0.59708487],[0.43633436 0.41169284],"[array([1.57079632, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.35367931, -0.18539203])]",tr_interior_point,[1.57079632 1.57079632],0.43633435548702715,0.0,1.379688024520874,3.1526557311957784e-09,1.0,2.048000000000001e-09,2.048000000000001e-09,2,248,True,`xtol` termination condition is satisfied.
267,825,275,0,361,4,2.143674254779676e-08,[0.02337442 0.14494898],[0.01290998 0.09994301],"[array([1.57079632, 1.57079632])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.01046444, -0.04500597])]",tr_interior_point,[1.57079632 1.57079632],0.09994300569835568,0.0,1.4379384517669678,1.0000000000000005e-09,1.0,2.048000000000001e-09,2.048000000000001e-09,2,267,True,`xtol` termination condition is satisfied.
