nit,nfev,njev,nhev,cg_niter,cg_stop_cond,fun,grad,lagrangian_grad,constr,jac,constr_nfev,constr_njev,constr_nhev,v,method,x,optimality,constr_violation,execution_time,tr_radius,constr_penalty,barrier_parameter,barrier_tolerance,status,niter,success,message
1,3,1,0,0,0,1.9376132740257892,[-0.65669505  0.13326777],[-0.35874593  0.10039528],"[array([0.10270527, 1.95128738])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.29794913, -0.0328725 ])]",tr_interior_point,[0.10270527 1.95128738],0.35874592742824224,0.0,0.0049860477447509766,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
1,3,1,0,0,0,1.9376132740257892,[-0.65669505  0.13326777],[-0.35874593  0.10039528],"[array([0.10270527, 1.95128738])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.29794913, -0.0328725 ])]",tr_interior_point,[0.10270527 1.95128738],0.35874592742824224,0.0,0.0030295848846435547,1.0,1.0,0.1,0.1,1,1,True,`gtol` termination condition is satisfied.
44,138,46,0,50,4,0.00016280808877921672,[-1.00002786  1.00013494],[-0.5523278   0.68962965],"[array([1.57076847, 1.57093126])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44770005, -0.31050529])]",tr_interior_point,[1.57076847 1.57093126],0.6896296483854867,0.0,0.24975919723510742,0.1,1.0,2.048000000000001e-09,2.048000000000001e-09,2,44,True,`xtol` termination condition is satisfied.
59,189,63,0,72,4,0.0011049480104921299,[1.00017032 1.0009336 ],[0.55240648 0.69036917],"[array([1.5709668 , 1.57173035])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44776384, -0.31056442])]",tr_interior_point,[1.5709668  1.57173035],0.6903691727774917,0.0,0.3029778003692627,0.010000000000000002,1.0,2.048000000000001e-09,2.048000000000001e-09,2,59,True,`xtol` termination condition is satisfied.
70,213,71,0,77,2,0.0008054640953407862,[-1.0004496  -1.00035525],[-0.55256068 -0.68966566],"[array([1.57034644, 1.57044091])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44788893, 0.31068958])]",tr_interior_point,[1.57034644 1.57044091],0.689665664252455,0.0,0.3439793586730957,0.005000000000000001,1.0,2.048000000000001e-09,2.048000000000001e-09,2,70,True,`xtol` termination condition is satisfied.
101,324,108,0,128,2,0.00011931849117732333,[ 1.00003403 -1.00008528],[ 0.55233121 -0.68954338],"[array([1.57083035, 1.57071103])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44770282,  0.3105419 ])]",tr_interior_point,[1.57083035 1.57071103],0.6895433787162902,0.0,0.47208118438720703,0.001246648180008983,1.0,2.048000000000001e-09,2.048000000000001e-09,2,101,True,`xtol` termination condition is satisfied.
121,390,130,0,131,2,6.973967587579639e-05,[ 1.00000725 -1.00006249],[ 0.55231642 -0.68953305],"[array([1.57080358, 1.57073384])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([-0.44769083,  0.31052943])]",tr_interior_point,[1.57080358 1.57073384],0.6895330536864382,0.0,0.5229456424713135,0.00031250000000000006,1.0,2.048000000000001e-09,2.048000000000001e-09,2,121,True,`xtol` termination condition is satisfied.
152,471,157,0,182,2,1.4833052633674337e-05,[-1.00000248  1.00001233],[-0.55231379  0.68951614],"[array([1.57079382, 1.57080865])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([ 0.44768869, -0.31049619])]",tr_interior_point,[1.57079382 1.57080865],0.6895161424156491,0.0,0.6292963027954102,7.799159835528286e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,152,True,`xtol` termination condition is satisfied.
178,555,185,0,207,2,7.646310023201424e-07,[-1.00000011 -1.00000062],[-0.55231248 -0.68950501],"[array([1.57079621, 1.57079567])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768763, 0.31049562])]",tr_interior_point,[1.57079621 1.57079567],0.6895050076382372,0.0,0.7863156795501709,1.6484998039717023e-05,1.0,2.048000000000001e-09,2.048000000000001e-09,2,178,True,`xtol` termination condition is satisfied.
202,636,212,0,218,2,4.7454594237494694e-07,[-1.0000004  -1.00000006],[-0.55231264 -0.68950476],"[array([1.57079591, 1.57079627])]","[<2x2 sparse matrix of type '<class 'numpy.float64'>'
	with 2 stored elements in Compressed Sparse Row format>]",[0],[0],[0],"[array([0.44768776, 0.3104953 ])]",tr_interior_point,[1.57079591 1.57079627],0.6895047589582827,0.0,0.8514175415039062,4.859572852151861e-06,1.0,2.048000000000001e-09,2.048000000000001e-09,2,202,True,`xtol` termination condition is satisfied.
